y,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Subvocal recognition,,,,,,,,,,,,,,,,,,,,,,
Ultradense Molecular Memory,,,,,,,,,,,,,,,,,,,,,,
Vehicular communication systems,4.0,5.0,13.0,14.0,21.0,23.0,22.0,27.0,37.0,39.0,38.0,50.0,81.0,87.0,103.0,119.0,121.0,214.0,297.0,416.0,533.0,
Virtual reality applications,3.0,2.0,8.0,3.0,3.0,2.0,4.0,4.0,2.0,3.0,4.0,4.0,3.0,6.0,9.0,13.0,19.0,41.0,37.0,50.0,63.0,
Visible Light Communication,,,,,,,2.0,6.0,3.0,12.0,11.0,27.0,16.0,36.0,67.0,68.0,88.0,92.0,93.0,100.0,97.0,1.0
wi-fi 6,,,,,,,,,,,,,,,2.0,,2.0,,2.0,,4.0,
wi-fi 7,,,,,,,,,,,,,,,1.0,,1.0,,,,,
AI Arbitration,,,,,,,,,,,,,,,,,,,,,,
Digital forensics tools,,,,,,,,,,,,,,,,,,,,,,
Document automation,,,,,,,,,1.0,,,,,,1.0,2.0,1.0,,1.0,1.0,2.0,
Intelligent Knowledge Management,,,,,,1.0,,,,,,,,,,,,,,,,
Aerogel,21.0,18.0,22.0,32.0,29.0,15.0,36.0,31.0,24.0,32.0,55.0,36.0,61.0,70.0,92.0,121.0,130.0,123.0,145.0,160.0,205.0,
Amorphous metal,7.0,14.0,40.0,36.0,35.0,35.0,36.0,45.0,44.0,39.0,57.0,52.0,57.0,75.0,82.0,70.0,72.0,81.0,96.0,58.0,54.0,
Bioplastic,,3.0,2.0,2.0,2.0,3.0,3.0,3.0,1.0,1.0,1.0,,10.0,9.0,9.0,9.0,17.0,6.0,13.0,13.0,21.0,
Carbon nanotube,21.0,66.0,200.0,288.0,453.0,563.0,697.0,703.0,811.0,953.0,1141.0,1110.0,1104.0,1056.0,1157.0,1073.0,1033.0,1023.0,1020.0,1059.0,1128.0,
Conductive polymer,76.0,122.0,207.0,264.0,312.0,296.0,347.0,361.0,356.0,323.0,474.0,425.0,446.0,472.0,537.0,445.0,441.0,490.0,410.0,471.0,518.0,
Cryogenic treatment,,1.0,2.0,1.0,3.0,1.0,1.0,,,1.0,4.0,2.0,2.0,3.0,2.0,4.0,4.0,1.0,,1.0,4.0,
Dynamic Armor,,,,,,,,,,,,,,,,,,,,,,
Eutectic system,2.0,10.0,4.0,2.0,1.0,2.0,10.0,2.0,5.0,2.0,6.0,8.0,5.0,7.0,7.0,6.0,5.0,5.0,11.0,16.0,8.0,
Fast-ion Conductors,,,1.0,,,,,,,,1.0,2.0,,1.0,1.0,,1.0,4.0,1.0,1.0,3.0,
Fullerene,23.0,25.0,70.0,44.0,78.0,77.0,89.0,82.0,100.0,89.0,124.0,117.0,130.0,112.0,152.0,140.0,148.0,147.0,135.0,152.0,130.0,
Gallium Nitride semiconductor,4.0,7.0,11.0,2.0,7.0,8.0,11.0,4.0,7.0,8.0,5.0,12.0,9.0,13.0,6.0,7.0,3.0,13.0,11.0,13.0,10.0,
Graphene,1.0,,14.0,10.0,7.0,20.0,20.0,20.0,32.0,68.0,127.0,259.0,466.0,752.0,1096.0,1262.0,1402.0,1657.0,1739.0,1729.0,1808.0,4.0
Graphene Oxide dough,,,,,,,,2.0,,2.0,5.0,13.0,37.0,104.0,121.0,130.0,205.0,234.0,256.0,231.0,269.0,1.0
High Entropy Alloys,,,,,,,,,1.0,1.0,,,,1.0,,1.0,1.0,9.0,12.0,8.0,14.0,
Magnetic nanoparticles,,,2.0,9.0,3.0,26.0,17.0,23.0,28.0,40.0,50.0,52.0,50.0,65.0,77.0,60.0,84.0,71.0,57.0,76.0,75.0,
Magnetorheological fluid,9.0,8.0,20.0,25.0,21.0,24.0,15.0,12.0,23.0,19.0,20.0,24.0,33.0,35.0,33.0,47.0,28.0,35.0,61.0,60.0,56.0,
Metal foam,9.0,9.0,29.0,15.0,17.0,32.0,18.0,20.0,11.0,24.0,32.0,36.0,45.0,47.0,45.0,53.0,56.0,70.0,63.0,62.0,72.0,
Metamaterial,,,,1.0,3.0,4.0,1.0,3.0,11.0,23.0,38.0,35.0,79.0,72.0,79.0,63.0,77.0,84.0,101.0,112.0,94.0,
Multi-function structure,,,,,,,,,,,,,,,,,,,,,1.0,
Nanocrystal,7.0,19.0,30.0,64.0,109.0,125.0,143.0,173.0,183.0,143.0,252.0,261.0,230.0,268.0,268.0,251.0,249.0,238.0,220.0,264.0,217.0,
Nanotextured surface,,,,,,,,,,,,,,,,,,,,2.0,,
Photonic Metamaterial,,,,,,,,,,,,,,,,,,,,,,
piezoelectric material adhesion,,,,,,,,,,,,,,,,,,,,,,
Programmable matter,,,,,,3.0,2.0,1.0,2.0,,4.0,,1.0,2.0,1.0,,3.0,3.0,1.0,1.0,4.0,
Quantum dot,17.0,39.0,80.0,97.0,139.0,135.0,158.0,192.0,224.0,218.0,313.0,331.0,299.0,350.0,400.0,429.0,486.0,535.0,573.0,673.0,699.0,3.0
Self-cleaning surfaces,,1.0,,2.0,,4.0,5.0,3.0,2.0,6.0,8.0,2.0,3.0,3.0,2.0,3.0,3.0,7.0,1.0,4.0,3.0,
Shape Memory Polymer,1.0,2.0,2.0,2.0,5.0,18.0,18.0,36.0,29.0,20.0,32.0,29.0,34.0,21.0,38.0,37.0,24.0,41.0,40.0,47.0,48.0,
Shape-memory alloy,67.0,115.0,136.0,134.0,190.0,166.0,153.0,144.0,188.0,206.0,218.0,243.0,239.0,228.0,230.0,204.0,241.0,206.0,264.0,301.0,313.0,
Silicene,,,,,,,,,,,,,,,3.0,5.0,2.0,5.0,8.0,5.0,12.0,
Single Photon Source,,,,,1.0,,,,,2.0,7.0,3.0,4.0,3.0,4.0,,1.0,4.0,4.0,7.0,10.0,
Superalloy,21.0,19.0,37.0,63.0,30.0,50.0,37.0,66.0,36.0,39.0,53.0,42.0,50.0,48.0,70.0,81.0,83.0,62.0,59.0,63.0,70.0,1.0
Superfluidity,,,,,,,,,,,,,,,1.0,1.0,,3.0,1.0,1.0,2.0,
Superlenses chips,,,,,,,,,,,,,,,,,,,,,,
Syntactic Materials,,,,,,,,,,,,,,,,,,,,,,
Time crystal,1.0,,,2.0,2.0,3.0,8.0,1.0,2.0,4.0,4.0,,1.0,,,2.0,3.0,1.0,,1.0,5.0,
Zeolite,204.0,169.0,325.0,336.0,307.0,274.0,294.0,265.0,270.0,279.0,344.0,339.0,371.0,367.0,387.0,393.0,334.0,348.0,366.0,422.0,387.0,
Zero-friction coating,10.0,3.0,9.0,12.0,11.0,9.0,13.0,13.0,15.0,14.0,27.0,24.0,21.0,18.0,24.0,36.0,29.0,20.0,6.0,16.0,15.0,
16K video resolution,,,,,,,,,,,,,,,,,,,,,,
Augmented reality,3.0,2.0,26.0,17.0,31.0,17.0,23.0,25.0,25.0,39.0,48.0,87.0,262.0,253.0,412.0,491.0,557.0,805.0,1006.0,1457.0,1859.0,1.0
Brain-computer interface,,,,1.0,,3.0,3.0,3.0,2.0,3.0,3.0,14.0,9.0,6.0,26.0,36.0,19.0,32.0,27.0,33.0,38.0,
Computer-generated imagery,,,,,,,,2.0,2.0,5.0,2.0,4.0,4.0,9.0,10.0,7.0,7.0,6.0,9.0,11.0,15.0,
Detecting fake news online automatically,,,,,,,,,,,,,,,,,,,,,,
e-Reader,,,3.0,,3.0,2.0,2.0,,1.0,2.0,2.0,18.0,20.0,45.0,34.0,44.0,34.0,23.0,22.0,20.0,8.0,
Extended Reality,,,,,,,,,,,,,,,,1.0,,,,15.0,52.0,
hydrogen vehicle,,,,1.0,,1.0,,1.0,,2.0,,,,,2.0,1.0,2.0,2.0,3.0,2.0,1.0,
Immersion (virtual reality),,,,,,,,,1.0,1.0,,,4.0,2.0,3.0,1.0,2.0,10.0,6.0,9.0,3.0,
Mixed Reality,,,2.0,4.0,6.0,14.0,12.0,11.0,14.0,20.0,21.0,15.0,33.0,31.0,38.0,28.0,44.0,98.0,157.0,271.0,369.0,
Video tracking,1.0,2.0,2.0,,6.0,1.0,2.0,6.0,5.0,10.0,2.0,7.0,14.0,18.0,17.0,15.0,19.0,20.0,20.0,21.0,15.0,
Virtual reality,66.0,70.0,130.0,122.0,118.0,87.0,85.0,93.0,80.0,93.0,109.0,87.0,125.0,141.0,166.0,179.0,355.0,682.0,1031.0,1408.0,1653.0,1.0
3D Bioprinting,,,,,,,,,,,,,,,,1.0,6.0,9.0,9.0,18.0,20.0,
Anti-degenerative medicine,,,,,,,,,,,,,,,,,,,,,,
Apheresis,5.0,9.0,14.0,20.0,18.0,24.0,19.0,12.0,16.0,20.0,24.0,30.0,35.0,26.0,39.0,51.0,55.0,37.0,43.0,46.0,56.0,
Artificial womb,,,,2.0,,1.0,1.0,,1.0,,1.0,,,,,,,,,,,
Bio Ink,44.0,83.0,126.0,177.0,166.0,195.0,223.0,243.0,238.0,278.0,351.0,334.0,370.0,371.0,438.0,424.0,438.0,434.0,411.0,460.0,500.0,
Biomimetic Nanocoagulation,,,,,,,,,,,,,,,,,,,,,,
Biosensor,42.0,92.0,161.0,258.0,254.0,273.0,263.0,232.0,267.0,379.0,399.0,403.0,321.0,394.0,361.0,373.0,367.0,406.0,430.0,438.0,432.0,
Breath analysis,,,,2.0,2.0,2.0,2.0,4.0,4.0,5.0,1.0,6.0,8.0,6.0,7.0,7.0,16.0,18.0,19.0,20.0,12.0,
Cancer biomarker,,,1.0,1.0,4.0,4.0,1.0,2.0,7.0,7.0,9.0,12.0,13.0,11.0,17.0,25.0,22.0,24.0,33.0,47.0,36.0,
Capsule endoscopy,,,,,1.0,1.0,1.0,,4.0,6.0,6.0,3.0,10.0,13.0,13.0,10.0,9.0,11.0,9.0,2.0,10.0,
Cortical implant,,,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,
De-extinction,,,,,,,,,,,,,,,,,,,,,,
DNA-templated organic synthesis,,,,,,,,1.0,,,1.0,,,,,,,,,,,
Drug-eluting stent,,,1.0,1.0,3.0,10.0,18.0,10.0,21.0,14.0,18.0,26.0,29.0,24.0,25.0,31.0,24.0,13.0,11.0,10.0,5.0,
Electroanalgesia,,5.0,,1.0,,,,1.0,,,2.0,1.0,1.0,5.0,1.0,,1.0,,,,,
Electronic nose,2.0,2.0,5.0,10.0,11.0,12.0,12.0,9.0,6.0,3.0,8.0,3.0,20.0,22.0,18.0,26.0,24.0,23.0,37.0,27.0,40.0,
Head transplant,,,,,,,,,,,,,,1.0,,2.0,1.0,1.0,,,,
Intelligent toilet,,,,,,1.0,,,,1.0,,1.0,,,2.0,4.0,3.0,4.0,3.0,9.0,23.0,
Jet injector,3.0,2.0,7.0,9.0,5.0,2.0,3.0,3.0,1.0,,1.0,5.0,2.0,4.0,2.0,2.0,3.0,7.0,1.0,3.0,2.0,
Lab-on-a-chip,,1.0,12.0,23.0,26.0,35.0,37.0,31.0,48.0,44.0,67.0,84.0,72.0,94.0,79.0,74.0,68.0,58.0,62.0,69.0,66.0,
Microelectromechanical systems,40.0,100.0,394.0,523.0,699.0,770.0,839.0,824.0,934.0,909.0,1100.0,1040.0,1120.0,1112.0,1216.0,1090.0,1121.0,1074.0,1021.0,1085.0,1181.0,
Microfluidics,3.0,8.0,48.0,54.0,77.0,65.0,64.0,60.0,91.0,114.0,122.0,140.0,137.0,143.0,184.0,205.0,180.0,212.0,235.0,264.0,298.0,
Molecular electronics,,2.0,10.0,8.0,25.0,23.0,56.0,64.0,29.0,40.0,42.0,56.0,37.0,28.0,20.0,30.0,22.0,13.0,14.0,18.0,11.0,
Nanorobotics,,,,,,1.0,,,6.0,3.0,1.0,2.0,1.0,,1.0,7.0,6.0,1.0,2.0,3.0,1.0,
Neuron Control,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,
Neuroprosthetics,,,1.0,1.0,,,2.0,1.0,,4.0,5.0,1.0,3.0,3.0,7.0,4.0,4.0,2.0,9.0,3.0,11.0,
Nutritional genomics,,,,,,,1.0,,1.0,,5.0,3.0,,1.0,1.0,4.0,,2.0,2.0,,1.0,
Omni Processor,,,,,,,,,,,,,,,,,,,,,,
OOKP,,,,,,,,,,,,,,,,,,,,,1.0,
Organ-on-a-Chip,,,,,,,,,,,,,,,1.0,1.0,2.0,4.0,8.0,8.0,10.0,
Photoacoustic imaging,,1.0,,1.0,,,,,2.0,3.0,6.0,11.0,14.0,21.0,30.0,42.0,47.0,32.0,32.0,49.0,29.0,
Plasma Medicine,7.0,4.0,10.0,8.0,11.0,11.0,8.0,9.0,10.0,19.0,14.0,11.0,19.0,22.0,19.0,26.0,21.0,37.0,26.0,39.0,39.0,
Point of care automated analyser,,,,,,,,,,,,,,,1.0,1.0,,,1.0,,2.0,
Portable water purification,,1.0,1.0,1.0,,2.0,,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,1.0,
Powered exoskeleton,,,1.0,2.0,1.0,4.0,4.0,,2.0,1.0,2.0,1.0,4.0,5.0,4.0,9.0,15.0,6.0,14.0,29.0,21.0,
Protein Structure Prediction,,1.0,2.0,3.0,4.0,2.0,8.0,4.0,5.0,4.0,3.0,14.0,2.0,9.0,8.0,9.0,4.0,2.0,7.0,7.0,6.0,
Rapid diagnostic test,,,,,,1.0,1.0,2.0,3.0,2.0,1.0,2.0,2.0,,3.0,2.0,,7.0,6.0,1.0,10.0,
Real-time polymerase chain reaction,,,,1.0,2.0,4.0,4.0,4.0,3.0,5.0,5.0,5.0,7.0,12.0,24.0,21.0,34.0,28.0,13.0,9.0,15.0,
Regenerative Medicine,8.0,20.0,46.0,64.0,49.0,82.0,98.0,95.0,124.0,134.0,195.0,203.0,256.0,300.0,387.0,363.0,397.0,412.0,406.0,430.0,450.0,
Sensory substitution,,,,,1.0,1.0,2.0,4.0,3.0,4.0,,1.0,,,3.0,4.0,4.0,4.0,3.0,3.0,4.0,
Single Cell Analysis,,,1.0,2.0,1.0,5.0,4.0,5.0,7.0,7.0,5.0,9.0,9.0,17.0,18.0,18.0,36.0,28.0,36.0,52.0,59.0,
Stasis Chamber,,,,,,,,,,,,,,,,,,,,,,
Synthetic Blood,5.0,10.0,17.0,25.0,24.0,26.0,26.0,24.0,15.0,27.0,22.0,22.0,18.0,21.0,23.0,23.0,14.0,21.0,13.0,14.0,21.0,
Theranostic Wound Care,,,,,,,,,,,,,,,,3.0,6.0,21.0,28.0,56.0,84.0,
Transdermal optical imaging,,,,,,,,,,,,,,,,,,,,,,
Active camouflage,21.0,26.0,40.0,34.0,44.0,47.0,50.0,53.0,50.0,60.0,62.0,65.0,81.0,104.0,117.0,129.0,128.0,133.0,116.0,171.0,142.0,1.0
Active noise control,2.0,4.0,7.0,5.0,6.0,7.0,5.0,6.0,13.0,6.0,5.0,5.0,11.0,5.0,5.0,10.0,8.0,16.0,12.0,15.0,13.0,
Automatic identification of suspicious activity,,,,,,,,,,,,,,,,,,,,,,
Cloaking device,,,,,,,,,1.0,,,1.0,1.0,1.0,1.0,3.0,4.0,5.0,4.0,3.0,4.0,
Coilgun,,,,,,1.0,,,1.0,,,,1.0,,2.0,1.0,6.0,7.0,7.0,3.0,4.0,
Compact Kinetic Energy Missile,,,,,,,,,,,,,,,,,,,,,,
DART ammunition,,,,,,,,,,,,2.0,1.0,1.0,,1.0,,,,,,
Delay-line oscillator,1.0,1.0,,,,,,1.0,,,2.0,1.0,,,,,,,,,,
Electrolaser,,,,,,,,,,,,,,,,,,,1.0,,1.0,
Electroshock weapon,,2.0,1.0,1.0,4.0,2.0,8.0,6.0,12.0,8.0,15.0,16.0,11.0,17.0,14.0,6.0,11.0,9.0,13.0,9.0,13.0,
Electrothermal-chemical technology for propellants,,,,,,,,,,,,,,,,,,,,,,
EMP weapon,,,,,,,,,,1.0,,1.0,1.0,1.0,1.0,,,,1.0,1.0,,
Explosively pumped flux compression generator,,,,,,,,,,,,,,,,,,,,,,
Force Field,11.0,12.0,58.0,49.0,46.0,54.0,57.0,67.0,50.0,54.0,76.0,77.0,64.0,66.0,66.0,49.0,63.0,63.0,49.0,48.0,48.0,
Homodyne detection,1.0,1.0,3.0,3.0,1.0,2.0,4.0,1.0,2.0,11.0,3.0,1.0,3.0,4.0,4.0,3.0,2.0,,3.0,4.0,4.0,
HPM weapons,,,,,,,,1.0,1.0,1.0,3.0,,2.0,,3.0,1.0,3.0,1.0,,1.0,1.0,
Hypersonic weapon,,,,,,,,,,,,,,,,,,,,,,
Kinetic bombardment,,,,,,,,,,,,,,,,,,,,,,
Kinetic energy penetrator,,,,1.0,,3.0,,,,2.0,,1.0,,1.0,1.0,,2.0,,,,,
Laser weapon,1.0,,2.0,,3.0,2.0,3.0,,1.0,2.0,,2.0,3.0,2.0,3.0,4.0,2.0,3.0,1.0,,5.0,
Lidar,4.0,5.0,27.0,44.0,33.0,31.0,29.0,67.0,84.0,77.0,98.0,78.0,86.0,101.0,134.0,155.0,162.0,268.0,637.0,964.0,1360.0,
MAHEM,,,,,,,,,,,,,,,,,,,,,,
Metamaterial cloaking,,,,,,,,,,,,,,,,,,,,,,
MGM-166 LOSAT,,,,,,,,,,,,,,,,,,,,,,
Nonlinear metamaterial,,,,,,,,,,,,,,,,,,,,,,
Optical coating,3.0,7.0,12.0,5.0,10.0,11.0,7.0,4.0,7.0,5.0,7.0,6.0,5.0,9.0,9.0,5.0,12.0,9.0,11.0,8.0,18.0,
Optoelectronic oscillator,,,3.0,1.0,1.0,,,,,2.0,1.0,2.0,,1.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,
Particle-beam weapon,,1.0,,,,,,,,,,,,,,,,1.0,,,,
Plasma stealth,,,,,,,,,,,,,,,,,,,,,,
Pure fusion weapon,,,,,,,,,,,,,,,,,,,,,,
Quadcopter,,,,,,,,,,,,,,1.0,3.0,11.0,16.0,30.0,34.0,41.0,39.0,
Quantum illumination,1.0,1.0,3.0,3.0,3.0,2.0,1.0,7.0,6.0,4.0,9.0,2.0,15.0,3.0,7.0,12.0,7.0,7.0,9.0,8.0,12.0,
Quantum radar,,,,,,,,,,,,,,,,,,,,1.0,,
Railgun,,1.0,2.0,2.0,,1.0,,1.0,4.0,5.0,5.0,2.0,4.0,6.0,10.0,4.0,8.0,15.0,13.0,19.0,12.0,
Sonic weapon,,,,,,,,,,,,,,,,,,,,,,
Swarm robotic platforms,,,,,,,,,,,,,,,,,,,,,,
Swarm robotics,,,,,,,,,,,,,,1.0,,,,,1.0,3.0,3.0,
Teslaphoresis,,,,,,,,,,,,,,,,,,,,,,
Vortex ring gun,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,
Asteroid mining,,,,,,,,,,,,,,,,,1.0,,,,,
Biomining,2.0,1.0,1.0,3.0,3.0,1.0,,4.0,3.0,6.0,2.0,4.0,4.0,4.0,5.0,3.0,4.0,1.0,4.0,6.0,2.0,
Urban mining,,,,,,,,,,,,,,,,,,,,,3.0,
Closed system drug transfer device,,,,,,,,,,,,,,,,,,,,,,
DNA repair,14.0,29.0,68.0,100.0,75.0,68.0,99.0,62.0,63.0,96.0,103.0,86.0,97.0,100.0,104.0,115.0,129.0,159.0,147.0,194.0,201.0,
Electronic cigarette,,,,,,,,1.0,,6.0,6.0,15.0,18.0,64.0,143.0,201.0,295.0,332.0,483.0,408.0,477.0,
Enzybiotics,,,,,,,,,,,,1.0,3.0,3.0,7.0,11.0,6.0,7.0,6.0,16.0,6.0,
Exhalation delivery system,,,2.0,3.0,,1.0,,1.0,2.0,2.0,5.0,6.0,3.0,7.0,5.0,7.0,12.0,10.0,9.0,11.0,7.0,
Gene Editing,,,,,,1.0,,,,,1.0,3.0,1.0,2.0,44.0,55.0,144.0,209.0,342.0,609.0,797.0,1.0
Genome Prime Editing,,,,,,,,,,,,,,,,,,,,,,
ISCOM,,4.0,4.0,5.0,8.0,3.0,8.0,6.0,7.0,12.0,21.0,13.0,8.0,6.0,5.0,7.0,5.0,6.0,9.0,3.0,4.0,
Medicinal fungi,,,,,,,,,,,1.0,,3.0,2.0,1.0,4.0,4.0,,4.0,2.0,3.0,1.0
Microneedle drug delivery,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,
Molecular Inversion Probe,,,,,,,,1.0,,2.0,6.0,12.0,6.0,6.0,13.0,2.0,,2.0,,,,
NASBA,12.0,22.0,29.0,60.0,35.0,39.0,39.0,41.0,45.0,41.0,53.0,59.0,85.0,84.0,113.0,99.0,104.0,116.0,105.0,101.0,85.0,
Off-target genome editing,,,,,,,,,,,,,,,,,1.0,,2.0,,1.0,
Oncolytic virus,,,1.0,5.0,7.0,9.0,19.0,22.0,17.0,26.0,26.0,22.0,30.0,38.0,33.0,43.0,50.0,53.0,68.0,109.0,132.0,
Phage therapy,1.0,3.0,,2.0,9.0,9.0,1.0,6.0,3.0,7.0,11.0,12.0,8.0,8.0,6.0,21.0,23.0,28.0,14.0,29.0,18.0,
Receptor activated solely by a synthetic ligand,,,,2.0,,,,,,,,,,,,,1.0,,2.0,6.0,6.0,
Senolytic,,,,,,,,,,,,,,,,,,1.0,1.0,17.0,25.0,
Stem-cell therapy,,,5.0,12.0,4.0,7.0,9.0,15.0,13.0,26.0,26.0,30.0,31.0,37.0,41.0,49.0,41.0,56.0,56.0,58.0,53.0,
Structurally nanoengineered antimicrobial polypeptide polymers,,,1.0,,,1.0,3.0,1.0,,3.0,4.0,3.0,2.0,4.0,,4.0,3.0,2.0,4.0,2.0,5.0,
Targeted drug delivery,12.0,15.0,28.0,49.0,41.0,51.0,51.0,50.0,62.0,62.0,79.0,78.0,69.0,81.0,77.0,77.0,112.0,113.0,87.0,122.0,120.0,
Virotherapy,,,1.0,,1.0,,1.0,2.0,5.0,3.0,6.0,5.0,7.0,6.0,7.0,14.0,15.0,8.0,10.0,22.0,26.0,
Air-launch-to-orbit,,,,,,,,,,,,,,,,,,,,,,
Artificial gravity,,,,1.0,1.0,1.0,2.0,1.0,,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,4.0,6.0,3.0,7.0,
Beam-powered propulsion,,,,,,,,,,,,,,1.0,,,,,,,,
Fusion rocket,,,,,,,,,,,,,,,,,,,,,,
Inflatable space habitat,,,,,,,,,,,,,,,,,,,,,,
Ion thruster,3.0,1.0,2.0,9.0,10.0,6.0,4.0,,5.0,4.0,2.0,4.0,3.0,3.0,,5.0,3.0,4.0,6.0,13.0,14.0,
Launch loop,,,,,,,,,,,,,,,,,,1.0,,,,
Mass driver,,,,,,,,,1.0,1.0,1.0,3.0,,,2.0,,,1.0,1.0,,1.0,
Mini-magnetosphere,,,,,,,,,,,,1.0,,,1.0,,,,,,1.0,
Miniaturized satellite,,,,,,,,1.0,,,1.0,,,,,,,1.0,2.0,,3.0,
Nuclear photonic rocket,,,,,,,,,,,,,,,,,,,,,,
Photon rocket,,,,,,,,,,,,,,,,,,,,,,
Photonic laser thruster,,,,,,,,,,,,,,,,,,,,,,
Plasma propulsion engine,1.0,3.0,,1.0,3.0,1.0,6.0,2.0,1.0,4.0,1.0,3.0,,,,1.0,2.0,5.0,3.0,3.0,9.0,
Propellant depot,,,,,,,,,,,,,,3.0,,1.0,1.0,,,1.0,,
Ram accelarator,,,,,,,,,,,,,,,,,,,,,,
Reusable launch system,,,,,,,,,,,,1.0,,,,,,,,,,
Reusable rocket technology for orbital rockets,,,,,,,,,,,,,,,,,,,,,,
Skyhook,,3.0,3.0,2.0,4.0,5.0,3.0,1.0,4.0,5.0,5.0,3.0,9.0,5.0,6.0,10.0,10.0,10.0,8.0,2.0,5.0,
Space elevator,,,1.0,,1.0,1.0,1.0,,2.0,1.0,2.0,1.0,1.0,1.0,,5.0,2.0,1.0,,1.0,,
Space gun,,,,,,,,,,,,,,,,,,,,,1.0,
Spaceplane,,,,,,,,,,,,,,,,,1.0,,,,,
StarTram,,1.0,,,,,,,,,,,,,,,,,,,,
Suborbital launch,,2.0,,1.0,1.0,,,,,,,,,,,,,,,1.0,,
Autonomous Rail Rapid Transit,,,,,,,,,,,,,,,,,,,,,,
Autonomous vehicle,3.0,2.0,8.0,7.0,13.0,7.0,2.0,3.0,10.0,6.0,14.0,15.0,27.0,36.0,58.0,138.0,197.0,351.0,651.0,1148.0,1570.0,1.0
Backpack helicopter,,,,,,,,,,,,,,,,,,,,,,
Electric vehicle,101.0,146.0,207.0,200.0,196.0,192.0,193.0,205.0,299.0,358.0,562.0,752.0,1096.0,1482.0,1416.0,1610.0,1677.0,1799.0,2290.0,2180.0,2274.0,4.0
Fuel cell,293.0,451.0,1157.0,1489.0,1938.0,1914.0,2114.0,2189.0,2219.0,2477.0,2678.0,2479.0,2320.0,2209.0,2171.0,1998.0,1951.0,1900.0,1949.0,2112.0,2293.0,1.0
Fuel cell vehicle,1.0,6.0,34.0,38.0,55.0,45.0,57.0,53.0,57.0,119.0,113.0,102.0,135.0,118.0,162.0,160.0,156.0,146.0,123.0,154.0,138.0,1.0
Hoverbike,,,,,,,,,,,,,,,,,,,,,,
Hovertrain,2.0,2.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,
Hydrogen vehicle,,,,1.0,,1.0,,1.0,,2.0,,,,,2.0,1.0,2.0,2.0,3.0,2.0,1.0,
Hyperloop,,,,,,,,,,,,,,,,,1.0,1.0,3.0,5.0,7.0,
Intelligent transportation system,,,2.0,1.0,3.0,3.0,1.0,3.0,2.0,1.0,2.0,5.0,1.0,6.0,5.0,11.0,15.0,11.0,13.0,21.0,15.0,
Jetpack,2.0,2.0,1.0,3.0,,,,,,,,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,,2.0,
Maglev,8.0,7.0,7.0,12.0,10.0,6.0,14.0,10.0,14.0,16.0,14.0,20.0,27.0,20.0,16.0,20.0,27.0,20.0,24.0,34.0,38.0,1.0
PAV,7.0,4.0,9.0,17.0,8.0,18.0,8.0,17.0,14.0,17.0,13.0,9.0,9.0,14.0,28.0,15.0,16.0,16.0,15.0,13.0,15.0,
Personal rapid transit,,,,,1.0,1.0,,1.0,,,,4.0,1.0,2.0,4.0,1.0,,1.0,,,1.0,
Physical Internet,,,,,,2.0,2.0,1.0,1.0,,,1.0,2.0,1.0,2.0,,,2.0,1.0,2.0,,
Pulse detonation engine,,,3.0,2.0,,2.0,,2.0,3.0,1.0,2.0,2.0,,2.0,1.0,1.0,,1.0,3.0,1.0,3.0,
Rapid transit,155.0,173.0,398.0,402.0,412.0,349.0,452.0,428.0,468.0,448.0,550.0,615.0,705.0,784.0,906.0,870.0,928.0,1018.0,1211.0,1234.0,1526.0,4.0
Rocket transportation,,,,,,,,,,,,,,,,,,,,,,
Supersonic transport,1.0,,1.0,1.0,,3.0,,1.0,,,1.0,,,1.0,1.0,,,,,,,
Urban rail transit,,,,,,,,,,,1.0,2.0,3.0,6.0,6.0,3.0,6.0,11.0,14.0,12.0,43.0,
Vactrain,,,,,,,,,,,,,,,,,,,,,,
VTOL,3.0,3.0,6.0,5.0,7.0,14.0,14.0,8.0,11.0,12.0,18.0,16.0,18.0,21.0,26.0,19.0,38.0,49.0,54.0,87.0,94.0,
Thermoacoustic heat engine,,,,,,,,,,,,,,,,,,,,2.0,,
Hyper-personalized intelligence,72.0,104.0,236.0,379.0,295.0,354.0,482.0,468.0,546.0,530.0,614.0,623.0,767.0,842.0,936.0,863.0,875.0,881.0,909.0,1089.0,1078.0,
