y,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Shape-memory alloy,,,,,,,,,,1.0,1.0,,,1.0,1.0,54.0,27.0,43.0,55.0,54.0,23.0,
Silicene,,,,,,,,,,,,,,,,54.0,16.0,4.0,1.0,2.0,2.0,
Single Photon Source,,,,,,,,,,,,,,,,14.0,5.0,9.0,1.0,3.0,2.0,
Superalloy,,,,,,,,,,,,,,1.0,3.0,93.0,148.0,229.0,245.0,226.0,97.0,
Superfluidity,,,,,,,,,,,1.0,,,,,11.0,,,2.0,1.0,2.0,
Superlenses chips,,,,,,,,,,,,,,,,,,,,,,
Syntactic Materials,,,,,,,,,,,,,,,,,,1.0,,,,
Time crystal,,,,,,,,,,,,,,2.0,3.0,15.0,11.0,20.0,19.0,14.0,12.0,
Zeolite,,,,,,,,,,,1.0,,10.0,6.0,6.0,268.0,356.0,756.0,874.0,574.0,225.0,
Zero-friction coating,,,,,,,,,,,,,,,5.0,31.0,3.0,1.0,7.0,5.0,2.0,
16K video resolution,,,,,,,,,,,,,,,,,,,,,,
Augmented reality,,,,,,,,,1.0,31.0,55.0,64.0,122.0,129.0,269.0,5347.0,11010.0,12984.0,13529.0,10596.0,5688.0,2.0
Brain-computer interface,,,,,,,,,1.0,1.0,4.0,3.0,7.0,7.0,5.0,244.0,149.0,290.0,220.0,284.0,311.0,
Computer-generated imagery,,,,,,,,,,,2.0,3.0,3.0,4.0,7.0,91.0,116.0,56.0,68.0,71.0,23.0,
Detecting fake news online automatically,,,,,,,,,,,,,,,,,,,,,,
e-Reader,,,,,,,,,9.0,56.0,140.0,195.0,257.0,160.0,210.0,1014.0,696.0,357.0,362.0,468.0,694.0,7.0
Extended Reality,,,,,,,,,,,,,,,,3.0,12.0,65.0,173.0,276.0,242.0,
hydrogen vehicle,,,,,,,,,1.0,,,1.0,,2.0,4.0,17.0,19.0,51.0,103.0,73.0,76.0,
Immersion (virtual reality),,,,,,,,,2.0,,2.0,1.0,7.0,3.0,14.0,237.0,226.0,268.0,388.0,293.0,299.0,
Mixed Reality,,,,,,,,,,1.0,,,3.0,4.0,4.0,289.0,1004.0,2440.0,2218.0,1890.0,914.0,
Video tracking,,,,,,,,,1.0,2.0,,,1.0,,6.0,76.0,47.0,48.0,51.0,32.0,33.0,
Virtual reality,,,,,,,,,6.0,22.0,21.0,23.0,58.0,135.0,1059.0,17288.0,29135.0,20111.0,15484.0,11128.0,5371.0,
3D Bioprinting,,,,,,,,,,,,,2.0,1.0,14.0,293.0,331.0,349.0,340.0,348.0,178.0,
Anti-degenerative medicine,,,,,,,,,,,,,,,,,,,,,,
Apheresis,,,,,,,,,,1.0,2.0,2.0,3.0,4.0,31.0,382.0,188.0,280.0,503.0,277.0,98.0,
Artificial womb,,,,,,,,,,,,,,,,1.0,1.0,56.0,10.0,14.0,3.0,
Bio Ink,,,,,,,,,3.0,6.0,8.0,11.0,27.0,31.0,131.0,2125.0,1471.0,1650.0,3086.0,1836.0,855.0,
Biomimetic Nanocoagulation,,,,,,,,,,,,,,,,,,,,,,
Biosensor,,,,,,,,,1.0,2.0,5.0,6.0,15.0,10.0,30.0,384.0,412.0,525.0,1057.0,621.0,752.0,
Breath analysis,,,,,,,,,1.0,1.0,2.0,,,3.0,9.0,109.0,123.0,43.0,16.0,21.0,17.0,
Cancer biomarker,,,,,,,,,,,,,,1.0,3.0,49.0,52.0,48.0,113.0,80.0,54.0,
Capsule endoscopy,,,,,,,,,,,,,,2.0,3.0,137.0,75.0,119.0,135.0,91.0,38.0,
Cortical implant,,,,,,,,,,,,,,,,,,,2.0,,,
De-extinction,,,,,,,,,,,,,,4.0,4.0,31.0,12.0,19.0,16.0,13.0,4.0,
DNA-templated organic synthesis,,,,,,,,,,,,,,,,,,,,,,
Drug-eluting stent,,,,,,,,,3.0,1.0,,2.0,5.0,9.0,5.0,233.0,170.0,110.0,129.0,78.0,52.0,
Electroanalgesia,,,,,,,,,,,,,,,,,1.0,,,5.0,1.0,
Electronic nose,,,,,,,,,1.0,1.0,1.0,,,2.0,2.0,81.0,28.0,42.0,69.0,41.0,28.0,
Head transplant,,,,,,,,,,1.0,,,,2.0,,54.0,52.0,28.0,5.0,3.0,3.0,
Intelligent toilet,,,,,,,,,,,,,,,,10.0,19.0,27.0,60.0,85.0,20.0,
Jet injector,,,,,,,,,,,,1.0,,,1.0,1.0,26.0,15.0,7.0,14.0,7.0,
Lab-on-a-chip,,,,,,,,,4.0,2.0,,1.0,3.0,9.0,8.0,125.0,211.0,260.0,244.0,144.0,83.0,
Microelectromechanical systems,,,,,,,,,7.0,10.0,10.0,13.0,38.0,44.0,123.0,2800.0,1792.0,2004.0,3492.0,2030.0,678.0,
Microfluidics,,,,,,,,,1.0,,3.0,3.0,2.0,7.0,19.0,575.0,333.0,718.0,774.0,392.0,352.0,
Molecular electronics,,,,,,,,,,,2.0,,,1.0,,8.0,15.0,8.0,15.0,28.0,4.0,
Nanorobotics,,,,,,,,,,,,,,5.0,6.0,22.0,62.0,54.0,41.0,44.0,18.0,
Neuron Control,,,,,,,,,,,,,,,,,,,,,,
Neuroprosthetics,,,,,,,,,1.0,1.0,,,1.0,1.0,,55.0,38.0,88.0,110.0,54.0,15.0,
Nutritional genomics,,,,,,,,,,,,,2.0,,,2.0,12.0,3.0,4.0,3.0,4.0,
Omni Processor,,,,,,,,,,,,,,,,48.0,3.0,,5.0,,,
OOKP,,,,,,,,,,,,,,,,,,,1.0,,,
Organ-on-a-Chip,,,,,,,,,,,,,1.0,,1.0,10.0,17.0,60.0,79.0,35.0,24.0,
Photoacoustic imaging,,,,,,,,,,,,,,,,6.0,11.0,51.0,37.0,37.0,15.0,
Plasma Medicine,,,,,,,,,1.0,,2.0,1.0,,2.0,1.0,24.0,15.0,83.0,124.0,73.0,75.0,
Point of care automated analyser,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,2.0,
Portable water purification,,,,,,,,,,,,,,1.0,,21.0,24.0,19.0,13.0,7.0,1.0,
Powered exoskeleton,,,,,,,,,1.0,,4.0,1.0,3.0,5.0,6.0,93.0,150.0,163.0,111.0,125.0,66.0,
Protein Structure Prediction,,,,,,,,,,,,,1.0,,,2.0,1.0,4.0,2.0,,21.0,
Rapid diagnostic test,,,,,,,,,,,,,,1.0,8.0,55.0,65.0,41.0,88.0,78.0,250.0,
Real-time polymerase chain reaction,,,,,,,,,,,,,,,,46.0,56.0,32.0,97.0,72.0,103.0,
Regenerative Medicine,,,,,,,,,14.0,37.0,46.0,46.0,104.0,110.0,396.0,8212.0,5498.0,5441.0,7137.0,6217.0,2327.0,
Sensory substitution,,,,,,,,,,,,,1.0,,,6.0,2.0,,3.0,5.0,4.0,
Single Cell Analysis,,,,,,,,,,,,,,,,155.0,235.0,216.0,180.0,183.0,128.0,
Stasis Chamber,,,,,,,,,,,,,,,,,2.0,,2.0,,2.0,
Synthetic Blood,,,,,,,,,,2.0,1.0,3.0,1.0,5.0,4.0,43.0,46.0,51.0,64.0,70.0,38.0,
Theranostic Wound Care,,,,,,,,,,,,1.0,2.0,8.0,25.0,3192.0,3813.0,4200.0,5015.0,3928.0,2873.0,
Transdermal optical imaging,,,,,,,,,,,,,,,,,2.0,,,2.0,,
Active camouflage,,,,,,,,,19.0,2.0,3.0,4.0,5.0,2.0,23.0,191.0,178.0,228.0,337.0,603.0,836.0,2.0
Active noise control,,,,,,,,,,,,,,1.0,,11.0,6.0,16.0,19.0,21.0,6.0,
Automatic identification of suspicious activity,,,,,,,,,,,,,,,,,,,,,,
Cloaking device,,,,,,,,,1.0,,5.0,2.0,6.0,3.0,3.0,87.0,53.0,69.0,55.0,52.0,24.0,
Coilgun,,,,,,,,,,,,,,,,1.0,,,,,1.0,
Compact Kinetic Energy Missile,,,,,,,,,,,,,,,,,,,,,,
DART ammunition,,,,,,,,,,,,,,,,3.0,,4.0,4.0,2.0,,
Delay-line oscillator,,,,,,,,,,,,,,,,1.0,,,,,,
Electrolaser,,,,,,,,,,,,,,,,,,,1.0,,,
Electroshock weapon,,,,,,,,,4.0,8.0,8.0,13.0,17.0,25.0,136.0,2650.0,1084.0,756.0,450.0,401.0,211.0,
Electrothermal-chemical technology for propellants,,,,,,,,,,,,,,,,,,,,,,
EMP weapon,,,,,,,,,,,,,,,,10.0,3.0,3.0,,1.0,2.0,
Explosively pumped flux compression generator,,,,,,,,,,,,,,,,,,,,,,
Force Field,,,,,,,,,4.0,7.0,1.0,5.0,7.0,7.0,15.0,524.0,146.0,347.0,249.0,144.0,85.0,
Homodyne detection,,,,,,,,,,,,,,,1.0,,,,,,,
HPM weapons,,,,,,,,,1.0,,1.0,,2.0,1.0,3.0,38.0,23.0,43.0,21.0,39.0,13.0,
Hypersonic weapon,,,,,,,,,,,,,,1.0,8.0,25.0,26.0,8.0,65.0,62.0,80.0,
Kinetic bombardment,,,,,,,,,,,,,,,,,,,,,1.0,
Kinetic energy penetrator,,,,,,,,,,,,,,,,,,,,,,
Laser weapon,,,,,,,,,,1.0,1.0,1.0,1.0,5.0,17.0,165.0,56.0,94.0,71.0,44.0,30.0,
Lidar,,,,,,,,,3.0,4.0,6.0,20.0,17.0,48.0,78.0,1202.0,1900.0,3429.0,3433.0,3208.0,2325.0,3.0
MAHEM,,,,,,,,,,,,,,1.0,,1.0,,,,,,
Metamaterial cloaking,,,,,,,,,,,,,,,,,,,,,,
MGM-166 LOSAT,,,,,,,,,,,,,,,,,,,2.0,,,
Nonlinear metamaterial,,,,,,,,,,,,,,,1.0,,,,,,,
Optical coating,,,,,,,,,,,,,,1.0,2.0,15.0,73.0,65.0,137.0,71.0,19.0,
Optoelectronic oscillator,,,,,,,,,,,,,,,,,,,,2.0,,
Particle-beam weapon,,,,,,,,,,,,,,,,,1.0,2.0,6.0,2.0,,
Plasma stealth,,,,,,,,,,,,,,,,,,,1.0,,,
Pure fusion weapon,,,,,,,,,,,,,,,,,,,,,,
Quadcopter,,,,,,,,,,,,3.0,9.0,15.0,42.0,933.0,593.0,415.0,409.0,330.0,149.0,
Quantum illumination,,,,,,,,,,,1.0,2.0,1.0,3.0,2.0,31.0,40.0,21.0,34.0,36.0,16.0,
Quantum radar,,,,,,,,,,,,,,,,2.0,3.0,4.0,14.0,7.0,,
Railgun,,,,,,,,,,1.0,4.0,,5.0,4.0,4.0,155.0,88.0,62.0,44.0,128.0,15.0,
Sonic weapon,,,,,,,,,,,2.0,,,1.0,,1.0,1.0,22.0,8.0,17.0,1.0,
Swarm robotic platforms,,,,,,,,,,,,,,,,,,,,,,
Swarm robotics,,,,,,,,,,1.0,,,1.0,1.0,1.0,3.0,7.0,14.0,11.0,4.0,2.0,
Teslaphoresis,,,,,,,,,,,,,,,,,3.0,,,,,
Vortex ring gun,,,,,,,,,,,,,1.0,,,,,,,,,
Asteroid mining,,,,,,,,,,,1.0,,28.0,24.0,18.0,366.0,432.0,193.0,183.0,148.0,52.0,
Biomining,,,,,,,,,,,,,,,,16.0,67.0,51.0,30.0,32.0,74.0,
Urban mining,,,,,,,,,,,,,2.0,3.0,3.0,15.0,54.0,25.0,74.0,49.0,26.0,
Closed system drug transfer device,,,,,,,,,,,1.0,,4.0,,1.0,7.0,5.0,6.0,17.0,10.0,9.0,
DNA repair,,,,,,,,,2.0,9.0,3.0,5.0,1.0,7.0,23.0,402.0,294.0,713.0,849.0,756.0,509.0,
Electronic cigarette,,,,,,,,,1.0,10.0,13.0,19.0,36.0,183.0,950.0,10274.0,7450.0,5064.0,10695.0,27616.0,7343.0,1.0
Enzybiotics,,,,,,,,,,,,,,,,,,,,,,
Exhalation delivery system,,,,,,,,,,,,,,,1.0,149.0,94.0,135.0,410.0,138.0,70.0,
Gene Editing,,,,,,,,,,,1.0,,,3.0,25.0,1401.0,1807.0,3419.0,6149.0,3935.0,1815.0,
Genome Prime Editing,,,,,,,,,,,,,,,,,,,,,,
ISCOM,,,,,,,,,,,,,,,,1.0,5.0,,1.0,,1.0,
Medicinal fungi,,,,,,,,,,,,,,,,,1.0,3.0,6.0,11.0,16.0,
Microneedle drug delivery,,,,,,,,,,,,,,,,10.0,15.0,7.0,11.0,4.0,4.0,
Molecular Inversion Probe,,,,,,,,,,,,,,,,,,,,,,
NASBA,,,,,,,,,,1.0,1.0,,2.0,9.0,21.0,147.0,28.0,44.0,43.0,40.0,19.0,
Off-target genome editing,,,,,,,,,,,,,,,,,,,,,,
Oncolytic virus,,,,,,,,,1.0,4.0,3.0,1.0,3.0,1.0,15.0,473.0,326.0,451.0,641.0,484.0,348.0,
Phage therapy,,,,,,,,,,,1.0,,,,4.0,29.0,28.0,37.0,52.0,79.0,48.0,
Receptor activated solely by a synthetic ligand,,,,,,,,,,,4.0,1.0,1.0,,3.0,13.0,12.0,14.0,5.0,7.0,5.0,
Senolytic,,,,,,,,,,,,,,,,1.0,6.0,13.0,16.0,27.0,6.0,
Stem-cell therapy,,,,,,,,,,4.0,4.0,10.0,15.0,24.0,40.0,858.0,702.0,763.0,909.0,617.0,321.0,
Structurally nanoengineered antimicrobial polypeptide polymers,,,,,,,,,2.0,3.0,2.0,1.0,12.0,8.0,7.0,202.0,235.0,114.0,72.0,95.0,32.0,
Targeted drug delivery,,,,,,,,,,2.0,2.0,1.0,2.0,5.0,4.0,165.0,150.0,327.0,464.0,227.0,93.0,
Virotherapy,,,,,,,,,,,,1.0,,,3.0,40.0,41.0,31.0,30.0,14.0,4.0,
Air-launch-to-orbit,,,,,,,,,,,,,,,,2.0,3.0,4.0,5.0,6.0,,
Artificial gravity,,,,,,,,,,1.0,1.0,,1.0,1.0,,23.0,12.0,14.0,24.0,23.0,2.0,
Beam-powered propulsion,,,,,,,,,,,,,,,,,4.0,,,,,
Fusion rocket,,,,,,,,,,,,,,1.0,1.0,,1.0,2.0,,2.0,,
Inflatable space habitat,,,,,,,,,,,,,,3.0,,7.0,43.0,6.0,1.0,20.0,3.0,
Ion thruster,,,,,,,,,,,,,,,,20.0,8.0,6.0,16.0,4.0,,
Launch loop,,,,,,,,,,,,,,,,,2.0,2.0,,8.0,,
Mass driver,,,,,,,,,,3.0,,,,1.0,,11.0,3.0,7.0,6.0,7.0,,
Mini-magnetosphere,,,,,,,,,,,,,,,,,,,,1.0,,
Miniaturized satellite,,,,,,,,,,,,,7.0,1.0,4.0,37.0,56.0,53.0,195.0,181.0,63.0,
Nuclear photonic rocket,,,,,,,,,,,,,,,,,,,,,,
Photon rocket,,,,,,,,,,,,,,,,,,,,,,
Photonic laser thruster,,,,,,,,,,,,,,,,,,,,,,
Plasma propulsion engine,,,,,,,,,,,,1.0,,,,1.0,4.0,6.0,10.0,1.0,7.0,
Propellant depot,,,,,,,,,,,,,,,,6.0,,,2.0,4.0,,
Ram accelarator,,,,,,,,,,,,,,,,,,,,,,
Reusable launch system,,,,,,,,,,,,1.0,,,,9.0,9.0,19.0,11.0,36.0,3.0,
Reusable rocket technology for orbital rockets,,,,,,,,,,,,,,,,,,,,,,
Skyhook,,,,,,,,,1.0,5.0,14.0,12.0,11.0,3.0,10.0,85.0,50.0,213.0,787.0,479.0,34.0,
Space elevator,,,,,,,,,2.0,2.0,2.0,2.0,6.0,4.0,11.0,190.0,25.0,10.0,66.0,22.0,3.0,
Space gun,,,,,,,,,1.0,,,,,,1.0,4.0,2.0,5.0,5.0,17.0,3.0,
Spaceplane,,,,,,,,,,,5.0,6.0,11.0,13.0,13.0,138.0,294.0,123.0,143.0,130.0,97.0,
StarTram,,,,,,,,,,,,,1.0,,,2.0,,,5.0,,,
Suborbital launch,,,,,,,,,,1.0,3.0,7.0,12.0,7.0,15.0,339.0,46.0,59.0,139.0,163.0,89.0,
Autonomous Rail Rapid Transit,,,,,,,,,,,,,,,,,,21.0,15.0,18.0,6.0,
Autonomous vehicle,,,,,,,,,2.0,4.0,5.0,17.0,53.0,93.0,346.0,8154.0,15541.0,16418.0,15280.0,11357.0,4077.0,1.0
Backpack helicopter,,,,,,,,,,,,,,,,,,,,,,
Electric vehicle,,,,,,,,,86.0,102.0,174.0,272.0,399.0,480.0,872.0,10321.0,10938.0,16192.0,23582.0,26615.0,21239.0,40.0
Fuel cell,,,,,,,,,71.0,73.0,86.0,105.0,172.0,231.0,595.0,7438.0,5055.0,6147.0,8552.0,7079.0,5398.0,2.0
Fuel cell vehicle,,,,,,,,,14.0,12.0,14.0,20.0,18.0,54.0,166.0,1639.0,1166.0,1563.0,1448.0,1618.0,1170.0,2.0
Hoverbike,,,,,,,,,,,,1.0,2.0,1.0,4.0,121.0,47.0,115.0,41.0,14.0,13.0,
Hovertrain,,,,,,,,,,,,,,,,1.0,,1.0,,,1.0,
Hydrogen vehicle,,,,,,,,,1.0,,,1.0,,2.0,4.0,17.0,19.0,51.0,103.0,73.0,76.0,
Hyperloop,,,,,,,,,,,,,1.0,62.0,119.0,1386.0,3123.0,3551.0,2921.0,1098.0,703.0,
Intelligent transportation system,,,,,,,,,,,,,6.0,6.0,5.0,201.0,226.0,196.0,247.0,202.0,143.0,
Jetpack,,,,,,,,,9.0,6.0,6.0,22.0,43.0,37.0,48.0,693.0,608.0,580.0,327.0,321.0,270.0,1.0
Maglev,,,,,,,,,6.0,15.0,14.0,7.0,19.0,19.0,31.0,514.0,447.0,391.0,257.0,283.0,110.0,
PAV,,,,,,,,,4.0,4.0,1.0,1.0,6.0,9.0,10.0,125.0,158.0,98.0,111.0,143.0,78.0,
Personal rapid transit,,,,,,,,,2.0,2.0,,1.0,1.0,3.0,1.0,56.0,39.0,20.0,45.0,13.0,14.0,
Physical Internet,,,,,,,,,,2.0,,,2.0,,,2.0,4.0,5.0,5.0,7.0,2.0,
Pulse detonation engine,,,,,,,,,,,,,,,,1.0,,,2.0,,,
Rapid transit,,,,,,,,,1122.0,1649.0,2312.0,2945.0,5835.0,6615.0,12493.0,166781.0,163981.0,178938.0,117113.0,91857.0,60301.0,40.0
Rocket transportation,,,,,,,,,,,,,,,,,,,1.0,2.0,,
Supersonic transport,,,,,,,,,,1.0,1.0,2.0,1.0,3.0,1.0,27.0,72.0,120.0,82.0,107.0,50.0,
Urban rail transit,,,,,,,,,1.0,,2.0,1.0,1.0,1.0,,65.0,95.0,65.0,94.0,74.0,62.0,
Vactrain,,,,,,,,,,,1.0,,,,,1.0,,1.0,1.0,1.0,4.0,
VTOL,,,,,,,,,,,5.0,3.0,13.0,15.0,14.0,190.0,370.0,673.0,736.0,545.0,321.0,
Thermoacoustic heat engine,,,,,,,,,,,,,,,,,,,,,,
Hyper-personalized intelligence,,,,,,,,,44.0,102.0,104.0,129.0,257.0,348.0,824.0,11124.0,8591.0,17124.0,33522.0,21669.0,13913.0,
