y,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
HPM weapons,,,,,,,,,,,,,1.0,,,,,,,,,
Hypersonic weapon,,,,,,,,,,,,,,,,,,,,,,
Kinetic bombardment,,,,,,,,,,,,,,,,,,,,,,
Kinetic energy penetrator,,,,,,,,,,,,,,,,,,,,,,
Laser weapon,,,,,,,,,,,,,,,,,,,,,,
Lidar,,,,,,,,,,,1.0,,1.0,1.0,,,,,1.0,2.0,1.0,
MAHEM,,,,,,,,,,,,,,,,,,,,,,
Metamaterial cloaking,,,,,,,,,,,,,,,,,,,,,,
MGM-166 LOSAT,,,,,,,,,,,,,,,,,,,,,,
Nonlinear metamaterial,,,,,,,,,,,,,,,,,,,,,,
Optical coating,,,,,,,,,,,,,,,,,,,,,,
Optoelectronic oscillator,,,,,,,,,,,,,,,,,,,,,,
Particle-beam weapon,,,,,,,,,,,,,,,,,,,,,,
Plasma stealth,,,,,,,,,,,,,,,,,,,,,,
Pure fusion weapon,,,,,,,,,,,,,,,,,,,,,,
Quadcopter,,,,,,,,,,,,,,,,,,,,,,
Quantum illumination,,,,,,,,,,,,,,,,,,,,,,
Quantum radar,,,,,,,,,,,,,,,,,,,,,,
Railgun,,,,,,,,,,,,,,,,,,,,,,
Sonic weapon,,,,,,,,,,,,,,,,,,,,,,
Swarm robotic platforms,,,,,,,,,,,,,,,,,,,,,,
Swarm robotics,,,,,,,,,,,,,,,,,,,,,,
Teslaphoresis,,,,,,,,,,,,,,,,,,,,,,
Vortex ring gun,,,,,,,,,,,,,,,,,,,,,,
Asteroid mining,,,,,,,,,,,,,,,,,,,,,,
Biomining,,,,,,,,,1.0,,,,,,,,,,,,,
Urban mining,,,,,,,,,,,,,,,,,,,,,,
Closed system drug transfer device,,,,,,,,,,,,,,,,,,,1.0,,,
DNA repair,,124.0,133.0,118.0,119.0,125.0,129.0,146.0,140.0,194.0,205.0,186.0,185.0,165.0,161.0,176.0,181.0,181.0,224.0,208.0,157.0,
Electronic cigarette,,,,,,,,,,,,,2.0,3.0,14.0,27.0,26.0,40.0,78.0,77.0,98.0,
Enzybiotics,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,
Exhalation delivery system,,,,,,,,,1.0,,,,,,,1.0,,,,,,
Gene Editing,,,,,1.0,,1.0,1.0,,,1.0,2.0,4.0,8.0,19.0,63.0,151.0,254.0,381.0,486.0,441.0,
Genome Prime Editing,,,,,,,,,,,,,,,,,,,,,,
ISCOM,,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,
Medicinal fungi,,,,,,,,,,,,,,,,,,,,,,
Microneedle drug delivery,,,,,,,,,,,,,,,,,,,,,,
Molecular Inversion Probe,,,,,1.0,2.0,1.0,,,,,,2.0,1.0,1.0,,1.0,1.0,1.0,1.0,,
NASBA,,,,,,,,,,,,,1.0,1.0,,,,,,,,
Off-target genome editing,,,,,,,,,,,,,,,,,,,,,1.0,
Oncolytic virus,,1.0,1.0,1.0,3.0,3.0,6.0,6.0,9.0,15.0,12.0,11.0,15.0,16.0,16.0,18.0,17.0,18.0,24.0,27.0,22.0,
Phage therapy,,,1.0,1.0,2.0,1.0,,1.0,,,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,10.0,5.0,
Receptor activated solely by a synthetic ligand,,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,4.0,3.0,4.0,9.0,11.0,12.0,17.0,19.0,9.0,
Senolytic,,,,,,,,,,,,,,,,2.0,5.0,6.0,5.0,13.0,21.0,
Stem-cell therapy,,2.0,2.0,6.0,6.0,10.0,12.0,10.0,18.0,29.0,31.0,22.0,26.0,20.0,25.0,29.0,27.0,22.0,27.0,30.0,21.0,
Structurally nanoengineered antimicrobial polypeptide polymers,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,
Targeted drug delivery,,5.0,6.0,12.0,11.0,7.0,15.0,21.0,20.0,28.0,22.0,21.0,19.0,19.0,23.0,16.0,17.0,19.0,24.0,29.0,23.0,
Virotherapy,,,,1.0,3.0,2.0,3.0,3.0,5.0,12.0,9.0,11.0,12.0,8.0,8.0,8.0,6.0,5.0,9.0,10.0,9.0,
Air-launch-to-orbit,,,,,,,,,,,,,,,,,,,,,,
Artificial gravity,,,,,,,,,,1.0,,,,,,,,,,,,
Beam-powered propulsion,,,,,,,,,,,,,,,,,,,,,,
Fusion rocket,,,,,,,,,,,,,,,,,,,,,,
Inflatable space habitat,,,,,,,,,,,,,,,,,,,,,,
Ion thruster,,,,,,,,,,,,,,,,,,,,,,
Launch loop,,,,,,,,,,,,,,,,,,,,,,
Mass driver,,,,,,,,,,,,,,,,,,,,,,
Mini-magnetosphere,,,,,,,,,,,,,,,,,,,,,,
Miniaturized satellite,,,,,,,,,,,,,,,,,,,,,,
Nuclear photonic rocket,,,,,,,,,,,,,,,,,,,,,,
Photon rocket,,,,,,,,,,,,,,,,,,,,,,
Photonic laser thruster,,,,,,,,,,,,,,,,,,,,,,
Plasma propulsion engine,,,,,,,,,,,,,,,,,,,,,,
Propellant depot,,,,,,,,,,,,,,,,,,,,,,
Ram accelarator,,,,,,,,,,,,,,,,,,,,,,
Reusable launch system,,,,,,,,,,,,,,,,,,,,,,
Reusable rocket technology for orbital rockets,,,,,,,,,,,,,,,,,,,,,,
Skyhook,,,,,,,,,,,,,,,,,,,,,,
Space elevator,,,,,,,,,,,,,,,,,,,,,,
Space gun,,,,,,,,,,,,,,,,,,,,,,
Spaceplane,,,,,,,,,,,,,,,,,,,,,,
StarTram,,,,,,,,,,,,,,,,,,,,,,
Suborbital launch,,,,,,,,,,,,,,,,,,,,,,
Autonomous Rail Rapid Transit,,,,,,,,,,,,,,,,,,,,,,
Autonomous vehicle,,,,,,,,,,,,,,,,,,,,,,
Backpack helicopter,,,,,,,,,,,,,,,,,,,,,,
Electric vehicle,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,
Fuel cell,,1.0,,,,,,,,,1.0,1.0,,,,1.0,,,,,,
Fuel cell vehicle,,,,,,,,,,,,,,,,,,,,,,
Hoverbike,,,,,,,,,,,,,,,,,,,,,,
Hovertrain,,,,,,,,,,,,,,,,,,,,,,
Hydrogen vehicle,,,,,,,,,,,,,,,,,,,,,,
Hyperloop,,,,,,,,,,,,,,,,,,,,,,
Intelligent transportation system,,,,,,,,,,,,,,,,,,,,,,
Jetpack,,,,,,,,,,,,,,,,,,,,,,
Maglev,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,2.0,,,
PAV,,,,,1.0,1.0,1.0,1.0,,,,,1.0,1.0,2.0,2.0,2.0,,1.0,1.0,1.0,
Personal rapid transit,,,,,,,,,,,,,,,,,,,,,,
Physical Internet,,,,,,,,,,,,,,,,,,,,,,
Pulse detonation engine,,,,,,,,,,,,,,,,,,,,,,
Rapid transit,,11.0,14.0,15.0,16.0,12.0,14.0,14.0,13.0,25.0,21.0,18.0,17.0,17.0,16.0,17.0,13.0,10.0,12.0,18.0,16.0,
Rocket transportation,,,,,,,,,,,,,,,,,,,,,,
Supersonic transport,,,,,,,,,,,,,,,,,,,,,,
Urban rail transit,,,,,,,,,,,,,,,,,,,,,,
Vactrain,,,,,,,,,,,,,,,,,,,,,,
VTOL,,,,,,,,,,,,,,,,,,,,,,
Thermoacoustic heat engine,,,,,,,,,,,,,,,,,,,,,,
Hyper-personalized intelligence,,2.0,4.0,5.0,7.0,4.0,6.0,9.0,6.0,8.0,10.0,6.0,5.0,10.0,13.0,15.0,13.0,16.0,24.0,19.0,16.0,
