y,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Nanotextured surface,,,,,,,,,,,,,,,,2.0,5.0,16.0,3.0,3.0,2.0,
Photonic Metamaterial,,,,,,,,,,,,,,,,2.0,,5.0,2.0,7.0,,
piezoelectric material adhesion,,,,,,,,,,,,,,,,,,,,,,
Programmable matter,,,,,,,,,1.0,3.0,1.0,,1.0,2.0,2.0,17.0,15.0,17.0,18.0,4.0,3.0,
Quantum dot,,,,,,,,,13.0,14.0,15.0,27.0,33.0,53.0,171.0,2094.0,1383.0,1411.0,1510.0,1533.0,862.0,
Self-cleaning surfaces,,,,,,,,,,1.0,,,3.0,1.0,1.0,39.0,25.0,26.0,25.0,22.0,3.0,
Shape Memory Polymer,,,,,,,,,,,2.0,1.0,4.0,5.0,1.0,13.0,54.0,22.0,28.0,47.0,9.0,
Shape-memory alloy,,,,,,,,,,1.0,1.0,2.0,2.0,2.0,3.0,97.0,57.0,91.0,94.0,69.0,24.0,
Silicene,,,,,,,,,,,,,3.0,,2.0,130.0,46.0,41.0,52.0,40.0,16.0,
Single Photon Source,,,,,,,,,,,3.0,,1.0,,,35.0,30.0,25.0,24.0,38.0,17.0,
Superalloy,,,,,,,,,,,,,1.0,2.0,3.0,47.0,62.0,145.0,131.0,118.0,40.0,
Superfluidity,,,,,,,,,1.0,1.0,2.0,1.0,,2.0,3.0,56.0,62.0,33.0,49.0,68.0,27.0,
Superlenses chips,,,,,,,,,,,,,,,,,,,,,,
Syntactic Materials,,,,,,,,,,,,,,,,,,1.0,3.0,,,
Time crystal,,,,,,,,,,,1.0,1.0,2.0,,,4.0,13.0,66.0,46.0,31.0,23.0,
Zeolite,,,,,,,,,5.0,3.0,1.0,6.0,9.0,19.0,23.0,343.0,411.0,718.0,735.0,592.0,295.0,
Zero-friction coating,,,,,,,,,,,,,,,,1.0,17.0,10.0,17.0,4.0,2.0,
16K video resolution,,,,,,,,,,,,,,,,,,,,,,
Augmented reality,,,,,,,,,6.0,28.0,46.0,45.0,99.0,84.0,173.0,3189.0,5402.0,7418.0,7179.0,5905.0,2970.0,
Brain-computer interface,,,,,,,,,2.0,7.0,8.0,8.0,25.0,23.0,57.0,298.0,596.0,549.0,445.0,483.0,287.0,
Computer-generated imagery,,,,,,,,,1.0,1.0,4.0,,4.0,7.0,30.0,72.0,46.0,49.0,59.0,43.0,39.0,
Detecting fake news online automatically,,,,,,,,,,,,,,,,,,,,,,
e-Reader,,,,,,,,,1.0,24.0,66.0,71.0,76.0,59.0,91.0,275.0,284.0,170.0,210.0,304.0,840.0,5.0
Extended Reality,,,,,,,,,,,,,,,,,9.0,39.0,131.0,172.0,133.0,
hydrogen vehicle,,,,,,,,,2.0,2.0,,1.0,,3.0,6.0,26.0,20.0,27.0,41.0,21.0,16.0,
Immersion (virtual reality),,,,,,,,,,1.0,8.0,4.0,5.0,4.0,12.0,211.0,154.0,284.0,360.0,404.0,236.0,
Mixed Reality,,,,,,,,,1.0,10.0,4.0,4.0,7.0,16.0,12.0,316.0,816.0,1561.0,1610.0,1321.0,489.0,
Video tracking,,,,,,,,,,,1.0,4.0,1.0,3.0,3.0,60.0,30.0,39.0,22.0,23.0,17.0,
Virtual reality,,,,,,,,,40.0,48.0,55.0,68.0,104.0,174.0,653.0,8980.0,15971.0,12892.0,10966.0,8898.0,4384.0,
3D Bioprinting,,,,,,,,,,,,,1.0,3.0,16.0,262.0,377.0,473.0,391.0,522.0,254.0,
Anti-degenerative medicine,,,,,,,,,,,,,,,,,,,,,,
Apheresis,,,,,,,,,,,3.0,1.0,3.0,5.0,35.0,408.0,235.0,265.0,304.0,282.0,130.0,
Artificial womb,,,,,,,,,,,,,,,1.0,18.0,21.0,144.0,39.0,51.0,10.0,
Bio Ink,,,,,,,,,12.0,26.0,33.0,29.0,64.0,80.0,163.0,2376.0,1980.0,2801.0,2985.0,2261.0,1335.0,
Biomimetic Nanocoagulation,,,,,,,,,,,,,,,,,,,,,,
Biosensor,,,,,,,,,2.0,7.0,11.0,10.0,29.0,18.0,47.0,756.0,614.0,602.0,913.0,713.0,462.0,
Breath analysis,,,,,,,,,1.0,,3.0,2.0,1.0,5.0,4.0,108.0,136.0,65.0,148.0,41.0,22.0,
Cancer biomarker,,,,,,,,,1.0,2.0,,1.0,2.0,1.0,3.0,158.0,173.0,153.0,194.0,155.0,86.0,
Capsule endoscopy,,,,,,,,,,,1.0,2.0,1.0,3.0,6.0,120.0,97.0,113.0,140.0,93.0,36.0,
Cortical implant,,,,,,,,,,,,,,,,1.0,3.0,4.0,2.0,,2.0,
De-extinction,,,,,,,,,,,,,,14.0,2.0,105.0,54.0,90.0,56.0,34.0,13.0,
DNA-templated organic synthesis,,,,,,,,,,,,,,,,,,,,,,
Drug-eluting stent,,,,,,,,,3.0,7.0,3.0,,4.0,6.0,4.0,81.0,72.0,65.0,79.0,54.0,29.0,
Electroanalgesia,,,,,,,,,,,,,,,,,,,,,2.0,
Electronic nose,,,,,,,,,2.0,3.0,1.0,1.0,2.0,5.0,9.0,142.0,80.0,67.0,83.0,76.0,61.0,
Head transplant,,,,,,,,,,,,,,3.0,,191.0,135.0,132.0,27.0,35.0,3.0,
Intelligent toilet,,,,,,,,,,,,,,,,6.0,30.0,16.0,33.0,35.0,3.0,
Jet injector,,,,,,,,,,,,2.0,,,,3.0,4.0,9.0,20.0,28.0,12.0,
Lab-on-a-chip,,,,,,,,,13.0,23.0,21.0,30.0,44.0,52.0,90.0,1256.0,997.0,1362.0,1084.0,839.0,538.0,
Microelectromechanical systems,,,,,,,,,12.0,14.0,16.0,21.0,44.0,78.0,162.0,2071.0,1525.0,1616.0,2046.0,1252.0,476.0,
Microfluidics,,,,,,,,,4.0,5.0,18.0,24.0,18.0,33.0,72.0,1087.0,835.0,1321.0,2139.0,1195.0,705.0,
Molecular electronics,,,,,,,,,2.0,1.0,2.0,2.0,2.0,4.0,9.0,88.0,55.0,81.0,81.0,67.0,46.0,
Nanorobotics,,,,,,,,,5.0,1.0,,1.0,4.0,3.0,12.0,81.0,158.0,125.0,194.0,106.0,35.0,
Neuron Control,,,,,,,,,,,,,,,,,4.0,,,,1.0,
Neuroprosthetics,,,,,,,,,1.0,,1.0,8.0,6.0,5.0,5.0,145.0,140.0,119.0,161.0,99.0,38.0,
Nutritional genomics,,,,,,,,,,1.0,,,4.0,1.0,1.0,26.0,17.0,19.0,14.0,17.0,12.0,
Omni Processor,,,,,,,,,,,,,,,,9.0,1.0,1.0,3.0,,,
OOKP,,,,,,,,,1.0,,,,,,,,1.0,1.0,,,,
Organ-on-a-Chip,,,,,,,,,,,,,3.0,,7.0,84.0,75.0,154.0,226.0,142.0,102.0,
Photoacoustic imaging,,,,,,,,,,,1.0,,2.0,1.0,7.0,96.0,44.0,135.0,105.0,102.0,55.0,
Plasma Medicine,,,,,,,,,1.0,1.0,3.0,1.0,2.0,2.0,1.0,44.0,66.0,134.0,157.0,118.0,112.0,
Point of care automated analyser,,,,,,,,,,,,,,,1.0,6.0,2.0,,6.0,1.0,3.0,
Portable water purification,,,,,,,,,,,,,,1.0,1.0,8.0,21.0,7.0,11.0,6.0,1.0,
Powered exoskeleton,,,,,,,,,1.0,2.0,3.0,1.0,4.0,5.0,8.0,142.0,195.0,186.0,140.0,123.0,87.0,
Protein Structure Prediction,,,,,,,,,,,1.0,,2.0,3.0,3.0,44.0,12.0,16.0,45.0,36.0,81.0,
Rapid diagnostic test,,,,,,,,,,,,,,,6.0,145.0,162.0,53.0,81.0,81.0,195.0,
Real-time polymerase chain reaction,,,,,,,,,2.0,,,2.0,1.0,3.0,8.0,71.0,85.0,55.0,60.0,77.0,228.0,4.0
Regenerative Medicine,,,,,,,,,51.0,80.0,123.0,116.0,202.0,254.0,488.0,7912.0,6674.0,6788.0,6903.0,6220.0,3046.0,
Sensory substitution,,,,,,,,,,1.0,,,3.0,5.0,2.0,42.0,14.0,14.0,9.0,10.0,5.0,
Single Cell Analysis,,,,,,,,,1.0,,,,4.0,5.0,14.0,240.0,321.0,326.0,361.0,357.0,212.0,
Stasis Chamber,,,,,,,,,,,,1.0,1.0,,,4.0,,2.0,1.0,,2.0,
Synthetic Blood,,,,,,,,,2.0,1.0,2.0,3.0,6.0,5.0,8.0,189.0,191.0,142.0,158.0,133.0,66.0,
Theranostic Wound Care,,,,,,,,,,,,1.0,10.0,20.0,178.0,4013.0,4467.0,4943.0,5513.0,4927.0,2967.0,
Transdermal optical imaging,,,,,,,,,,,,,,,,,4.0,,1.0,22.0,,
Active camouflage,,,,,,,,,5.0,3.0,5.0,1.0,12.0,9.0,9.0,164.0,224.0,203.0,278.0,519.0,898.0,2.0
Active noise control,,,,,,,,,,,,,,,,12.0,9.0,11.0,16.0,17.0,7.0,
Automatic identification of suspicious activity,,,,,,,,,,,,,,,,,,,,,,
Cloaking device,,,,,,,,,10.0,9.0,5.0,11.0,11.0,20.0,15.0,332.0,265.0,140.0,149.0,86.0,46.0,
Coilgun,,,,,,,,,,,2.0,,1.0,,,4.0,1.0,7.0,5.0,13.0,3.0,
Compact Kinetic Energy Missile,,,,,,,,,,,,,,,,,,,,,,
DART ammunition,,,,,,,,,,,,,,,,1.0,,,2.0,1.0,1.0,
Delay-line oscillator,,,,,,,,,,,,,,,,,,,,,,
Electrolaser,,,,,,,,,,,,,,,,,,1.0,,,,
Electroshock weapon,,,,,,,,,5.0,7.0,3.0,3.0,18.0,15.0,26.0,1013.0,575.0,287.0,268.0,192.0,116.0,
Electrothermal-chemical technology for propellants,,,,,,,,,,,,,,,,,,,,,,
EMP weapon,,,,,,,,,,,,,,1.0,,5.0,9.0,13.0,,3.0,,
Explosively pumped flux compression generator,,,,,,,,,,,,,,,,,,,,,,
Force Field,,,,,,,,,9.0,3.0,10.0,13.0,9.0,17.0,29.0,514.0,370.0,431.0,416.0,456.0,350.0,
Homodyne detection,,,,,,,,,,,,,,,1.0,2.0,7.0,7.0,6.0,17.0,5.0,
HPM weapons,,,,,,,,,1.0,,3.0,1.0,2.0,3.0,9.0,57.0,46.0,57.0,51.0,33.0,25.0,
Hypersonic weapon,,,,,,,,,,,,1.0,,3.0,3.0,39.0,35.0,10.0,86.0,82.0,91.0,
Kinetic bombardment,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,
Kinetic energy penetrator,,,,,,,,,,,,,,,,,3.0,,,,,
Laser weapon,,,,,,,,,1.0,3.0,2.0,2.0,2.0,2.0,18.0,227.0,61.0,133.0,88.0,48.0,35.0,
Lidar,,,,,,,,,9.0,17.0,11.0,29.0,41.0,54.0,104.0,1471.0,1725.0,2191.0,3057.0,2407.0,1848.0,3.0
MAHEM,,,,,,,,,,,,,,,,6.0,4.0,1.0,2.0,9.0,22.0,
Metamaterial cloaking,,,,,,,,,,,,1.0,,,,11.0,,,,,,
MGM-166 LOSAT,,,,,,,,,,,,,,,,,,,2.0,,,
Nonlinear metamaterial,,,,,,,,,,,,,,,,,,1.0,,,2.0,
Optical coating,,,,,,,,,1.0,,,,1.0,,,21.0,55.0,58.0,88.0,64.0,19.0,
Optoelectronic oscillator,,,,,,,,,,,,,,,,,1.0,1.0,1.0,6.0,1.0,
Particle-beam weapon,,,,,,,,,,,,,,,,,5.0,1.0,6.0,4.0,2.0,
Plasma stealth,,,,,,,,,,,,,,,,,,,,,,
Pure fusion weapon,,,,,,,,,,,,,,,,,3.0,2.0,,,,
Quadcopter,,,,,,,,,,,1.0,3.0,10.0,20.0,60.0,559.0,532.0,358.0,335.0,207.0,87.0,
Quantum illumination,,,,,,,,,,5.0,9.0,7.0,10.0,20.0,33.0,434.0,380.0,365.0,406.0,520.0,216.0,
Quantum radar,,,,,,,,,,,,,,,,18.0,27.0,4.0,32.0,34.0,12.0,
Railgun,,,,,,,,,1.0,2.0,1.0,2.0,8.0,7.0,7.0,162.0,200.0,84.0,79.0,116.0,31.0,
Sonic weapon,,,,,,,,,3.0,2.0,11.0,3.0,2.0,9.0,5.0,1.0,2.0,43.0,163.0,36.0,6.0,
Swarm robotic platforms,,,,,,,,,,,,,,,,,,,,,,
Swarm robotics,,,,,,,,,,1.0,,1.0,2.0,5.0,6.0,38.0,25.0,68.0,58.0,45.0,13.0,
Teslaphoresis,,,,,,,,,,,,,,,,,21.0,2.0,,,,
Vortex ring gun,,,,,,,,,,,,,,,,,,,,,,
Asteroid mining,,,,,,,,,1.0,,1.0,1.0,9.0,9.0,2.0,103.0,157.0,79.0,98.0,124.0,47.0,
Biomining,,,,,,,,,,,,,,,,18.0,21.0,17.0,31.0,55.0,54.0,
Urban mining,,,,,,,,,,,,,1.0,1.0,,12.0,38.0,17.0,43.0,20.0,6.0,
Closed system drug transfer device,,,,,,,,,,,,,,,,10.0,3.0,,6.0,6.0,3.0,
DNA repair,,,,,,,,,8.0,25.0,14.0,28.0,22.0,31.0,68.0,1199.0,1000.0,886.0,1048.0,950.0,587.0,
Electronic cigarette,,,,,,,,,15.0,25.0,16.0,55.0,102.0,202.0,689.0,5391.0,4213.0,2871.0,5137.0,13663.0,3531.0,
Enzybiotics,,,,,,,,,,,,,,,,,,,,,5.0,
Exhalation delivery system,,,,,,,,,,1.0,,,1.0,2.0,1.0,141.0,100.0,82.0,44.0,70.0,51.0,
Gene Editing,,,,,,,,,1.0,1.0,1.0,,6.0,6.0,46.0,3375.0,4266.0,5564.0,7437.0,6291.0,3135.0,
Genome Prime Editing,,,,,,,,,,,,,,,,,,,,,,
ISCOM,,,,,,,,,,,,,,,,4.0,6.0,,6.0,,1.0,
Medicinal fungi,,,,,,,,,,,,,,,,,3.0,4.0,7.0,24.0,9.0,
Microneedle drug delivery,,,,,,,,,,,,,,,,11.0,19.0,5.0,10.0,5.0,2.0,
Molecular Inversion Probe,,,,,,,,,,,,,,,,,6.0,,,,,
NASBA,,,,,,,,,,1.0,,1.0,1.0,4.0,7.0,64.0,17.0,54.0,33.0,29.0,29.0,
Off-target genome editing,,,,,,,,,,,,,,,,1.0,,,,,3.0,
Oncolytic virus,,,,,,,,,4.0,2.0,4.0,1.0,6.0,4.0,28.0,547.0,392.0,513.0,630.0,455.0,361.0,
Phage therapy,,,,,,,,,,1.0,1.0,2.0,1.0,1.0,2.0,106.0,120.0,201.0,167.0,220.0,87.0,
Receptor activated solely by a synthetic ligand,,,,,,,,,,,1.0,2.0,,,1.0,49.0,15.0,5.0,13.0,19.0,10.0,
Senolytic,,,,,,,,,,,,,,,,14.0,9.0,66.0,92.0,145.0,42.0,
Stem-cell therapy,,,,,,,,,2.0,12.0,14.0,20.0,40.0,57.0,65.0,1515.0,1134.0,1117.0,1073.0,768.0,482.0,
Structurally nanoengineered antimicrobial polypeptide polymers,,,,,,,,,,2.0,1.0,2.0,22.0,4.0,5.0,83.0,87.0,60.0,41.0,40.0,21.0,
Targeted drug delivery,,,,,,,,,,2.0,6.0,6.0,16.0,11.0,11.0,376.0,481.0,587.0,470.0,300.0,241.0,
Virotherapy,,,,,,,,,1.0,1.0,2.0,,,1.0,12.0,88.0,61.0,76.0,77.0,65.0,36.0,
Air-launch-to-orbit,,,,,,,,,,,,,,,,,,,2.0,2.0,,
Artificial gravity,,,,,,,,,1.0,,1.0,1.0,2.0,,10.0,52.0,39.0,30.0,32.0,144.0,30.0,
Beam-powered propulsion,,,,,,,,,,,,,,,,3.0,23.0,7.0,7.0,2.0,2.0,
Fusion rocket,,,,,,,,,,,,1.0,,1.0,3.0,2.0,2.0,4.0,2.0,2.0,,
Inflatable space habitat,,,,,,,,,,,,,,2.0,,,22.0,1.0,1.0,2.0,,
Ion thruster,,,,,,,,,,,,,1.0,2.0,,93.0,21.0,17.0,14.0,3.0,2.0,
Launch loop,,,,,,,,,,,,,,,,,,,,3.0,,
Mass driver,,,,,,,,,,,4.0,,,,1.0,6.0,5.0,3.0,16.0,6.0,16.0,
Mini-magnetosphere,,,,,,,,,,,,,1.0,1.0,,,,3.0,1.0,,,
Miniaturized satellite,,,,,,,,,,,,,1.0,1.0,2.0,41.0,44.0,72.0,89.0,129.0,63.0,
Nuclear photonic rocket,,,,,,,,,,,,,,,,,,,,,,
Photon rocket,,,,,,,,,,,,,,,,,,6.0,,2.0,,
Photonic laser thruster,,,,,,,,,,,,,,,,10.0,2.0,,,,,
Plasma propulsion engine,,,,,,,,,,,1.0,2.0,3.0,,1.0,27.0,10.0,19.0,26.0,8.0,9.0,
Propellant depot,,,,,,,,,,,,,,,,1.0,2.0,3.0,9.0,12.0,,
Ram accelarator,,,,,,,,,,,,,,,,,,,,,,
Reusable launch system,,,,,,,,,,,,,,,,3.0,,3.0,3.0,1.0,,
Reusable rocket technology for orbital rockets,,,,,,,,,,,,,,,,,,,,,,
Skyhook,,,,,,,,,1.0,2.0,6.0,4.0,2.0,2.0,2.0,32.0,23.0,45.0,32.0,20.0,21.0,
Space elevator,,,,,,,,,1.0,6.0,3.0,2.0,9.0,3.0,16.0,194.0,33.0,13.0,100.0,42.0,10.0,
Space gun,,,,,,,,,,2.0,,,,1.0,,1.0,4.0,2.0,4.0,,2.0,
Spaceplane,,,,,,,,,,,,5.0,14.0,3.0,10.0,87.0,81.0,120.0,60.0,28.0,39.0,
StarTram,,,,,,,,,,,,,,1.0,,1.0,,,2.0,,,
Suborbital launch,,,,,,,,,,,1.0,4.0,8.0,5.0,12.0,57.0,43.0,34.0,50.0,84.0,21.0,
Autonomous Rail Rapid Transit,,,,,,,,,,,,,,,,,,12.0,6.0,12.0,5.0,
Autonomous vehicle,,,,,,,,,2.0,2.0,5.0,10.0,30.0,81.0,160.0,5021.0,6954.0,6161.0,6444.0,4081.0,1424.0,1.0
Backpack helicopter,,,,,,,,,,,,,,1.0,,,1.0,,,,,
Electric vehicle,,,,,,,,,18.0,37.0,100.0,168.0,222.0,250.0,497.0,5115.0,5904.0,7641.0,9566.0,11170.0,7022.0,19.0
Fuel cell,,,,,,,,,57.0,79.0,85.0,96.0,132.0,180.0,465.0,4385.0,3467.0,3485.0,3849.0,3243.0,2147.0,
Fuel cell vehicle,,,,,,,,,9.0,6.0,10.0,13.0,13.0,23.0,80.0,820.0,715.0,816.0,658.0,746.0,424.0,
Hoverbike,,,,,,,,,,,,1.0,,,3.0,93.0,33.0,47.0,27.0,5.0,9.0,
Hovertrain,,,,,,,,,,,,,,,,2.0,,1.0,,,,
Hydrogen vehicle,,,,,,,,,2.0,2.0,,1.0,,3.0,6.0,26.0,20.0,27.0,41.0,21.0,16.0,
Hyperloop,,,,,,,,,,,,,2.0,30.0,61.0,581.0,1663.0,1845.0,1353.0,611.0,325.0,
Intelligent transportation system,,,,,,,,,,,,,2.0,4.0,2.0,153.0,165.0,136.0,179.0,113.0,40.0,
Jetpack,,,,,,,,,4.0,11.0,11.0,10.0,20.0,14.0,40.0,365.0,505.0,381.0,174.0,177.0,127.0,
Maglev,,,,,,,,,1.0,3.0,6.0,7.0,8.0,8.0,16.0,236.0,166.0,167.0,198.0,228.0,102.0,
PAV,,,,,,,,,,1.0,,2.0,3.0,4.0,5.0,110.0,117.0,54.0,49.0,46.0,67.0,1.0
Personal rapid transit,,,,,,,,,1.0,3.0,1.0,,,,1.0,28.0,28.0,18.0,7.0,4.0,12.0,
Physical Internet,,,,,,,,,,,,,3.0,,,7.0,11.0,10.0,16.0,3.0,,
Pulse detonation engine,,,,,,,,,,,,,,,,4.0,6.0,3.0,4.0,,1.0,
Rapid transit,,,,,,,,,497.0,693.0,861.0,1184.0,2027.0,2332.0,4244.0,52595.0,43488.0,37095.0,31871.0,29570.0,18450.0,32.0
Rocket transportation,,,,,,,,,,,,,,,,,1.0,4.0,,,,
Supersonic transport,,,,,,,,,,1.0,,1.0,1.0,1.0,2.0,34.0,63.0,49.0,19.0,12.0,14.0,
Urban rail transit,,,,,,,,,,,,1.0,,,,36.0,23.0,48.0,38.0,22.0,14.0,
Vactrain,,,,,,,,,,,1.0,,1.0,,,,2.0,2.0,4.0,,2.0,
VTOL,,,,,,,,,,,2.0,3.0,7.0,12.0,33.0,124.0,341.0,343.0,511.0,334.0,166.0,
Thermoacoustic heat engine,,,,,,,,,,,,,,,1.0,1.0,,,,,,
Hyper-personalized intelligence,,,,,,,,,57.0,88.0,77.0,101.0,155.0,184.0,540.0,8025.0,7590.0,12838.0,28726.0,21462.0,11435.0,5.0
