y,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Bioplastic,,,,,,1.0,,1.0,,5.0,2.0,6.0,4.0,8.0,4.0,6.0,6.0,15.0,13.0,19.0,15.0,6.0
Carbon nanotube,1.0,15.0,17.0,13.0,44.0,44.0,59.0,77.0,94.0,144.0,148.0,178.0,183.0,220.0,233.0,222.0,243.0,225.0,204.0,223.0,254.0,85.0
Conductive polymer,,4.0,5.0,7.0,3.0,4.0,5.0,9.0,6.0,6.0,9.0,7.0,5.0,11.0,11.0,12.0,15.0,9.0,19.0,5.0,12.0,6.0
Cryogenic treatment,,,,,,,,,,2.0,,1.0,1.0,3.0,1.0,3.0,,5.0,,2.0,1.0,
Dynamic Armor,,,,,,,,,,,,,,,,,,,,,,
Eutectic system,,,1.0,1.0,1.0,,2.0,,2.0,1.0,,2.0,1.0,,2.0,1.0,1.0,3.0,,1.0,1.0,1.0
Fast-ion Conductors,,,,,,,,,,,,,,,,,,,,,,
Fullerene,,1.0,8.0,4.0,3.0,1.0,3.0,9.0,7.0,9.0,13.0,24.0,17.0,21.0,24.0,9.0,8.0,17.0,8.0,28.0,25.0,6.0
Gallium Nitride semiconductor,,,,,,,,,,,,,,,,,,,,,,
Graphene,,,,,,1.0,,4.0,7.0,17.0,46.0,84.0,154.0,210.0,266.0,370.0,433.0,409.0,416.0,523.0,496.0,169.0
Graphene Oxide dough,,,,,,,,,,,,12.0,30.0,34.0,53.0,70.0,102.0,108.0,101.0,171.0,148.0,48.0
High Entropy Alloys,,,,,,,,,,,,,,,,2.0,1.0,5.0,,3.0,6.0,1.0
Magnetic nanoparticles,,1.0,,,1.0,2.0,2.0,2.0,4.0,8.0,6.0,6.0,11.0,22.0,10.0,14.0,15.0,25.0,10.0,33.0,33.0,17.0
Magnetorheological fluid,,1.0,,,,,,,1.0,4.0,1.0,,1.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0
Metal foam,,,,,,2.0,2.0,1.0,,1.0,2.0,2.0,1.0,5.0,2.0,4.0,8.0,9.0,9.0,8.0,4.0,1.0
Metamaterial,,,,,2.0,2.0,1.0,3.0,2.0,4.0,3.0,12.0,15.0,14.0,10.0,12.0,9.0,19.0,10.0,16.0,24.0,8.0
Multi-function structure,,,,,,,,,,,,,,,,,,,,,,
Nanocrystal,,6.0,4.0,5.0,10.0,11.0,15.0,13.0,15.0,15.0,28.0,42.0,54.0,73.0,75.0,86.0,103.0,106.0,107.0,107.0,97.0,28.0
Nanotextured surface,,,,,,,,,,,,,,,,,,,,,,
Photonic Metamaterial,,,,,,,,,,,,,,,,,,,,,,
piezoelectric material adhesion,,,,,,,,,,,,,,,,,,,,,,
Programmable matter,,,,,,,,,,,,,,,,,,1.0,,,1.0,
Quantum dot,,2.0,7.0,6.0,13.0,11.0,13.0,17.0,19.0,49.0,53.0,44.0,47.0,54.0,57.0,57.0,63.0,70.0,87.0,90.0,89.0,41.0
Self-cleaning surfaces,,3.0,5.0,,,,,1.0,1.0,2.0,2.0,1.0,1.0,,,2.0,1.0,2.0,1.0,,,
Shape Memory Polymer,,,1.0,1.0,,1.0,,,,3.0,1.0,,,,2.0,2.0,,3.0,3.0,2.0,4.0,
Shape-memory alloy,,4.0,8.0,5.0,5.0,2.0,8.0,11.0,7.0,3.0,5.0,6.0,7.0,11.0,4.0,12.0,5.0,5.0,6.0,13.0,6.0,1.0
Silicene,,,,,,,,,,,,,2.0,,2.0,,3.0,1.0,1.0,,3.0,
Single Photon Source,,,,,,2.0,,,,,1.0,1.0,,,,,,1.0,,,4.0,
Superalloy,,8.0,10.0,7.0,14.0,15.0,10.0,13.0,11.0,26.0,21.0,19.0,17.0,21.0,26.0,24.0,25.0,27.0,17.0,20.0,17.0,13.0
Superfluidity,,1.0,,,1.0,1.0,,,,,1.0,1.0,1.0,,,1.0,,1.0,2.0,,,
Superlenses chips,,,,,,,,,,,,,,,,,,,,,,
Syntactic Materials,,,,,,,,,,,,,,,,,,,,,,
Time crystal,,,,,,,,,1.0,,,,,,,,,,,,3.0,
Zeolite,3.0,42.0,49.0,62.0,73.0,80.0,71.0,83.0,80.0,86.0,105.0,117.0,128.0,134.0,125.0,160.0,182.0,203.0,177.0,187.0,193.0,81.0
Zero-friction coating,,,1.0,1.0,,,,,,,,2.0,,1.0,1.0,1.0,2.0,,2.0,2.0,,1.0
16K video resolution,,,,,,,,,,,,,,,,,,,,,,
Augmented reality,,5.0,7.0,7.0,10.0,8.0,11.0,12.0,14.0,13.0,34.0,59.0,52.0,80.0,85.0,111.0,97.0,130.0,145.0,150.0,139.0,64.0
Brain-computer interface,,1.0,,2.0,6.0,2.0,4.0,,9.0,6.0,7.0,34.0,13.0,13.0,12.0,28.0,12.0,7.0,18.0,17.0,15.0,6.0
Computer-generated imagery,,1.0,,2.0,,,2.0,,1.0,2.0,,1.0,3.0,2.0,,,1.0,,,,,
Detecting fake news online automatically,,,,,,,,,,,,,,,,,,,,,,
e-Reader,,,,,,,,,2.0,,7.0,9.0,10.0,,7.0,5.0,2.0,3.0,3.0,2.0,1.0,1.0
Extended Reality,,,,,,,,,,,,,,,,,,,1.0,3.0,7.0,5.0
hydrogen vehicle,,,2.0,,,,,,,2.0,2.0,3.0,1.0,2.0,,,,2.0,3.0,,1.0,
Immersion (virtual reality),,,,,,,,,2.0,1.0,,1.0,,3.0,,2.0,6.0,3.0,3.0,3.0,2.0,3.0
Mixed Reality,,3.0,3.0,5.0,4.0,6.0,5.0,6.0,6.0,10.0,9.0,12.0,7.0,8.0,8.0,7.0,11.0,21.0,31.0,19.0,22.0,11.0
Video tracking,,1.0,,1.0,2.0,1.0,1.0,,,,7.0,2.0,3.0,3.0,6.0,7.0,3.0,2.0,1.0,2.0,1.0,
Virtual reality,1.0,48.0,44.0,49.0,43.0,59.0,45.0,47.0,44.0,76.0,63.0,70.0,72.0,74.0,108.0,115.0,136.0,212.0,226.0,316.0,295.0,98.0
3D Bioprinting,,,,,,,,,,,,,1.0,1.0,2.0,3.0,3.0,10.0,13.0,5.0,5.0,4.0
Anti-degenerative medicine,,,,,,,,,,,,,,,,,,,,,,
Apheresis,1.0,6.0,1.0,14.0,5.0,10.0,2.0,8.0,5.0,9.0,12.0,12.0,9.0,13.0,23.0,10.0,26.0,20.0,21.0,23.0,15.0,7.0
Artificial womb,,,,,,,,,,,,,,,,1.0,,,,2.0,,
Bio Ink,2.0,7.0,5.0,21.0,13.0,21.0,11.0,13.0,28.0,24.0,66.0,51.0,55.0,75.0,80.0,64.0,96.0,104.0,100.0,122.0,126.0,54.0
Biomimetic Nanocoagulation,,,,,,,,,,,,,,,,,,,,,,
Biosensor,6.0,8.0,19.0,13.0,24.0,25.0,30.0,35.0,45.0,55.0,74.0,55.0,87.0,86.0,97.0,94.0,87.0,82.0,122.0,144.0,166.0,58.0
Breath analysis,,,,,1.0,2.0,,1.0,1.0,5.0,3.0,5.0,6.0,5.0,7.0,,5.0,1.0,9.0,1.0,13.0,4.0
Cancer biomarker,,1.0,,,,,,2.0,,4.0,1.0,9.0,5.0,6.0,6.0,9.0,2.0,9.0,12.0,3.0,11.0,3.0
Capsule endoscopy,,,1.0,,1.0,1.0,1.0,,,2.0,5.0,3.0,4.0,1.0,8.0,7.0,8.0,2.0,8.0,3.0,5.0,1.0
Cortical implant,,,,,,,,,,,,,,,,,,,,,,
De-extinction,,,,,,,,,,,,,,1.0,3.0,,,5.0,2.0,2.0,1.0,
DNA-templated organic synthesis,,,,,,,,,,,,,,,,,,,,,,
Drug-eluting stent,,,1.0,1.0,1.0,2.0,2.0,4.0,7.0,2.0,3.0,3.0,2.0,1.0,2.0,4.0,1.0,,2.0,6.0,1.0,
Electroanalgesia,,,,,,,,,,,,,,,,,,,,,,
Electronic nose,,10.0,9.0,7.0,10.0,12.0,11.0,11.0,13.0,17.0,15.0,14.0,15.0,14.0,22.0,21.0,12.0,16.0,10.0,15.0,15.0,5.0
Head transplant,,,,,,,,,,,,,,,,,3.0,,,,2.0,
Intelligent toilet,,,,,,,,,,,,,,,,,,,,,,1.0
Jet injector,,,,,,,,,,,,,1.0,1.0,,1.0,,2.0,2.0,3.0,,
Lab-on-a-chip,,2.0,1.0,3.0,4.0,4.0,2.0,10.0,9.0,18.0,3.0,14.0,17.0,20.0,23.0,15.0,13.0,19.0,8.0,16.0,21.0,4.0
Microelectromechanical systems,,59.0,66.0,73.0,77.0,109.0,85.0,90.0,88.0,108.0,129.0,118.0,115.0,117.0,80.0,108.0,81.0,94.0,126.0,100.0,70.0,24.0
Microfluidics,,2.0,2.0,2.0,3.0,4.0,7.0,11.0,21.0,20.0,24.0,27.0,41.0,48.0,60.0,35.0,66.0,56.0,58.0,47.0,81.0,23.0
Molecular electronics,,1.0,,5.0,2.0,3.0,,,2.0,1.0,2.0,,,1.0,1.0,1.0,2.0,1.0,3.0,1.0,,
Nanorobotics,,,,,,2.0,1.0,2.0,,2.0,,1.0,2.0,1.0,,,,6.0,2.0,2.0,1.0,
Neuron Control,,,,,,2.0,,,2.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,
Neuroprosthetics,,,,,,,,,,,,3.0,,,,1.0,,3.0,1.0,,,1.0
Nutritional genomics,,,,2.0,1.0,2.0,1.0,,6.0,5.0,6.0,3.0,3.0,6.0,2.0,,,1.0,3.0,,2.0,
Omni Processor,,,,,,,,,,,,,,,,,,,,,,
OOKP,,,,,,,,,1.0,1.0,,,,,,,,,,,,
Organ-on-a-Chip,,,,,,,,,,,,,,,,1.0,3.0,3.0,2.0,4.0,3.0,
Photoacoustic imaging,,,,,,,,2.0,3.0,,6.0,6.0,9.0,13.0,2.0,9.0,4.0,4.0,5.0,9.0,6.0,4.0
Plasma Medicine,,2.0,2.0,1.0,1.0,1.0,2.0,,2.0,,3.0,4.0,3.0,1.0,8.0,4.0,16.0,13.0,16.0,8.0,12.0,3.0
Point of care automated analyser,,,,,,2.0,,1.0,,,,,,,,,,,,,,1.0
Portable water purification,,,,,,,,,,,,,,,,,,,,,,
Powered exoskeleton,,,,,,,,,,,,,,1.0,2.0,,1.0,3.0,3.0,,8.0,1.0
Protein Structure Prediction,,1.0,,2.0,,1.0,3.0,3.0,2.0,,3.0,6.0,2.0,4.0,,4.0,7.0,4.0,,2.0,3.0,5.0
Rapid diagnostic test,,,,1.0,1.0,1.0,1.0,1.0,3.0,5.0,3.0,7.0,5.0,11.0,6.0,9.0,13.0,13.0,18.0,13.0,12.0,6.0
Real-time polymerase chain reaction,,4.0,5.0,8.0,18.0,22.0,46.0,31.0,35.0,78.0,104.0,102.0,88.0,93.0,83.0,111.0,135.0,108.0,158.0,147.0,180.0,47.0
Regenerative Medicine,1.0,5.0,21.0,6.0,15.0,22.0,38.0,42.0,67.0,87.0,134.0,170.0,134.0,146.0,137.0,177.0,166.0,215.0,199.0,179.0,196.0,57.0
Sensory substitution,,,,,,1.0,1.0,1.0,1.0,,1.0,1.0,,,2.0,1.0,,,1.0,,,
Single Cell Analysis,,2.0,,4.0,,1.0,1.0,6.0,3.0,3.0,5.0,4.0,9.0,7.0,11.0,16.0,23.0,24.0,31.0,46.0,45.0,14.0
Stasis Chamber,,,,,,,,,,,,,,,,,,,,,,
Synthetic Blood,,1.0,1.0,3.0,3.0,4.0,1.0,2.0,3.0,5.0,2.0,,5.0,1.0,3.0,2.0,7.0,7.0,3.0,4.0,8.0,
Theranostic Wound Care,,,,1.0,,,,,,1.0,2.0,,1.0,8.0,13.0,90.0,162.0,169.0,188.0,199.0,175.0,50.0
Transdermal optical imaging,,,,,,,,,,,,,,,,,,,,,,
Active camouflage,,1.0,2.0,3.0,3.0,3.0,4.0,1.0,3.0,4.0,1.0,6.0,5.0,2.0,2.0,2.0,22.0,3.0,5.0,2.0,1.0,
Active noise control,,2.0,4.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,1.0,4.0,1.0,5.0,6.0,,,1.0,1.0,,1.0,2.0
Automatic identification of suspicious activity,,,,,,,,,,,,,,,,,,,,,,
Cloaking device,,,,,,,,,,1.0,,,,,,,,,1.0,1.0,,
Coilgun,,,,,,,,,1.0,1.0,,,,,1.0,1.0,,,,,,
Compact Kinetic Energy Missile,,,,,,,,,,,,,,,,,,,,,,
DART ammunition,,,,,,,,,,,,,,,,,,,,,,
Delay-line oscillator,,,,,,,,,,,,,,,,,,,,,,
Electrolaser,,,,,,,,,,,,,,,,,,,,,,
Electroshock weapon,,,,,,,,,2.0,,,1.0,,,,,,,,,,
Electrothermal-chemical technology for propellants,,,,,,,,,,,,,,,,,,,,,,
EMP weapon,,,,,,,,,,,,,,,,,,,,,,
Explosively pumped flux compression generator,,,,,,,,,,,,,,,,,,,,,,
Force Field,,1.0,2.0,4.0,5.0,1.0,3.0,8.0,4.0,3.0,7.0,11.0,10.0,9.0,9.0,17.0,10.0,12.0,17.0,16.0,16.0,7.0
Homodyne detection,,,,,,,,,1.0,,1.0,1.0,,2.0,2.0,,,2.0,1.0,1.0,,
HPM weapons,,,,,,,,,,,,1.0,,,1.0,,,,,1.0,,
Hypersonic weapon,,,,,,,,,,,,,,,,,,,,,,
Kinetic bombardment,,,,,,,,,,,,,,,,,,,,,,
Kinetic energy penetrator,,,,,,,,,,,,,,,,,,,,,,
Laser weapon,,,,,,,1.0,,,,,,1.0,1.0,,1.0,,,,,,1.0
Lidar,,7.0,7.0,18.0,23.0,17.0,41.0,37.0,35.0,45.0,72.0,59.0,54.0,67.0,66.0,66.0,110.0,94.0,123.0,110.0,117.0,69.0
MAHEM,,,,,,,,,,,1.0,,,,,,,,,,,
Metamaterial cloaking,,,,,,,,,,,,,,,,,,,,,,
MGM-166 LOSAT,,,,,,,,,,,,,,,,,,,,,,
Nonlinear metamaterial,,,,,,,,,,,,,,,,,,,,,,
Optical coating,,,,,,1.0,,,,,1.0,,,,,,,,,2.0,2.0,
Optoelectronic oscillator,,,,,,,,,,,,,,,1.0,,,1.0,,3.0,,
Particle-beam weapon,,,,,,,,,,,,,,,,,,,,,,
Plasma stealth,,,,,,,,,,,,,,,,,,,,,,1.0
Pure fusion weapon,,,,,,,,,,,,,,,,,,,,,,
Quadcopter,,,,,,,,2.0,,3.0,6.0,8.0,14.0,12.0,28.0,27.0,36.0,45.0,31.0,44.0,38.0,9.0
Quantum illumination,,,,1.0,,2.0,,,2.0,1.0,2.0,4.0,5.0,3.0,1.0,3.0,10.0,2.0,1.0,2.0,2.0,
Quantum radar,,,,,,,,,,,,,,,,,,,,1.0,,
Railgun,,1.0,,,,,1.0,,,1.0,,,,,,4.0,2.0,,,,1.0,1.0
Sonic weapon,,,,,,,,,,,,,,,,,,1.0,,,,
Swarm robotic platforms,,,,,,,,,,,,,,,,,,,,,,
Swarm robotics,,,,,,,,,,,1.0,2.0,1.0,4.0,,2.0,1.0,2.0,5.0,3.0,1.0,1.0
Teslaphoresis,,,,,,,,,,,,,,,,,,,,,,
Vortex ring gun,,,,,,,,,,,,,,,,,,,,,,
Asteroid mining,,,,1.0,,,,,1.0,1.0,,,,1.0,,2.0,2.0,3.0,4.0,4.0,3.0,3.0
Biomining,,5.0,4.0,5.0,6.0,5.0,11.0,10.0,10.0,17.0,13.0,10.0,9.0,15.0,5.0,14.0,16.0,12.0,17.0,14.0,26.0,5.0
Urban mining,,,,,,,,1.0,,1.0,3.0,1.0,1.0,3.0,4.0,6.0,6.0,2.0,3.0,5.0,5.0,2.0
Closed system drug transfer device,,,,,,,,,,1.0,1.0,,,,,,,,,,,
DNA repair,44.0,108.0,92.0,115.0,161.0,166.0,185.0,201.0,207.0,358.0,508.0,526.0,577.0,623.0,683.0,670.0,642.0,632.0,620.0,651.0,730.0,201.0
Electronic cigarette,,,,,,,,,,2.0,11.0,4.0,9.0,38.0,150.0,197.0,257.0,274.0,372.0,426.0,652.0,142.0
Enzybiotics,,,,,,,,,,,,1.0,2.0,1.0,,1.0,,,,,,
Exhalation delivery system,,,,,,,,,,,,,4.0,1.0,,,,2.0,5.0,1.0,1.0,1.0
Gene Editing,,,,,,1.0,1.0,1.0,1.0,,2.0,6.0,4.0,25.0,54.0,138.0,238.0,301.0,379.0,463.0,492.0,162.0
Genome Prime Editing,,,,,,,,,,,,,,,,,,,,,,
ISCOM,,,,1.0,,1.0,,1.0,3.0,1.0,,4.0,2.0,,1.0,1.0,,2.0,1.0,1.0,,
Medicinal fungi,,,,,,,,,,3.0,1.0,,3.0,,3.0,,,,,,2.0,
Microneedle drug delivery,,,,,,,,,,,,,,,,1.0,,,,,,1.0
Molecular Inversion Probe,,,,,,,,,,,,,,,4.0,,,,,,,
NASBA,1.0,2.0,2.0,2.0,2.0,3.0,5.0,2.0,1.0,4.0,6.0,1.0,,2.0,1.0,3.0,1.0,,1.0,,,
Off-target genome editing,,,,,,,,,,,,,,,,,,,,,,
Oncolytic virus,,,,1.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,10.0,7.0,10.0,8.0,17.0,13.0,12.0,11.0,10.0,7.0,5.0
Phage therapy,,1.0,,,1.0,,,2.0,4.0,2.0,9.0,7.0,5.0,11.0,10.0,10.0,9.0,18.0,17.0,21.0,26.0,7.0
Receptor activated solely by a synthetic ligand,,,1.0,,,,,,,,,2.0,2.0,1.0,,1.0,2.0,7.0,9.0,13.0,13.0,4.0
Senolytic,,,,,,,,,,,,,,,,,,,,2.0,7.0,2.0
Stem-cell therapy,,,1.0,2.0,,3.0,6.0,5.0,8.0,17.0,22.0,23.0,24.0,30.0,28.0,29.0,38.0,13.0,35.0,26.0,22.0,3.0
Structurally nanoengineered antimicrobial polypeptide polymers,,,,,,1.0,,1.0,,1.0,,3.0,2.0,,,2.0,,1.0,1.0,1.0,,
Targeted drug delivery,,3.0,,2.0,1.0,2.0,,5.0,5.0,12.0,6.0,15.0,18.0,9.0,25.0,12.0,21.0,21.0,17.0,25.0,19.0,7.0
Virotherapy,,,,,,1.0,,,1.0,1.0,,3.0,3.0,2.0,,10.0,9.0,5.0,2.0,4.0,4.0,1.0
Air-launch-to-orbit,,,,,,,,,,,,,,,,,,,,,,
Artificial gravity,,,,,,2.0,,,1.0,1.0,,,,1.0,3.0,3.0,4.0,2.0,,2.0,,1.0
Beam-powered propulsion,,,,,,,,,,,,,,,,,,,,,,
Fusion rocket,,,,,,,,,1.0,,,,,,,,,,,,,
Inflatable space habitat,,,,,,,,,,,,,,,,,,,,,,
Ion thruster,,,,,1.0,2.0,1.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,,,,,,,1.0,
Launch loop,,,,,,,,,,,,,,,,,,,,,,
Mass driver,,,,,,,,,,,,,,,,,,,,,,
Mini-magnetosphere,,3.0,,,1.0,,,,,,,,,,,,,,,,,
Miniaturized satellite,,,,3.0,1.0,,,,1.0,,,,1.0,4.0,2.0,4.0,,5.0,3.0,4.0,4.0,3.0
Nuclear photonic rocket,,,,,,,,,,,,,,,,,,,,,,
Photon rocket,,,,,,,,,,,,,,,,,,,,,,
Photonic laser thruster,,,,,,,,,,,,,,,,,,,,,,
Plasma propulsion engine,,1.0,2.0,1.0,2.0,2.0,,1.0,,,,3.0,,,,1.0,1.0,1.0,,1.0,,1.0
Propellant depot,,,,,,,2.0,,,,,,,,2.0,,,,,,,
Ram accelarator,,,,,,,,,,,,,,,,,,,,,,
Reusable launch system,,,,,,1.0,,,,,,,,,,,,,,,,
Reusable rocket technology for orbital rockets,,,,,,,,,,,,,,,,,,,,,,
Skyhook,,,,,,,1.0,2.0,2.0,2.0,2.0,1.0,2.0,,,2.0,,,2.0,,,
Space elevator,,,,,1.0,,,,3.0,1.0,2.0,,1.0,,,3.0,,1.0,1.0,,,
Space gun,,,,,,,,,,,,,,,,,,,,,,
Spaceplane,,1.0,1.0,,,,,,,1.0,,1.0,1.0,1.0,1.0,2.0,5.0,1.0,1.0,,1.0,
StarTram,,,,,,,,,,,,,,,,,,,,,,
Suborbital launch,,,,2.0,,1.0,2.0,,6.0,2.0,7.0,8.0,6.0,4.0,10.0,14.0,5.0,4.0,5.0,3.0,2.0,3.0
Autonomous Rail Rapid Transit,,,,,,,,,,,,,,,,,,,,,,1.0
Autonomous vehicle,,1.0,,2.0,3.0,2.0,4.0,1.0,4.0,6.0,3.0,6.0,6.0,7.0,6.0,35.0,41.0,67.0,62.0,65.0,70.0,28.0
Backpack helicopter,,,,,,,,,,,,,,,,,,,,,,
Electric vehicle,,12.0,12.0,6.0,12.0,9.0,18.0,13.0,28.0,34.0,69.0,93.0,156.0,172.0,171.0,163.0,208.0,207.0,226.0,292.0,295.0,149.0
Fuel cell,,51.0,78.0,128.0,146.0,150.0,210.0,208.0,179.0,235.0,268.0,283.0,286.0,261.0,267.0,281.0,267.0,276.0,220.0,255.0,285.0,90.0
Fuel cell vehicle,,6.0,6.0,19.0,18.0,13.0,26.0,17.0,17.0,31.0,34.0,29.0,31.0,21.0,19.0,26.0,25.0,25.0,19.0,31.0,32.0,13.0
Hoverbike,,,,,,,,,,,,,,,,,,,,,,
Hovertrain,,,,,,,,,,,,,,,,,,,,,,
Hydrogen vehicle,,,2.0,,,,,,,2.0,2.0,3.0,1.0,2.0,,,,2.0,3.0,,1.0,
Hyperloop,,,,,,,,,,,,,,,,3.0,4.0,3.0,1.0,5.0,8.0,
Intelligent transportation system,,8.0,8.0,7.0,22.0,12.0,5.0,11.0,11.0,20.0,17.0,12.0,29.0,10.0,10.0,16.0,22.0,15.0,14.0,21.0,14.0,6.0
Jetpack,,,,,,,,,,1.0,1.0,,,1.0,,,1.0,,,,,
Maglev,,3.0,8.0,18.0,12.0,15.0,26.0,10.0,15.0,34.0,10.0,14.0,12.0,13.0,19.0,14.0,14.0,7.0,15.0,15.0,8.0,2.0
PAV,1.0,2.0,,,2.0,2.0,4.0,,2.0,4.0,4.0,,1.0,10.0,2.0,5.0,8.0,4.0,11.0,3.0,14.0,1.0
Personal rapid transit,,,1.0,4.0,2.0,4.0,1.0,3.0,3.0,3.0,4.0,2.0,6.0,8.0,8.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0
Physical Internet,,,1.0,,,,,,,1.0,1.0,,2.0,1.0,1.0,2.0,4.0,1.0,1.0,2.0,4.0,3.0
Pulse detonation engine,,1.0,,,,,2.0,,,,,,1.0,,,,,,,1.0,,1.0
Rapid transit,5.0,220.0,244.0,283.0,379.0,439.0,430.0,477.0,552.0,616.0,691.0,709.0,828.0,851.0,1101.0,972.0,956.0,843.0,777.0,747.0,767.0,306.0
Rocket transportation,,,,,,,,,,,,,,,,,,,,,,
Supersonic transport,,3.0,2.0,1.0,2.0,2.0,1.0,1.0,,,2.0,1.0,2.0,2.0,4.0,2.0,2.0,7.0,3.0,2.0,3.0,3.0
Urban rail transit,,4.0,3.0,2.0,5.0,8.0,9.0,15.0,18.0,15.0,20.0,40.0,26.0,30.0,36.0,38.0,24.0,17.0,29.0,16.0,27.0,15.0
Vactrain,,,,,,,,,,,,,,,,,,,,,,
VTOL,,,1.0,,,,2.0,3.0,4.0,,,7.0,4.0,4.0,4.0,7.0,9.0,6.0,7.0,6.0,7.0,4.0
Thermoacoustic heat engine,,,,,,,,,,,,1.0,,,,,,,,,,
Hyper-personalized intelligence,,29.0,28.0,55.0,55.0,43.0,63.0,56.0,83.0,84.0,79.0,100.0,122.0,114.0,128.0,117.0,107.0,123.0,123.0,119.0,97.0,31.0
