y,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Magnetorheological fluid,1.0,,,,,1.0,1.0,1.0,2.0,,1.0,3.0,6.0,10.0,1.0,5.0,2.0,3.0,5.0,6.0,5.0,
Metal foam,1.0,3.0,,4.0,5.0,11.0,5.0,6.0,5.0,8.0,7.0,6.0,3.0,6.0,2.0,14.0,14.0,21.0,10.0,8.0,8.0,
Metamaterial,,,,,,,,,2.0,6.0,9.0,5.0,10.0,8.0,9.0,10.0,9.0,17.0,14.0,18.0,22.0,
Multi-function structure,,,,,,,,,,,,,,,,,,,,,,
Nanocrystal,,10.0,4.0,10.0,10.0,21.0,17.0,30.0,35.0,40.0,50.0,51.0,46.0,54.0,63.0,64.0,59.0,63.0,51.0,76.0,71.0,
Nanotextured surface,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,
Photonic Metamaterial,,,,,,,,,,,,,,,,,,,,,,
piezoelectric material adhesion,,,,,,,,,,,,,,,,,,,,,,
Programmable matter,,,,,,,2.0,,,,2.0,,,,,,,,,,,
Quantum dot,,2.0,4.0,4.0,19.0,25.0,32.0,21.0,44.0,45.0,66.0,72.0,60.0,111.0,95.0,159.0,147.0,196.0,190.0,169.0,172.0,
Self-cleaning surfaces,,1.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,,2.0,,,,,,,1.0,
Shape Memory Polymer,2.0,1.0,,2.0,1.0,2.0,,,4.0,3.0,1.0,6.0,4.0,4.0,4.0,4.0,4.0,7.0,4.0,2.0,8.0,
Shape-memory alloy,10.0,7.0,16.0,22.0,17.0,21.0,15.0,11.0,8.0,13.0,18.0,20.0,22.0,19.0,21.0,19.0,17.0,21.0,31.0,16.0,21.0,
Silicene,,,,,,,,,,,,,,,,1.0,,,,1.0,1.0,
Single Photon Source,,,,,,,1.0,1.0,,,1.0,1.0,,,,,,1.0,,1.0,1.0,
Superalloy,14.0,16.0,34.0,50.0,29.0,36.0,25.0,33.0,25.0,19.0,32.0,24.0,19.0,18.0,30.0,29.0,32.0,39.0,51.0,52.0,49.0,
Superfluidity,,,,,,,,,,,,,,,,,,,,,,
Superlenses chips,,,,,,,,,,,,,,,,,,,,,,
Syntactic Materials,,,1.0,,,1.0,2.0,,,1.0,,1.0,,,,,,,,,,
Time crystal,,,,,,,,,1.0,,1.0,,,,,,,,1.0,,,
Zeolite,116.0,146.0,274.0,244.0,252.0,274.0,226.0,265.0,246.0,284.0,296.0,273.0,282.0,304.0,280.0,304.0,316.0,294.0,299.0,310.0,299.0,
Zero-friction coating,,3.0,2.0,2.0,4.0,6.0,4.0,6.0,1.0,3.0,7.0,3.0,5.0,5.0,4.0,3.0,4.0,5.0,4.0,6.0,6.0,
16K video resolution,,,,,,,,,,,,,,,,,,,,,,
Augmented reality,,,10.0,3.0,7.0,7.0,6.0,4.0,7.0,4.0,17.0,48.0,132.0,107.0,151.0,220.0,219.0,255.0,317.0,513.0,620.0,
Brain-computer interface,,,,,,,,,,,,1.0,,,2.0,3.0,,,4.0,4.0,5.0,
Computer-generated imagery,,,1.0,,1.0,,,1.0,,,,1.0,,4.0,2.0,3.0,2.0,1.0,5.0,8.0,8.0,
Detecting fake news online automatically,,,,,,,,,,,,,,,,,,,,,,
e-Reader,,,1.0,,,,1.0,,,1.0,2.0,12.0,8.0,33.0,9.0,31.0,10.0,10.0,11.0,15.0,11.0,
Extended Reality,,,,,,,,,,,,,1.0,,,,,1.0,1.0,3.0,8.0,
hydrogen vehicle,,,,,,,3.0,,2.0,2.0,4.0,,1.0,,,1.0,1.0,,,,,
Immersion (virtual reality),,,,,,,,,,,,1.0,1.0,,1.0,,,2.0,1.0,1.0,,
Mixed Reality,1.0,,,1.0,1.0,5.0,5.0,,8.0,4.0,6.0,4.0,7.0,10.0,15.0,6.0,9.0,35.0,58.0,110.0,234.0,
Video tracking,,,,1.0,,,2.0,2.0,1.0,1.0,,1.0,2.0,6.0,2.0,7.0,5.0,10.0,10.0,12.0,9.0,
Virtual reality,26.0,28.0,43.0,47.0,42.0,30.0,37.0,21.0,62.0,53.0,50.0,49.0,63.0,103.0,96.0,140.0,192.0,285.0,329.0,434.0,530.0,
3D Bioprinting,,,,,,,,,,,,,,,,1.0,,1.0,,2.0,4.0,
Anti-degenerative medicine,,,,,,,,,,,,,,,,,,,,,,
Apheresis,2.0,9.0,11.0,18.0,8.0,7.0,5.0,14.0,9.0,4.0,7.0,12.0,12.0,12.0,10.0,13.0,13.0,10.0,10.0,24.0,15.0,
Artificial womb,,,,,,,,,,,,,,1.0,1.0,,,,,,,
Bio Ink,5.0,1.0,8.0,18.0,23.0,20.0,16.0,19.0,24.0,35.0,52.0,52.0,75.0,58.0,103.0,72.0,63.0,68.0,70.0,60.0,83.0,
Biomimetic Nanocoagulation,,,,,,,,,,,,,,,,,,,,,,
Biosensor,10.0,10.0,34.0,73.0,49.0,35.0,56.0,58.0,51.0,69.0,82.0,95.0,100.0,94.0,110.0,108.0,77.0,73.0,87.0,95.0,102.0,
Breath analysis,,,,,2.0,1.0,2.0,4.0,5.0,1.0,,,2.0,2.0,1.0,1.0,8.0,8.0,5.0,9.0,7.0,
Cancer biomarker,,,,,,,1.0,,1.0,5.0,2.0,5.0,5.0,3.0,7.0,3.0,7.0,5.0,5.0,5.0,5.0,
Capsule endoscopy,,,,,,,,1.0,,2.0,,1.0,,8.0,1.0,,1.0,2.0,1.0,1.0,,
Cortical implant,,,,,,,,,,,,,,,,,,,,,,
De-extinction,,,,,,,,,,,,,,,,,,,,,,
DNA-templated organic synthesis,,,,,,,,,,,,,,,,,,,,,,
Drug-eluting stent,,,,,1.0,2.0,,2.0,4.0,1.0,1.0,1.0,1.0,,2.0,1.0,5.0,2.0,1.0,,,
Electroanalgesia,,,,,,,,,,,,,,,,,,,,,,
Electronic nose,2.0,1.0,8.0,14.0,11.0,10.0,9.0,6.0,7.0,7.0,4.0,7.0,4.0,4.0,2.0,7.0,12.0,4.0,4.0,5.0,3.0,
Head transplant,,,,,,,,,,,,,,,,,,,,,,
Intelligent toilet,,,,,,,,,,1.0,,,,1.0,,1.0,,1.0,,2.0,4.0,
Jet injector,,,1.0,1.0,1.0,,,2.0,,1.0,1.0,2.0,1.0,1.0,,1.0,3.0,2.0,1.0,,1.0,
Lab-on-a-chip,,,4.0,4.0,6.0,7.0,11.0,14.0,8.0,10.0,19.0,14.0,21.0,11.0,17.0,20.0,23.0,11.0,17.0,21.0,15.0,
Microelectromechanical systems,6.0,23.0,105.0,130.0,185.0,221.0,205.0,217.0,234.0,215.0,232.0,211.0,228.0,228.0,281.0,275.0,269.0,252.0,229.0,238.0,236.0,
Microfluidics,4.0,6.0,23.0,19.0,29.0,38.0,23.0,33.0,37.0,39.0,55.0,43.0,55.0,60.0,61.0,58.0,71.0,74.0,72.0,77.0,86.0,1.0
Molecular electronics,,,,2.0,3.0,6.0,,4.0,2.0,2.0,1.0,,2.0,,,,,,,1.0,1.0,
Nanorobotics,,,,,,,,,3.0,,,1.0,,,,,2.0,,,2.0,,
Neuron Control,,,,,,,,,,,,,,,,,,,,,,
Neuroprosthetics,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,
Nutritional genomics,,,,,,,,,,1.0,3.0,3.0,,,1.0,,1.0,,,,,
Omni Processor,,,,,,,,,,,,,,,,,,,,,,
OOKP,,,,,,,,,,,,,,,,,,,,,,
Organ-on-a-Chip,,,,,,,,,,,,,,,,,,1.0,,1.0,3.0,
Photoacoustic imaging,,,,,,,,,1.0,,1.0,2.0,2.0,3.0,9.0,6.0,7.0,3.0,4.0,3.0,5.0,
Plasma Medicine,1.0,,,2.0,1.0,,1.0,,,2.0,,,1.0,1.0,4.0,4.0,3.0,8.0,3.0,2.0,4.0,
Point of care automated analyser,,,,,,,,,,,,,1.0,1.0,,,1.0,,,,1.0,
Portable water purification,,,,,,1.0,,1.0,,,,,,1.0,,,,,,1.0,,
Powered exoskeleton,,,,,,,,,,1.0,,,,1.0,,2.0,1.0,1.0,3.0,6.0,4.0,
Protein Structure Prediction,2.0,,1.0,,,1.0,,1.0,,,1.0,,,,1.0,,2.0,,,,1.0,
Rapid diagnostic test,,,,,,,,,,,,,1.0,2.0,,2.0,,1.0,1.0,2.0,3.0,
Real-time polymerase chain reaction,,,,,,,,1.0,2.0,3.0,7.0,6.0,10.0,11.0,8.0,10.0,14.0,13.0,10.0,12.0,6.0,
Regenerative Medicine,6.0,10.0,14.0,32.0,29.0,25.0,21.0,27.0,43.0,43.0,39.0,48.0,28.0,38.0,40.0,50.0,61.0,45.0,68.0,67.0,67.0,
Sensory substitution,,,,,,,,,,,,,,,,,,,,,,
Single Cell Analysis,,,,,,,,,1.0,,,1.0,3.0,3.0,6.0,4.0,13.0,11.0,12.0,20.0,21.0,
Stasis Chamber,,,,,,,,,,,,,,,,,,,,,,
Synthetic Blood,6.0,6.0,1.0,2.0,3.0,3.0,4.0,3.0,4.0,1.0,6.0,5.0,2.0,1.0,3.0,2.0,5.0,5.0,5.0,8.0,4.0,
Theranostic Wound Care,,,,,,,,,,,,,,,1.0,,1.0,4.0,4.0,10.0,5.0,
Transdermal optical imaging,,,,,,,,,,,,,,,,,,,,,,
Active camouflage,2.0,8.0,4.0,8.0,4.0,6.0,7.0,12.0,11.0,7.0,13.0,15.0,15.0,20.0,20.0,30.0,24.0,31.0,12.0,16.0,36.0,
Active noise control,,2.0,,,2.0,1.0,,,1.0,2.0,,,1.0,,,2.0,3.0,2.0,2.0,6.0,4.0,
Automatic identification of suspicious activity,,,,,,,,,,,,,,,,,,,,,,
Cloaking device,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,6.0,
Coilgun,,,,,,,,,,,,,,,,,,,,,1.0,
Compact Kinetic Energy Missile,,,,,,,,,,,,,,,,,,,,,,
DART ammunition,,,,,,,,,,,,,,,,,,,,,,
Delay-line oscillator,,,,,,,,,,,,,,1.0,,,1.0,1.0,1.0,1.0,1.0,
Electrolaser,,,,,,,,,,,,,,,,,,,,,,
Electroshock weapon,,,,,,,1.0,1.0,1.0,3.0,2.0,1.0,,,1.0,1.0,3.0,2.0,2.0,2.0,1.0,
Electrothermal-chemical technology for propellants,,,,,,,,,,,,,,,,,,,,,,
EMP weapon,,,,,,,,,,,,,,,2.0,,,,1.0,,,
Explosively pumped flux compression generator,,,,,,,,,,,,,,,,,,,,,,
Force Field,1.0,,3.0,3.0,3.0,4.0,2.0,7.0,9.0,8.0,9.0,9.0,3.0,4.0,4.0,3.0,6.0,12.0,5.0,6.0,13.0,
Homodyne detection,,,,,1.0,1.0,,,,2.0,1.0,1.0,1.0,1.0,,,2.0,1.0,1.0,1.0,1.0,
HPM weapons,,,,,,1.0,2.0,1.0,,,3.0,,,2.0,2.0,3.0,2.0,,,3.0,,
Hypersonic weapon,,,,,,,,,,,,,,,,,,,,,,
Kinetic bombardment,,,,,,,,,,,,,,,,,,,,,,
Kinetic energy penetrator,,,,,,,,,,,,1.0,,1.0,,,,,,,,
Laser weapon,,,,,,1.0,,3.0,,1.0,,,2.0,,1.0,1.0,,,,,1.0,
Lidar,,5.0,5.0,4.0,13.0,26.0,12.0,19.0,21.0,13.0,28.0,34.0,35.0,38.0,56.0,55.0,42.0,87.0,206.0,323.0,346.0,
MAHEM,,,,,,,,,,,,,,,,,,,,,,
Metamaterial cloaking,,,,,,,,,,,,,,,,,,,,1.0,,
MGM-166 LOSAT,,,,,,,,,,,,,,,,,,,,,,
Nonlinear metamaterial,,,,,,,,,,,,,,,,,,,,,,
Optical coating,2.0,7.0,12.0,5.0,10.0,5.0,5.0,7.0,3.0,2.0,5.0,2.0,1.0,2.0,4.0,2.0,1.0,2.0,5.0,7.0,5.0,
Optoelectronic oscillator,,,,,,,,,,,,,,,,2.0,,,,,1.0,
Particle-beam weapon,,,,,,,,,,,,,,,,,,,,,,
Plasma stealth,,,,,,,,,,,,,,,,,,,,,,
Pure fusion weapon,,,,,,,,,,,,,,,,,,,,,,
Quadcopter,,,,,,,,,,,,,,,2.0,1.0,14.0,18.0,19.0,14.0,14.0,
Quantum illumination,,,,2.0,,1.0,,,,1.0,,,1.0,1.0,,1.0,3.0,1.0,2.0,,1.0,
Quantum radar,,,,,,,,,,,,,,,,1.0,1.0,,,,,
Railgun,,,,,,,,,,,1.0,1.0,,,2.0,,2.0,2.0,2.0,1.0,1.0,
Sonic weapon,,,,,,,,,,,,,,,,,,,,,,
Swarm robotic platforms,,,,,,,,,,,,,,,,,,,,,,
Swarm robotics,,,,,,,,,,,,,,,,,,,,,1.0,
Teslaphoresis,,,,,,,,,,,,,,,,,,,,,,
Vortex ring gun,,,,,,,,,,,,,,,,,,,,,,
Asteroid mining,,,,,,,,,,,,,,,1.0,,1.0,1.0,1.0,2.0,3.0,
Biomining,5.0,2.0,5.0,5.0,4.0,8.0,1.0,8.0,9.0,10.0,6.0,8.0,5.0,3.0,1.0,1.0,4.0,4.0,4.0,2.0,6.0,
Urban mining,,,,,,,,,,,,,,,,,,,,,,
Closed system drug transfer device,,,,,,,,,,,,,,,,,,,,,,
DNA repair,17.0,21.0,45.0,103.0,69.0,69.0,96.0,99.0,87.0,112.0,185.0,151.0,160.0,153.0,188.0,206.0,174.0,186.0,204.0,263.0,279.0,
Electronic cigarette,,,,,,,,,,,2.0,1.0,,15.0,29.0,61.0,64.0,126.0,154.0,137.0,168.0,
Enzybiotics,,,,,,,,,,,,,,,,,,,,,,
Exhalation delivery system,,,,,,,,,,,,,,,,1.0,1.0,,1.0,3.0,2.0,
Gene Editing,,,,,,,,,4.0,4.0,1.0,1.0,4.0,3.0,22.0,22.0,78.0,122.0,180.0,323.0,376.0,
Genome Prime Editing,,,,,,,,,,,,,,,,,,,,,,
ISCOM,1.0,,,,,,,2.0,2.0,3.0,4.0,1.0,2.0,,5.0,2.0,3.0,1.0,7.0,1.0,2.0,
Medicinal fungi,,,,,,,,,,,,,1.0,,,,,,,,,
Microneedle drug delivery,,,,,,,,,,,,,,,,,,,,,,
Molecular Inversion Probe,,,,,,,,,,,,,,1.0,,1.0,,1.0,,3.0,2.0,
NASBA,2.0,2.0,4.0,4.0,5.0,5.0,9.0,6.0,8.0,17.0,14.0,14.0,15.0,9.0,15.0,11.0,9.0,14.0,7.0,7.0,4.0,
Off-target genome editing,,,,,,,,,,,,,,,,,1.0,1.0,1.0,3.0,2.0,
Oncolytic virus,,,,,,3.0,3.0,1.0,4.0,2.0,3.0,,2.0,1.0,2.0,2.0,2.0,5.0,3.0,14.0,21.0,
Phage therapy,,,,,,1.0,,2.0,,2.0,,1.0,2.0,1.0,2.0,3.0,6.0,5.0,3.0,5.0,5.0,
Receptor activated solely by a synthetic ligand,,,,2.0,,,,,,,,,,,,,,,,,,
Senolytic,,,,,,,,,,,,,,,,,1.0,8.0,12.0,11.0,6.0,
Stem-cell therapy,,,2.0,3.0,1.0,2.0,,,,5.0,2.0,3.0,5.0,3.0,9.0,8.0,7.0,7.0,9.0,8.0,8.0,
Structurally nanoengineered antimicrobial polypeptide polymers,,,,,,,,1.0,,,2.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,3.0,3.0,
Targeted drug delivery,,,4.0,3.0,2.0,3.0,3.0,1.0,4.0,3.0,6.0,1.0,4.0,8.0,11.0,10.0,21.0,14.0,10.0,8.0,18.0,
Virotherapy,,,,,,,,,,,,,,,1.0,,1.0,,,1.0,1.0,
Air-launch-to-orbit,,,,,,,,,,,,,,,,,,,,,,
Artificial gravity,,2.0,,,,,,,,,,,,,,,1.0,,1.0,,,
Beam-powered propulsion,,,,,,,,,,,,,,,,,,,,,,
Fusion rocket,,,,,,,,,,,,,,,,,,,,,,
Inflatable space habitat,,,,,,,,,,,,,,,,,,,1.0,,1.0,
Ion thruster,,,,,,,,1.0,,,1.0,,,,,1.0,,,,,1.0,
Launch loop,,,,,,,,,,,,,,,,,,,,,,
Mass driver,,,,,,,,,,,,,,1.0,,,,,,,,
Mini-magnetosphere,,,,,,,,,,,,,,,,,,,,,,
Miniaturized satellite,,,1.0,,,,,1.0,,,1.0,,,,,,,,3.0,1.0,7.0,
Nuclear photonic rocket,,,,,,,,,,,,,,,,,,,,,,
Photon rocket,,,,,,,,,,,,,,,,,,,,,,
Photonic laser thruster,,,,,,,,,,,,,,,,,,,,,,
Plasma propulsion engine,,1.0,,1.0,,,,,,,,,,,,,,,1.0,,,
Propellant depot,,,,,,,,,,1.0,,,,,,,,,,,,
Ram accelarator,,,,,,,,,,,,,,,,,,,,,,
Reusable launch system,,,,,,2.0,,,,,,,,,,,,,,,,
Reusable rocket technology for orbital rockets,,,,,,,,,,,,,,,,,,,,,,
Skyhook,,,,,,,,,2.0,,1.0,1.0,,2.0,3.0,3.0,5.0,2.0,3.0,1.0,2.0,
Space elevator,,,1.0,,1.0,,1.0,,,,1.0,2.0,,,,4.0,1.0,,,,1.0,
Space gun,,,,,,,,,,,,,,,,,,,,,,
Spaceplane,,,,,,1.0,,1.0,,,,,,,,1.0,,,1.0,2.0,1.0,
StarTram,,1.0,,,,,,,,,,,,,,,,,,,,
Suborbital launch,,,,,,,,1.0,,,,,,,,,,,,,,
Autonomous Rail Rapid Transit,,,,,,,,,,,,,,,,,,,,,,
Autonomous vehicle,1.0,2.0,1.0,,,1.0,2.0,,,5.0,8.0,7.0,16.0,8.0,12.0,31.0,48.0,144.0,253.0,420.0,520.0,
Backpack helicopter,,,,,,,,,,,,,,,,,,,,,,
Electric vehicle,14.0,26.0,37.0,27.0,24.0,30.0,12.0,34.0,46.0,75.0,138.0,180.0,284.0,340.0,338.0,351.0,420.0,389.0,498.0,493.0,569.0,
Fuel cell,50.0,112.0,272.0,379.0,463.0,453.0,465.0,472.0,453.0,436.0,528.0,490.0,480.0,397.0,525.0,470.0,453.0,457.0,442.0,494.0,514.0,1.0
Fuel cell vehicle,1.0,2.0,8.0,11.0,17.0,8.0,7.0,11.0,7.0,21.0,27.0,31.0,21.0,28.0,48.0,55.0,46.0,47.0,53.0,59.0,68.0,
Hoverbike,,,,,,,,,,,,,,,,,,,1.0,,1.0,
Hovertrain,,,,,,,,,,,,,,,,,,,,,,
Hydrogen vehicle,,,,,,,3.0,,2.0,2.0,4.0,,1.0,,,1.0,1.0,,,,,
Hyperloop,,,,,,,,,,,,,,,,,1.0,1.0,,2.0,3.0,
Intelligent transportation system,,1.0,1.0,3.0,3.0,1.0,1.0,4.0,1.0,3.0,1.0,5.0,2.0,3.0,2.0,4.0,7.0,8.0,2.0,5.0,14.0,
Jetpack,,,,,,,,,,,,1.0,,,1.0,,,1.0,1.0,,2.0,
Maglev,3.0,1.0,3.0,2.0,5.0,3.0,5.0,8.0,3.0,2.0,9.0,5.0,1.0,3.0,6.0,4.0,10.0,3.0,11.0,6.0,9.0,
PAV,,1.0,5.0,4.0,2.0,3.0,4.0,5.0,2.0,5.0,3.0,2.0,4.0,6.0,1.0,2.0,3.0,4.0,6.0,4.0,3.0,
Personal rapid transit,1.0,1.0,,,4.0,1.0,,2.0,,2.0,,4.0,1.0,2.0,7.0,,,2.0,,,,
Physical Internet,,,,,1.0,,,,,2.0,1.0,,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,
Pulse detonation engine,,,,,,,,1.0,1.0,,1.0,2.0,,,,,1.0,,,,,
Rapid transit,84.0,111.0,198.0,255.0,270.0,240.0,321.0,314.0,358.0,401.0,478.0,488.0,560.0,698.0,703.0,707.0,785.0,845.0,856.0,880.0,967.0,2.0
Rocket transportation,,1.0,,,,,,,,2.0,,,1.0,,,,,,,,,
Supersonic transport,,,,,,,,,1.0,1.0,,,2.0,,,1.0,,,1.0,,3.0,
Urban rail transit,,,,,,,,,,,1.0,,1.0,,,1.0,2.0,2.0,2.0,5.0,13.0,1.0
Vactrain,,,,,,,,,,,,,,,,,,,,,,
VTOL,2.0,1.0,3.0,4.0,1.0,6.0,12.0,8.0,4.0,7.0,7.0,10.0,8.0,8.0,7.0,7.0,13.0,20.0,17.0,23.0,33.0,
Thermoacoustic heat engine,,,,,,2.0,,,,,,,,,,,,,,,,
Hyper-personalized intelligence,23.0,51.0,164.0,213.0,161.0,196.0,228.0,304.0,256.0,235.0,307.0,403.0,348.0,425.0,488.0,393.0,418.0,390.0,451.0,483.0,438.0,
