y,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
MAHEM,,,,,,,,,,,,,,,,,,,,,,
Metamaterial cloaking,,,,,,,,,,,,,,,,1.0,,,,,,
MGM-166 LOSAT,,,,,,,,,,,,,,,,,,,,,,
Nonlinear metamaterial,,,,,,,,,,,,,,,,,,,,,,
Optical coating,,,,,,,,,,,,,,,1.0,,,,,,,
Optoelectronic oscillator,,,,,,,,,,,,,,,,,,,,,,
Particle-beam weapon,,,,,,,,,,,,,,,,,,,,,,
Plasma stealth,,,,,,,,,,,,,,,,,,,,,,
Pure fusion weapon,,,,,,,,,,,,,,,,,,,,,,
Quadcopter,,,,,,,,,,,,2.0,,1.0,3.0,5.0,3.0,3.0,9.0,14.0,20.0,
Quantum illumination,,,,,,,,18.0,9.0,26.0,8.0,14.0,14.0,14.0,20.0,45.0,33.0,37.0,36.0,40.0,62.0,
Quantum radar,,,,,,,,,,,,,,,1.0,,,,,2.0,,
Railgun,,,,,,,,1.0,,,,,,,,,1.0,2.0,1.0,,,
Sonic weapon,,,,,,,,,,,,,,,,,,,,,,
Swarm robotic platforms,,,,,,,,,,,,,,,,,,,,,,
Swarm robotics,,,,,,,,,,,,1.0,1.0,1.0,,,1.0,2.0,1.0,5.0,3.0,
Teslaphoresis,,,,,,,,,,,,,,,,,,,,,,
Vortex ring gun,,,,,,,,,,,,,,,,,,,,,,
Asteroid mining,,,,,,,,,,,,,,,,1.0,,,,1.0,,
Biomining,,,,,,,,,,,,,,,,,,,,,,
Urban mining,,,,,,,,,,,,,,,,,,,,,,
Closed system drug transfer device,,,,,,,,,,,,,,,,,,,,,,
DNA repair,,,,,,,,2.0,,,,,,,,,,,,,,
Electronic cigarette,,,,,,,,,,,,,,,,,1.0,,,,,
Enzybiotics,,,,,,,,,,,,,,,,,,,,,,
Exhalation delivery system,,,,,,,,,,,,,,,,,,,,,,
Gene Editing,,,,,,,,,,,,,,,,,1.0,1.0,2.0,2.0,1.0,
Genome Prime Editing,,,,,,,,,,,,,,,,,,,,,,
ISCOM,,,,,,,,,,,,,,,,,,,,,,
Medicinal fungi,,,,,,,,,,,,,,,,,,,,,,
Microneedle drug delivery,,,,,,,,,,,,,,,,,,,,,,
Molecular Inversion Probe,,,,,,,,,,,,,,,,,,,,,,
NASBA,,,,,,,,,,,,,,,,,,,,,,
Off-target genome editing,,,,,,,,,,,,,,,,,,,,,,
Oncolytic virus,,,,,,,,,,,,,,,,,,,1.0,,,
Phage therapy,,,,,,,,,,,,,,,,,,,,,,
Receptor activated solely by a synthetic ligand,,,,,,,,,,,,,,,,,,,,,,
Senolytic,,,,,,,,,,,,,,,,,,,,,,
Stem-cell therapy,,,,,,,,,,,,,,,,,,,,,,
Structurally nanoengineered antimicrobial polypeptide polymers,,,,,,,,,,,,,,,,,,,,,,
Targeted drug delivery,,,,,,,,,,,,1.0,,,,,,1.0,3.0,1.0,2.0,
Virotherapy,,,,,,,,,,,,,,,,,,,1.0,,,
Air-launch-to-orbit,,,,,,,,,,,,,,,,,,,,,,
Artificial gravity,,,,,,,,,,,,,,,,,,1.0,,,,
Beam-powered propulsion,,,,,,,,,,,,,,,,,,,,,,
Fusion rocket,,,,,,,,,,1.0,,,,,,,,,,,,
Inflatable space habitat,,,,,,,,,,,,,,,,,,,,,,
Ion thruster,,,,,,,,,1.0,,,,,,1.0,,,,,,,
Launch loop,,,,,,,,,,,,,,,,,,,,,,
Mass driver,,,,,,,,,,,,,,,,,,,,,,
Mini-magnetosphere,,,,,,,,,,,,,,,,,,1.0,,,,
Miniaturized satellite,,,,,,,,,,,,,,,,,1.0,,,3.0,,
Nuclear photonic rocket,,,,,,,,,,,,,,,,,,,,,,
Photon rocket,,,,,,,,,,,,,,,,,,,,,,
Photonic laser thruster,,,,,,,,,,,,,,,,,,,,,,
Plasma propulsion engine,,,,,,,,,,,,,,,,,,,,1.0,1.0,
Propellant depot,,,,,,,,,,,,,,,,,,,,,,
Ram accelarator,,,,,,,,,,,,,,,,,,,,,,
Reusable launch system,,,,,,,,,,,,,,,,,,,,,,
Reusable rocket technology for orbital rockets,,,,,,,,,,,,,,,,,,,,,,
Skyhook,,,,,,,,,,,,,,,,,,,,,,
Space elevator,,,,,,,,2.0,,1.0,,,,,,,1.0,,1.0,1.0,,
Space gun,,,,,,,,,,,,,,,,,,,,,,
Spaceplane,,,,,,,,,,,,,,,,,,,,,,
StarTram,,,,,,,,,,,,,,,,,,,,,,
Suborbital launch,,,,,,,,,,,,,,,,,,,,,,
Autonomous Rail Rapid Transit,,,,,,,,,,,,,,,,,,,,,,
Autonomous vehicle,,,,,,,,,,,,,,,,,2.0,3.0,10.0,19.0,24.0,
Backpack helicopter,,,,,,,,,,,,,,,,,,,,,,
Electric vehicle,,,,,,,,,,,,,,2.0,1.0,4.0,4.0,2.0,4.0,9.0,10.0,
Fuel cell,,,,,,,,3.0,,1.0,1.0,,2.0,1.0,3.0,1.0,1.0,3.0,5.0,3.0,,
Fuel cell vehicle,,,,,,,,,,,,,,,,,,,,,,
Hoverbike,,,,,,,,,,,,,,,,,,,,,,
Hovertrain,,,,,,,,,,,,,,,,,,,,,,
Hydrogen vehicle,,,,,,,,,,,,,,,,,,,,,,
Hyperloop,,,,,,,,,,,,,,,,,,,,,1.0,
Intelligent transportation system,,,,,,,,,,,,,,,2.0,,,,4.0,1.0,4.0,
Jetpack,,,,,,,,,,,,,,,,,,,,,,
Maglev,,,,,,,,,,,,,,,,,,,,,,
PAV,,,,,,,,1.0,,4.0,,,,1.0,1.0,,,,,1.0,1.0,
Personal rapid transit,,,,,,,,,,,,,,,,,,2.0,,,,
Physical Internet,,,,,,,,,,,,,,,,,,1.0,,2.0,1.0,
Pulse detonation engine,,,,,,,,,,,,,,,,,,,,,,
Rapid transit,,,,,,,,14.0,20.0,24.0,7.0,10.0,8.0,11.0,18.0,32.0,33.0,22.0,27.0,38.0,30.0,1.0
Rocket transportation,,,,,,,,,,,,,,,,,,,,,,
Supersonic transport,,,,,,,,,,,,,,,,,,,,,,
Urban rail transit,,,,,,,,,,,,,,,,,,,,,,
Vactrain,,,,,,,,,,,,,,,,,,,,,,
VTOL,,,,,,,,,,,,,1.0,,,,,1.0,1.0,,2.0,
Thermoacoustic heat engine,,,,,,,,,,,,,,,,,,,,,,
Hyper-personalized intelligence,,,,,,,,,1.0,,,1.0,1.0,2.0,2.0,4.0,3.0,4.0,6.0,9.0,8.0,
