y,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
MGM-166 LOSAT,,,,,,,,,,,,,,,,,,,,,,
Nonlinear metamaterial,,,,,,,,,,,,,,,,,,,,,,
Optical coating,,,,,,,,,,,,,,,,,,,,,,
Optoelectronic oscillator,,,,,,,,,,,,,,,,,,,,,,
Particle-beam weapon,,,,,,,,,,,,,,,,,,,,,,
Plasma stealth,,,,,,,,,,,,,,,,,,,,,,
Pure fusion weapon,,,,,,,,,,,,,,,,,,,,,,
Quadcopter,,,,,,,,,,,,,,,,,,,,,,
Quantum illumination,,,,,,,,,,,,,,,,,,,,,,
Quantum radar,,,,,,,,,,,,,,,,,,,,,,
Railgun,,,,,,,,,,,,,,,,,,,,,,
Sonic weapon,,,,,,,,,,,,,,,,,,,,,,
Swarm robotic platforms,,,,,,,,,,,,,,,,,,,,,,
Swarm robotics,,,,,,,,,,,,,,,,,,,,,,
Teslaphoresis,,,,,,,,,,,,,,,,,,,,,,
Vortex ring gun,,,,,,,,,,,,,,,,,,,,,,
Asteroid mining,,,,,,,,,,,,,,,,,,,,,,
Biomining,,,,,,,,,,,,,,,,,,,,,,
Urban mining,,,,,,,,,,,,,,,,,,,,,,
Closed system drug transfer device,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,
DNA repair,,97.0,100.0,96.0,106.0,115.0,114.0,118.0,135.0,171.0,186.0,181.0,169.0,143.0,136.0,151.0,164.0,170.0,231.0,235.0,181.0,
Electronic cigarette,,,,,,,,,,,,,2.0,5.0,12.0,15.0,20.0,29.0,49.0,55.0,76.0,
Enzybiotics,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,1.0,,,,,
Exhalation delivery system,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,1.0,,,
Gene Editing,,,,,,,1.0,1.0,,,1.0,3.0,2.0,12.0,24.0,71.0,166.0,292.0,426.0,501.0,486.0,
Genome Prime Editing,,,,,,,,,,,,,,,,,,,,,,
ISCOM,,,,,,,,,,,,,,,,,,,,,,
Medicinal fungi,,,,,,,,,,,,,,,,,,,,,,
Microneedle drug delivery,,,,,,,,,,,,,,,,,,,,,,
Molecular Inversion Probe,,,,,,,,,,,,,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,,
NASBA,,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,
Off-target genome editing,,,,,,,,,,,,,,,,,,,,1.0,1.0,
Oncolytic virus,,,,1.0,3.0,4.0,8.0,11.0,15.0,26.0,23.0,19.0,20.0,12.0,12.0,13.0,18.0,18.0,24.0,29.0,18.0,
Phage therapy,,1.0,,,,,,,1.0,1.0,,2.0,1.0,1.0,1.0,2.0,5.0,4.0,6.0,11.0,7.0,
Receptor activated solely by a synthetic ligand,,1.0,1.0,,,,,,,,1.0,1.0,5.0,5.0,6.0,10.0,13.0,14.0,23.0,16.0,13.0,
Senolytic,,,,,,,,,,,,,,,,,2.0,9.0,8.0,12.0,22.0,
Stem-cell therapy,,,,5.0,7.0,8.0,7.0,10.0,16.0,21.0,17.0,19.0,24.0,18.0,16.0,21.0,22.0,20.0,18.0,21.0,11.0,
Structurally nanoengineered antimicrobial polypeptide polymers,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,
Targeted drug delivery,,3.0,6.0,8.0,11.0,13.0,17.0,24.0,24.0,35.0,28.0,21.0,15.0,17.0,22.0,23.0,19.0,20.0,23.0,31.0,19.0,
Virotherapy,,,,1.0,2.0,1.0,3.0,5.0,7.0,15.0,11.0,13.0,15.0,8.0,8.0,7.0,7.0,7.0,10.0,14.0,9.0,
Air-launch-to-orbit,,,,,,,,,,,,,,,,,,,,,,
Artificial gravity,,,,,,,,,,1.0,,,,,,,,,,,,
Beam-powered propulsion,,,,,,,,,,,,,,,,,,,,,,
Fusion rocket,,,,,,,,,,,,,,,,,,,,,,
Inflatable space habitat,,,,,,,,,,,,,,,,,,,,,,
Ion thruster,,,,,,,,,,,,,,,,,,,,,,
Launch loop,,,,,,,,,,,,,,,,,,,,,,
Mass driver,,,,,,,,,,,,,,,,,,,,,,
Mini-magnetosphere,,,,,,,,,,,,,,,,,,,,,,
Miniaturized satellite,,,,,,,,,,,,,,,,,,,,,,
Nuclear photonic rocket,,,,,,,,,,,,,,,,,,,,,,
Photon rocket,,,,,,,,,,,,,,,,,,,,,,
Photonic laser thruster,,,,,,,,,,,,,,,,,,,,,,
Plasma propulsion engine,,,,,,,,,,,,,,,,,,,,,,
Propellant depot,,,,,,,,,,,,,,,,,,,,,,
Ram accelarator,,,,,,,,,,,,,,,,,,,,,,
Reusable launch system,,,,,,,,,,,,,,,,,,,,,,
Reusable rocket technology for orbital rockets,,,,,,,,,,,,,,,,,,,,,,
Skyhook,,,,,,,,,,,,,,,,,,,,,,
Space elevator,,,,,,,,,,,,,,,,,,,,,,
Space gun,,,,,,,,,,,,,,,,,,,,,,
Spaceplane,,,,,,,,,,,,,,,,,,,,,,
StarTram,,,,,,,,,,,,,,,,,,,,,,
Suborbital launch,,,,,,,,,,,,,,,,,,,,,,
Autonomous Rail Rapid Transit,,,,,,,,,,,,,,,,,,,,,,
Autonomous vehicle,,,,,,,,,,,,,,,,,,,,,,
Backpack helicopter,,,,,,,,,,,,,,,,,,,,,,
Electric vehicle,,,,,,,,,,,,,,,,,,,,,,
Fuel cell,,1.0,,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,1.0,
Fuel cell vehicle,,,,,,,,,,,,,,,,,,,,,,
Hoverbike,,,,,,,,,,,,,,,,,,,,,,
Hovertrain,,,,,,,,,,,,,,,,,,,,,,
Hydrogen vehicle,,,,,,,,,,,,,,,,,,,,,,
Hyperloop,,,,,,,,,,,,,,,,,,,,,,
Intelligent transportation system,,,,,,,,,,,,,,,,,,,,,,
Jetpack,,,,,,,,,,,,,,,,,,,,,,
Maglev,,,,,,,,,,,,,,,,,,,,,,
PAV,,,,,,,,1.0,1.0,2.0,2.0,1.0,1.0,,1.0,2.0,1.0,1.0,,,,
Personal rapid transit,,,,,,,,,,,,,,,,,,,,,,
Physical Internet,,,,,,,,,,,,,,,,,,,,,,
Pulse detonation engine,,,,,,,,,,,,,,,,,,,,,,
Rapid transit,,2.0,3.0,2.0,2.0,3.0,3.0,5.0,4.0,7.0,10.0,7.0,7.0,6.0,6.0,4.0,3.0,2.0,3.0,6.0,10.0,
Rocket transportation,,,,,,,,,,,,,,,,,,,,,,
Supersonic transport,,,,,,,,,,,,,,,,,,,,,,
Urban rail transit,,,,,,,,,,,,,,,,,,,,,,
Vactrain,,,,,,,,,,,,,,,,,,,,,,
VTOL,,,,,,,,,,,,,,,,,,,,,,
Thermoacoustic heat engine,,,,,,,,,,,,,,,,,,,,,,
Hyper-personalized intelligence,,,,1.0,,1.0,1.0,2.0,1.0,4.0,7.0,7.0,5.0,5.0,9.0,9.0,7.0,6.0,17.0,12.0,12.0,
