y,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Nanocrystal,,,,,,,,,,11.0,7.0,9.0,16.0,16.0,42.0,523.0,352.0,448.0,482.0,504.0,226.0,
Nanotextured surface,,,,,,,,,,,,,,,,1.0,10.0,1.0,4.0,2.0,,
Photonic Metamaterial,,,,,,,,,,,,,,,,1.0,,4.0,,,,
piezoelectric material adhesion,,,,,,,,,,,,,,,,,,,,,,
Programmable matter,,,,,,,,,1.0,1.0,1.0,,3.0,1.0,5.0,25.0,11.0,16.0,17.0,,23.0,
Quantum dot,,,,,,,,,3.0,10.0,15.0,21.0,30.0,37.0,281.0,2176.0,1605.0,1735.0,1322.0,1433.0,816.0,
Self-cleaning surfaces,,,,,,,,,,,,1.0,3.0,,,34.0,18.0,16.0,23.0,13.0,5.0,
Shape Memory Polymer,,,,,,,,,,,,,,4.0,1.0,17.0,77.0,19.0,22.0,30.0,10.0,
Shape-memory alloy,,,,,,,,,,1.0,1.0,4.0,4.0,2.0,8.0,105.0,66.0,100.0,93.0,90.0,28.0,
Silicene,,,,,,,,,,,,,2.0,,3.0,111.0,26.0,22.0,27.0,39.0,11.0,
Single Photon Source,,,,,,,,,,,,,,,,25.0,20.0,19.0,9.0,20.0,8.0,
Superalloy,,,,,,,,,,,,,,2.0,4.0,72.0,79.0,121.0,110.0,85.0,54.0,
Superfluidity,,,,,,,,,1.0,2.0,2.0,,1.0,1.0,,27.0,18.0,19.0,29.0,28.0,16.0,
Superlenses chips,,,,,,,,,,,,,,,,,,,,,,
Syntactic Materials,,,,,,,,,,,,,,,,,,,,,,
Time crystal,,,,,,,,,,,,,3.0,2.0,,21.0,23.0,83.0,54.0,41.0,22.0,
Zeolite,,,,,,,,,1.0,1.0,1.0,1.0,13.0,10.0,18.0,223.0,327.0,493.0,413.0,373.0,216.0,
Zero-friction coating,,,,,,,,,,,,,1.0,,,4.0,23.0,9.0,12.0,2.0,3.0,
16K video resolution,,,,,,,,,,,,,,,,,,,,,,
Augmented reality,,,,,,,,,6.0,56.0,100.0,130.0,261.0,190.0,308.0,6972.0,12700.0,18444.0,16986.0,13729.0,7265.0,3.0
Brain-computer interface,,,,,,,,,,6.0,6.0,10.0,12.0,14.0,27.0,249.0,392.0,462.0,262.0,345.0,317.0,
Computer-generated imagery,,,,,,,,,1.0,6.0,14.0,6.0,9.0,6.0,13.0,254.0,133.0,99.0,150.0,160.0,69.0,
Detecting fake news online automatically,,,,,,,,,,,,,,,,,,,,,,
e-Reader,,,,,,,,,5.0,56.0,143.0,192.0,273.0,149.0,286.0,925.0,959.0,584.0,550.0,951.0,1219.0,32.0
Extended Reality,,,,,,,,,,,,,1.0,,,1.0,23.0,90.0,294.0,404.0,220.0,
hydrogen vehicle,,,,,,,,,,3.0,,,,1.0,2.0,14.0,20.0,32.0,65.0,45.0,28.0,
Immersion (virtual reality),,,,,,,,,1.0,3.0,3.0,1.0,6.0,14.0,5.0,338.0,380.0,365.0,515.0,371.0,253.0,
Mixed Reality,,,,,,,,,,4.0,9.0,2.0,6.0,9.0,8.0,369.0,1277.0,3656.0,3256.0,2892.0,1044.0,
Video tracking,,,,,,,,,,,1.0,1.0,1.0,,2.0,837.0,455.0,35.0,19.0,10.0,19.0,
Virtual reality,,,,,,,,,13.0,43.0,45.0,65.0,100.0,139.0,1078.0,22253.0,42747.0,28591.0,21816.0,16130.0,7530.0,6.0
3D Bioprinting,,,,,,,,,,,,,,3.0,5.0,267.0,230.0,270.0,349.0,344.0,141.0,
Anti-degenerative medicine,,,,,,,,,,,,,,,,,,,,,,
Apheresis,,,,,,,,,,1.0,,3.0,3.0,4.0,3.0,134.0,128.0,214.0,192.0,113.0,90.0,
Artificial womb,,,,,,,,,1.0,,,,,,,12.0,7.0,129.0,27.0,38.0,9.0,
Bio Ink,,,,,,,,,7.0,16.0,13.0,8.0,42.0,48.0,150.0,1963.0,1560.0,1416.0,1961.0,1398.0,812.0,
Biomimetic Nanocoagulation,,,,,,,,,,,,,,,,,,,,,,
Biosensor,,,,,,,,,1.0,6.0,9.0,11.0,20.0,19.0,53.0,591.0,531.0,496.0,677.0,517.0,472.0,
Breath analysis,,,,,,,,,,,,,2.0,4.0,2.0,73.0,63.0,51.0,19.0,39.0,32.0,
Cancer biomarker,,,,,,,,,,3.0,1.0,,3.0,2.0,1.0,101.0,73.0,85.0,127.0,97.0,41.0,
Capsule endoscopy,,,,,,,,,,,,,,2.0,6.0,108.0,106.0,96.0,73.0,76.0,26.0,
Cortical implant,,,,,,,,,,,,,,,,,4.0,1.0,,,,
De-extinction,,,,,,,,,,,,,,13.0,9.0,90.0,36.0,90.0,27.0,20.0,12.0,
DNA-templated organic synthesis,,,,,,,,,,,,,,,,,,,,,,
Drug-eluting stent,,,,,,,,,,3.0,1.0,2.0,3.0,6.0,3.0,226.0,154.0,130.0,122.0,101.0,53.0,
Electroanalgesia,,,,,,,,,,,,,,,,,1.0,3.0,5.0,,1.0,
Electronic nose,,,,,,,,,1.0,,1.0,,2.0,1.0,4.0,104.0,76.0,66.0,58.0,51.0,24.0,
Head transplant,,,,,,,,,,,,,,,,214.0,183.0,105.0,28.0,35.0,5.0,
Intelligent toilet,,,,,,,,,,,,,1.0,,,16.0,33.0,21.0,61.0,106.0,18.0,
Jet injector,,,,,,,,,,,,,1.0,,1.0,,57.0,6.0,14.0,8.0,6.0,
Lab-on-a-chip,,,,,,,,,2.0,8.0,5.0,9.0,9.0,17.0,13.0,326.0,269.0,285.0,345.0,267.0,167.0,
Microelectromechanical systems,,,,,,,,,8.0,10.0,18.0,21.0,50.0,81.0,106.0,2219.0,1755.0,1487.0,1868.0,1263.0,448.0,
Microfluidics,,,,,,,,,2.0,6.0,9.0,8.0,12.0,17.0,32.0,521.0,469.0,565.0,746.0,546.0,408.0,
Molecular electronics,,,,,,,,,,5.0,1.0,1.0,1.0,6.0,6.0,60.0,25.0,47.0,84.0,36.0,31.0,
Nanorobotics,,,,,,,,,2.0,1.0,,,2.0,4.0,5.0,56.0,107.0,58.0,140.0,51.0,28.0,
Neuron Control,,,,,,,,,,,,,,,,,1.0,1.0,,,,
Neuroprosthetics,,,,,,,,,3.0,1.0,1.0,5.0,5.0,1.0,9.0,114.0,65.0,73.0,86.0,40.0,20.0,
Nutritional genomics,,,,,,,,,,,,,1.0,1.0,1.0,5.0,6.0,4.0,6.0,4.0,1.0,
Omni Processor,,,,,,,,,,,,,,,,34.0,3.0,1.0,2.0,,,
OOKP,,,,,,,,,,,,,,,,13.0,6.0,,1.0,1.0,1.0,
Organ-on-a-Chip,,,,,,,,,,,,,2.0,,4.0,56.0,52.0,50.0,129.0,65.0,61.0,
Photoacoustic imaging,,,,,,,,,,,2.0,1.0,,2.0,6.0,39.0,23.0,72.0,84.0,75.0,28.0,
Plasma Medicine,,,,,,,,,1.0,1.0,,,,3.0,2.0,51.0,64.0,89.0,121.0,84.0,81.0,
Point of care automated analyser,,,,,,,,,,,,,,,,1.0,,1.0,,,,
Portable water purification,,,,,,,,,,,,,,1.0,1.0,15.0,12.0,12.0,12.0,6.0,1.0,
Powered exoskeleton,,,,,,,,,3.0,7.0,3.0,3.0,15.0,8.0,14.0,233.0,357.0,347.0,257.0,357.0,173.0,2.0
Protein Structure Prediction,,,,,,,,,,,,,,,,24.0,11.0,7.0,13.0,15.0,53.0,
Rapid diagnostic test,,,,,,,,,,,,,,4.0,7.0,83.0,61.0,26.0,72.0,29.0,170.0,
Real-time polymerase chain reaction,,,,,,,,,1.0,,,1.0,,,2.0,34.0,57.0,36.0,47.0,21.0,126.0,
Regenerative Medicine,,,,,,,,,25.0,30.0,72.0,49.0,99.0,104.0,261.0,4678.0,3543.0,4255.0,4096.0,3476.0,1836.0,
Sensory substitution,,,,,,,,,,,,,2.0,1.0,1.0,19.0,5.0,5.0,4.0,10.0,3.0,
Single Cell Analysis,,,,,,,,,,,,,4.0,2.0,4.0,199.0,179.0,211.0,247.0,274.0,201.0,
Stasis Chamber,,,,,,,,,,1.0,,,,1.0,1.0,4.0,5.0,43.0,,1.0,3.0,
Synthetic Blood,,,,,,,,,4.0,3.0,,2.0,4.0,5.0,6.0,122.0,108.0,86.0,64.0,76.0,25.0,
Theranostic Wound Care,,,,,,,,,,1.0,,1.0,9.0,22.0,51.0,3729.0,3212.0,3433.0,4015.0,3602.0,1777.0,
Transdermal optical imaging,,,,,,,,,,,,,,,,,1.0,,,23.0,,
Active camouflage,,,,,,,,,2.0,6.0,9.0,8.0,18.0,25.0,30.0,462.0,554.0,653.0,897.0,1959.0,2577.0,1.0
Active noise control,,,,,,,,,,,2.0,,,2.0,1.0,39.0,27.0,51.0,38.0,63.0,26.0,
Automatic identification of suspicious activity,,,,,,,,,,,,,,,,,,,,,,
Cloaking device,,,,,,,,,1.0,10.0,5.0,8.0,7.0,24.0,16.0,390.0,254.0,147.0,215.0,107.0,80.0,1.0
Coilgun,,,,,,,,,1.0,1.0,1.0,,1.0,,,7.0,7.0,18.0,3.0,4.0,1.0,
Compact Kinetic Energy Missile,,,,,,,,,,,,,,,,,,,,,,
DART ammunition,,,,,,,,,,,,,1.0,,,17.0,8.0,5.0,4.0,3.0,3.0,
Delay-line oscillator,,,,,,,,,,,,,,,,,,,,,,
Electrolaser,,,,,,,,,,,,,,,,,1.0,,,1.0,,
Electroshock weapon,,,,,,,,,3.0,15.0,11.0,20.0,31.0,73.0,459.0,1779.0,1167.0,570.0,654.0,367.0,264.0,
Electrothermal-chemical technology for propellants,,,,,,,,,,,,,,,,,,,,,,
EMP weapon,,,,,,,,,,,,,,,,17.0,20.0,12.0,2.0,1.0,5.0,
Explosively pumped flux compression generator,,,,,,,,,,,,,,,,,,,,,,
Force Field,,,,,,,,,7.0,7.0,12.0,23.0,25.0,16.0,43.0,627.0,423.0,371.0,283.0,173.0,203.0,
Homodyne detection,,,,,,,,,,,,,,,,3.0,,3.0,2.0,3.0,3.0,
HPM weapons,,,,,,,,,,1.0,3.0,,2.0,,7.0,83.0,30.0,29.0,32.0,49.0,21.0,
Hypersonic weapon,,,,,,,,,,,,1.0,1.0,3.0,16.0,60.0,101.0,56.0,577.0,657.0,207.0,
Kinetic bombardment,,,,,,,,,,,,,,,,,1.0,,,,1.0,
Kinetic energy penetrator,,,,,,,,,,,,,,,,1.0,,,1.0,2.0,1.0,
Laser weapon,,,,,,,,,,3.0,3.0,2.0,1.0,9.0,31.0,249.0,76.0,180.0,219.0,115.0,147.0,
Lidar,,,,,,,,,6.0,15.0,15.0,28.0,39.0,50.0,92.0,1381.0,1657.0,2435.0,3125.0,2922.0,3382.0,3.0
MAHEM,,,,,,,,,,,1.0,,,,,4.0,,1.0,,,1.0,
Metamaterial cloaking,,,,,,,,,,,,1.0,,,,1.0,,1.0,,,,
MGM-166 LOSAT,,,,,,,,,,,,,,,,,,1.0,1.0,3.0,,
Nonlinear metamaterial,,,,,,,,,,,,,,,1.0,,,1.0,,,,
Optical coating,,,,,,,,,,,,,2.0,,3.0,16.0,43.0,36.0,60.0,59.0,18.0,
Optoelectronic oscillator,,,,,,,,,,,,,,,,,1.0,,1.0,,,
Particle-beam weapon,,,,,,,,,,,,,,,,,2.0,1.0,,2.0,2.0,
Plasma stealth,,,,,,,,,,,,,,,,1.0,,,,,1.0,
Pure fusion weapon,,,,,,,,,,,,,,,,,3.0,2.0,1.0,,,
Quadcopter,,,,,,,,,,,2.0,1.0,16.0,26.0,150.0,1376.0,985.0,495.0,491.0,280.0,118.0,
Quantum illumination,,,,,,,,,1.0,2.0,3.0,4.0,9.0,3.0,14.0,152.0,136.0,173.0,177.0,205.0,116.0,
Quantum radar,,,,,,,,,,,,,,,,15.0,13.0,5.0,22.0,11.0,10.0,
Railgun,,,,,,,,,,2.0,4.0,9.0,15.0,19.0,38.0,244.0,304.0,139.0,128.0,392.0,105.0,
Sonic weapon,,,,,,,,,,,1.0,,1.0,,,4.0,9.0,51.0,88.0,34.0,4.0,
Swarm robotic platforms,,,,,,,,,,,,,,,,,,,,,,
Swarm robotics,,,,,,,,,,,,,1.0,1.0,2.0,32.0,18.0,21.0,11.0,18.0,5.0,
Teslaphoresis,,,,,,,,,,,,,,,,,8.0,1.0,,,,
Vortex ring gun,,,,,,,,,,,,,2.0,,,,,,,,,
Asteroid mining,,,,,,,,,1.0,,1.0,,22.0,15.0,6.0,148.0,228.0,127.0,114.0,102.0,47.0,
Biomining,,,,,,,,,,,,,1.0,1.0,,4.0,8.0,10.0,19.0,36.0,73.0,
Urban mining,,,,,,,,,,,,,1.0,3.0,1.0,22.0,31.0,21.0,69.0,16.0,5.0,
Closed system drug transfer device,,,,,,,,,,,,,1.0,,2.0,18.0,19.0,6.0,12.0,13.0,22.0,
DNA repair,,,,,,,,,5.0,10.0,6.0,23.0,11.0,14.0,32.0,652.0,706.0,578.0,608.0,579.0,366.0,
Electronic cigarette,,,,,,,,,,7.0,10.0,9.0,32.0,125.0,983.0,9056.0,7424.0,4901.0,8671.0,24886.0,6398.0,1.0
Enzybiotics,,,,,,,,,,,,,,,,,1.0,,,,3.0,
Exhalation delivery system,,,,,,,,,,1.0,1.0,,1.0,2.0,2.0,80.0,28.0,39.0,29.0,40.0,149.0,
Gene Editing,,,,,,,,,,,,,4.0,6.0,55.0,2956.0,3926.0,5054.0,5363.0,4592.0,2483.0,
Genome Prime Editing,,,,,,,,,,,,,,,,,,,,1.0,,
ISCOM,,,,,,,,,,,1.0,1.0,,,,,1.0,,4.0,,,
Medicinal fungi,,,,,,,,,,,,,,,,,1.0,2.0,4.0,4.0,,
Microneedle drug delivery,,,,,,,,,,,,,,,,1.0,12.0,3.0,9.0,4.0,4.0,
Molecular Inversion Probe,,,,,,,,,,1.0,,,2.0,,,2.0,,,,1.0,,
NASBA,,,,,,,,,,,,,1.0,9.0,4.0,65.0,18.0,35.0,48.0,14.0,12.0,
Off-target genome editing,,,,,,,,,,,,,,,,,,,2.0,,,
Oncolytic virus,,,,,,,,,3.0,1.0,4.0,2.0,1.0,1.0,11.0,144.0,296.0,484.0,560.0,499.0,265.0,
Phage therapy,,,,,,,,,,1.0,,,1.0,1.0,3.0,69.0,48.0,84.0,98.0,126.0,80.0,
Receptor activated solely by a synthetic ligand,,,,,,,,,,,2.0,6.0,3.0,5.0,12.0,41.0,26.0,16.0,16.0,29.0,8.0,
Senolytic,,,,,,,,,,,,,,,,5.0,7.0,40.0,26.0,58.0,38.0,
Stem-cell therapy,,,,,,,,,2.0,11.0,12.0,14.0,21.0,20.0,57.0,964.0,856.0,891.0,982.0,740.0,419.0,
Structurally nanoengineered antimicrobial polypeptide polymers,,,,,,,,,1.0,6.0,,,15.0,7.0,12.0,130.0,154.0,90.0,130.0,177.0,57.0,
Targeted drug delivery,,,,,,,,,,3.0,5.0,4.0,6.0,11.0,18.0,390.0,417.0,237.0,344.0,286.0,149.0,
Virotherapy,,,,,,,,,1.0,,1.0,1.0,,,12.0,61.0,47.0,52.0,58.0,40.0,26.0,
Air-launch-to-orbit,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,
Artificial gravity,,,,,,,,,,,1.0,1.0,4.0,1.0,12.0,31.0,31.0,35.0,22.0,77.0,9.0,
Beam-powered propulsion,,,,,,,,,,,,,,,,12.0,11.0,2.0,3.0,3.0,5.0,
Fusion rocket,,,,,,,,,,,,,,1.0,1.0,,1.0,3.0,1.0,2.0,1.0,
Inflatable space habitat,,,,,,,,,,,,,,,,3.0,97.0,3.0,1.0,,,
Ion thruster,,,,,,,,,,1.0,,1.0,1.0,2.0,1.0,35.0,19.0,25.0,23.0,4.0,4.0,
Launch loop,,,,,,,,,,,,,,,,2.0,4.0,1.0,1.0,3.0,1.0,
Mass driver,,,,,,,,,1.0,3.0,3.0,,2.0,1.0,2.0,39.0,29.0,38.0,96.0,22.0,18.0,
Mini-magnetosphere,,,,,,,,,,,,,1.0,,,,,,,,2.0,
Miniaturized satellite,,,,,,,,,,,,,,1.0,3.0,23.0,42.0,59.0,95.0,162.0,46.0,
Nuclear photonic rocket,,,,,,,,,,,,,,,,,,,,,,
Photon rocket,,,,,,,,,,,,,,,,1.0,,,1.0,,1.0,
Photonic laser thruster,,,,,,,,,,,,,,,,,,,,,,
Plasma propulsion engine,,,,,,,,,,1.0,,,1.0,1.0,,15.0,10.0,7.0,16.0,12.0,9.0,
Propellant depot,,,,,,,,,1.0,,,,1.0,,,1.0,,,1.0,1.0,,
Ram accelarator,,,,,,,,,,,,,,,,,,,,,,
Reusable launch system,,,,,,,,,,,,1.0,1.0,2.0,,7.0,8.0,12.0,18.0,22.0,4.0,
Reusable rocket technology for orbital rockets,,,,,,,,,,,,,,,,,,,,,,
Skyhook,,,,,,,,,5.0,4.0,8.0,4.0,12.0,7.0,11.0,90.0,52.0,55.0,68.0,71.0,72.0,
Space elevator,,,,,,,,,2.0,3.0,2.0,2.0,12.0,4.0,11.0,218.0,41.0,16.0,42.0,49.0,10.0,
Space gun,,,,,,,,,,,,,1.0,1.0,1.0,21.0,6.0,8.0,29.0,14.0,5.0,
Spaceplane,,,,,,,,,,,1.0,6.0,5.0,5.0,34.0,128.0,195.0,119.0,127.0,80.0,78.0,
StarTram,,,,,,,,,,,,,,1.0,,,,,1.0,,,
Suborbital launch,,,,,,,,,1.0,1.0,1.0,8.0,19.0,7.0,12.0,159.0,200.0,74.0,92.0,121.0,74.0,
Autonomous Rail Rapid Transit,,,,,,,,,,,,,,,,,,16.0,14.0,24.0,7.0,
Autonomous vehicle,,,,,,,,,4.0,8.0,9.0,14.0,56.0,81.0,472.0,5816.0,9392.0,8327.0,7503.0,5140.0,3916.0,28.0
Backpack helicopter,,,,,,,,,,,,,,,,1.0,,,,,,
Electric vehicle,,,,,,,,,37.0,89.0,166.0,193.0,275.0,306.0,557.0,7252.0,7977.0,10898.0,14569.0,17521.0,11884.0,17.0
Fuel cell,,,,,,,,,60.0,86.0,93.0,95.0,151.0,186.0,574.0,5643.0,4315.0,4159.0,4827.0,4181.0,3140.0,1.0
Fuel cell vehicle,,,,,,,,,9.0,8.0,16.0,11.0,19.0,36.0,151.0,1357.0,1164.0,1373.0,1204.0,1036.0,637.0,1.0
Hoverbike,,,,,,,,,,,,2.0,1.0,,2.0,115.0,70.0,110.0,46.0,18.0,24.0,
Hovertrain,,,,,,,,,,,,,,,1.0,2.0,,,3.0,,,
Hydrogen vehicle,,,,,,,,,,3.0,,,,1.0,2.0,14.0,20.0,32.0,65.0,45.0,28.0,
Hyperloop,,,,,,,,,,,,,2.0,52.0,92.0,761.0,1782.0,2800.0,2069.0,828.0,583.0,
Intelligent transportation system,,,,,,,,,2.0,,,1.0,2.0,8.0,9.0,132.0,154.0,110.0,147.0,77.0,45.0,
Jetpack,,,,,,,,,15.0,22.0,44.0,32.0,68.0,67.0,116.0,1158.0,974.0,966.0,790.0,937.0,407.0,1.0
Maglev,,,,,,,,,6.0,5.0,10.0,5.0,9.0,16.0,33.0,685.0,370.0,370.0,331.0,362.0,131.0,
PAV,,,,,,,,,5.0,5.0,2.0,2.0,5.0,10.0,13.0,125.0,159.0,150.0,144.0,205.0,155.0,
Personal rapid transit,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,33.0,21.0,18.0,11.0,6.0,3.0,
Physical Internet,,,,,,,,,,,,2.0,2.0,,,8.0,9.0,9.0,20.0,2.0,,
Pulse detonation engine,,,,,,,,,,,,,,,,3.0,2.0,6.0,1.0,,,
Rapid transit,,,,,,,,,1451.0,2170.0,3094.0,3998.0,7671.0,7989.0,17697.0,169219.0,140862.0,126310.0,96551.0,89486.0,62071.0,91.0
Rocket transportation,,,,,,,,,,,,,,,,111.0,,5.0,5.0,1.0,2.0,
Supersonic transport,,,,,,,,,,,,2.0,,,2.0,80.0,55.0,86.0,46.0,71.0,28.0,
Urban rail transit,,,,,,,,,,,,1.0,2.0,1.0,1.0,39.0,46.0,58.0,50.0,44.0,69.0,
Vactrain,,,,,,,,,,,1.0,,1.0,1.0,,5.0,1.0,,2.0,2.0,2.0,
VTOL,,,,,,,,,5.0,2.0,2.0,3.0,10.0,13.0,22.0,245.0,330.0,496.0,564.0,397.0,231.0,
Thermoacoustic heat engine,,,,,,,,,,,,,,,1.0,,,,,,,
Hyper-personalized intelligence,,,,,,,,,216.0,303.0,330.0,316.0,529.0,600.0,977.0,10681.0,9915.0,12322.0,15692.0,13761.0,8745.0,6.0
