"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Standing on Platform as a Service","J. S. Hurwitz; D. Kirsch",NA; NA,"Cloud Computing For Dummies","","2020","","","135","145","The evolution from Infrastructure as a service (IaaS) to Platform as a Service (PaaS) was a step that developers recognized quickly. This chapter discusses the value of the PaaS and its ability to make software development easier in a cloud environment. DevOps platform to give developers the tools they desire, PaaS environments provide the services that developers require. One of the primary benefits of the abstraction of the PaaS model is that it allows businesses to rapidly transform their software to meet new customer requirements. PaaS computing environments are a technique for managing the cloud‐based software development and deployment life cycle. Public PaaS clouds provide the shortest path to development and deployment of a Software as a service application. PaaS platforms are generally much less complicated than IaaS platforms in their configuration and management, tasks which are often handled by the IT, development, or operations teams.","","9781119546757","","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=9953460.pdf&bkn=9953200&pdfType=chapter","","Software;Operating systems;Platform as a service;Containers;NIST;Transforms;Training","","","","","","","","16 Nov 2022","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
"Managing Storage in Azure","T. L. Warner",NA,"Microsoft Azure For Dummies","","2020","","","47","63","Standard storage is less expensive and slower because it uses traditional mechanical hard drives on the Azure back end. This chapter focuses on the blob service. Azure Storage Explorer is a free, closed‐source, cross‐platform desktop application that enables people to interact with their Azure storage accounts. The chapter considers the Azure Files service to be a sort of Swiss Army knife that has numerous use cases. The Azure storage account table storage service is a NoSQL key‐value store, which represents semi structured data. Many Azure developers like the table service because it's a fast, scalable, low‐cost method for storing application data either temporarily or permanently. Azure table storage is aimed at high‐capacity NoSQL storage within a single region. If developers need more advanced features, refer them to the storage queue service's bigger sibling, Azure Service Bus.","","9781119612186","","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=9953287.pdf&bkn=9953206&pdfType=chapter","","IEEE Regions;Data centers;Standards;Zirconium;Servers;Portals;NoSQL databases","","","","","","","","16 Nov 2022","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
"The Part of Tens","D. Lowe",NA,"Networking For Dummies","","2020","","","419","420","","","9781119748670","","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=9953470.pdf&bkn=9953201&pdfType=chapter","","","","","","","","","","16 Nov 2022","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
"Planning for DevOps in the Cloud","J. S. Hurwitz; D. Kirsch",NA; NA,"Cloud Computing For Dummies","","2020","","","149","164","Many organizations that are forward‐looking are focused on a cloud‐first strategy for applications development and deployment, including a focus on continuous integration and delivery of software. This chapter explains the changing landscape of applications development and deployment that is emerging based on cloud computing and the impact on organizations. The DevOps culture provides organizations a variety of benefits that make it a good match for today's IT environments. Modern cloud native application development addresses the issue of flexibility so that businesses can add new services and change applications to keep up with changing customer demands. While continuous integration and continuous deployment are linked together as though they are a single practice, it is important to understand both of these processes separately. The chapter describes the two processes, how they relate to each other, and their value in dynamic application development, delivery, and deployment.","","9781119546757","","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=9953429.pdf&bkn=9953200&pdfType=chapter","","Cloud computing;Software;Security;Testing;Organizations;Costs;Codes","","","","","","","","16 Nov 2022","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
"Securing Your Network","D. Lowe",NA,"Networking For Dummies","","2020","","","317","318","","","9781119748670","","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=9953364.pdf&bkn=9953201&pdfType=chapter","","","","","","","","","","16 Nov 2022","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
"Deploying and Configuring Azure Virtual Machines","T. L. Warner",NA,"Microsoft Azure For Dummies","","2020","","","87","113","Azure includes many wonderful Platform as a Service (PaaS) options, such as Azure App Service and Azure SQL Database, that can provide geoscaling and fast agility. This chapter explains the various Azure Virtual Machines (VM) options and how to deploy and configure Windows Server and Linux VMs in Azure. Each Azure region consists of multiple data centers; each data center consists of thousands of hardware blade servers. Microsoft supports Windows Client VM images in Azure only for development purposes. Perhaps the fastest way to deploy a VM in Azure is to do so from the Azure Marketplace. At a higher level of abstraction, an Azure virtual machine is a cloud resource that consists of the following three subsystems: compute, storage and network. <i>Scalability</i>refers to developers ability to resize their VM. Configuration management in the Azure cloud is essentially the same as it is on premises.","","9781119612186","","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=9953402.pdf&bkn=9953206&pdfType=chapter","","Operating systems;Servers;Linux;Virtual machining;Cloud computing;Hardware;Data centers","","","","","","","","16 Nov 2022","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
"Ten Tips to Refine Your Pen Testing Skills","R. Shimonski",NA,"Penetration Testing For Dummies","","2020","","","201","208","This chapter explains ten tips to help pen tester refine their pen testing skills as they continue in their career or education. Auto mechanics, welders, and others who use tools to conduct their work can‐t do great work without tools that are maintained and preserved. The same is true of IT professionals, especially those who function in the security realm as pen testers. Learning about Kevin and how he turned into a grey hat hacker over time helps to get inside the mind of those who conduct crimes and their motives. There are professional organizations that cater to pen testers, schools that form groups of like minded individuals, governance committees, and other types of groups that allow those who conduct ethical hacking to join together and share ideas. All the technical knowledge, skill, tools, and experience in the world can't save a pen tester and a company from a social engineering attack.","","9781119577478","","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=9953508.pdf&bkn=9953204&pdfType=chapter","","Testing;Computer hacking;Internet;Security;Penetration testing;Libraries;Ethics","","","","","","","","16 Nov 2022","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
"Managing Data Storage in the Cloud","J. S. Hurwitz; D. Kirsch",NA; NA,"Cloud Computing For Dummies","","2020","","","177","187","Data storage is a prime concern for businesses and can be complex and expensive. This chapter explores the evolution of storage requirements leading to the hybrid cloud strategy approach. It considers how companies can streamline their organizations' IT capabilities by leveraging both public and private cloud storage options. One of the most important characteristics of cloud storage is how it integrates with infrastructure as a service, platform as a service, and software as a service clouds. The chapter explains how storage connects with virtual machines in the cloud in the upcoming “Elements of storage” sidebar. Data integrity is also a piece of the hybrid cloud environment. The hybrid cloud storage model offers many advantages to organizations that want to maintain the security of storing their highly confidential data within a private cloud and then selectively store data with fewer confidentiality requirements in the public cloud.","","9781119546757","","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=9953480.pdf&bkn=9953200&pdfType=chapter","","Cloud computing;Memory;Servers;Companies;Web services;Costs;File systems","","","","","","","","16 Nov 2022","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
"Destroy (Malware)","R. Shimonski",NA,"Penetration Testing For Dummies","","2020","","","93","102","This chapter covers the types of attacks meant to simply destroy a company's assets for the purpose of revenge, leverage, gain, or in some cases, for the challenge. Destroy attacks can cost a company a lot of time and money to recover from. This chapter focuses on what toolkit tools pen tester need to identify when they are experiencing a destroy type attack, and also whether their systems are vulnerable to that kind of attack. It details the tools for conducting a pen test to simulate malware attacks, which are attacks that cause destruction. Tools such as Kali, Nessus, Wireshark, and others can be used to scan for vulnerabilities in pen tester systems, so that they can mitigate the risks and the attacks. Ransomware is its own brand of evil. Those who create it and distribute it are some of the worst of the bunch because this is a script kiddie paradise.","","9781119577478","","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=9953404.pdf&bkn=9953204&pdfType=chapter","","Malware;Computer hacking;Databases;Trojan horses;Safety;Penetration testing;Operating systems","","","","","","","","16 Nov 2022","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
"Top Ten Myths About Pen Testing","R. Shimonski",NA,"Penetration Testing For Dummies","","2020","","","193","200","A <i>myth</i> is defined as a phenomenon or a widely held idea or belief that is usually incorrect. This chapter provides most of the common questions and concerns folks have about what is true and not true about pen testing. As a security professional, knowing which one to conduct at appropriate times is important to understand. Pen testing is the act of actively trying to penetrate security defenses. Although many company leaders and department heads believe they need to have security, they might not be aware of the value‐add that a real pen tester can bring to their organization nor believe one is worth the cost. Some big enterprises will create a program in their security operations teams where pen testing is conducted often and usually on a schedule.","","9781119577478","","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=9953547.pdf&bkn=9953204&pdfType=chapter","","Testing;Security;Companies;Penetration testing;Computer hacking;Costs;Ethics","","","","","","","","16 Nov 2022","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
"About the Author","T. L. Warner",NA,"Microsoft Azure For Dummies","","2020","","","355","356","","","9781119612186","","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=9953372.pdf&bkn=9953206&pdfType=chapter","","","","","","","","","","16 Nov 2022","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
"Deploying Compute Resources to Microsoft Azure","T. L. Warner",NA,"Microsoft Azure For Dummies","","2020","","","45","46","","","9781119612186","","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=9953551.pdf&bkn=9953206&pdfType=chapter","","","","","","","","","","16 Nov 2022","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
"Working with Servers","D. Lowe",NA,"Networking For Dummies","","2020","","","165","166","","","9781119748670","","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=9953335.pdf&bkn=9953201&pdfType=chapter","","","","","","","","","","16 Nov 2022","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
"Using Group Policy","D. Lowe",NA,"Networking For Dummies","","2020","","","281","292","This chapter looks at group policy concepts. Group Policy is an important tool for any Windows network administrator. The way a specific policy is put into play is through a Group Policy Object (GPO). A GPO is a collection of one or more policies that are applied to either computers or users. The chapter provides the step‐by‐step instructions on enabling group policy management on Windows Server 2019. It shows the network administrators how to create a GPO that defines a policy enabling Windows Update for all computers in a domain so that users can't disable Windows Update. GPOs can have filters that further refine which users or computers the GPO applies to. The chapter provides the steps for filtering the two group policies, named IE Home Page Dummies and IE Home Page Beancounter, to link correctly to the group.","","9781119748670","","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=9953514.pdf&bkn=9953201&pdfType=chapter","","Servers;Computers;Operating systems;Internet;Passwords;Task analysis;Software","","","","","","","","16 Nov 2022","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
"Getting Started with Microsoft Azure","T. L. Warner",NA,"Microsoft Azure For Dummies","","2020","","","5","6","","","9781119612186","","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=9953299.pdf&bkn=9953206&pdfType=chapter","","","","","","","","","","16 Nov 2022","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
"Retesting","R. Shimonski",NA,"Penetration Testing For Dummies","","2020","","","181","190","This chapter explains the fundamentals of conducting a retest and shows how the iterative process makes a circular workflow that builds on mitigation and remediation efforts. Pen test retesting benefits include: testing the ability to respond to incidents, testing the ability to harden systems, testing the viability of the risk register, and scanning for and finding new issues post remediation. The pen test process flowing into retest should be a trigger‐based system where a retest becomes a process task in pen tester's pen test program on a continuous basis post pen tester's first pen test for the organization. Defense in depth needs to be considered in all aspects of a retest. The threat of specific areas should remain the focus, and pen tester should work to mitigate any threats reported in those areas. The register could include the recommendations, too, or those can be in a separate document.","","9781119577478","","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=9953374.pdf&bkn=9953204&pdfType=chapter","","Penetration testing;Testing;Registers;Security;Software;Organizations;Iterative methods","","","","","","","","16 Nov 2022","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
"Introduction","T. L. Warner",NA,"Microsoft Azure For Dummies","","2020","","","1","4","","","9781119612186","","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=9953302.pdf&bkn=9953206&pdfType=chapter","","Software;Cloud computing;Portals;Operating systems;Graphical user interfaces;Workstations;Task analysis","","","","","","","","16 Nov 2022","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
"Architectural Considerations for the Cloud Environment","J. S. Hurwitz; D. Kirsch",NA; NA,"Cloud Computing For Dummies","","2020","","","33","42","This chapter discusses the open issues and considerations in planning an environment that serve the best interest of one's internal and external customers. Cloud providers may provide the underlying physical and virtualized resources needed to run various cloud services. They also may create the actual applications and business services that operate in these environments. Clearly, all the components in the cloud provider model must be managed. There have to be services to support the business, manage configurations, and provision the right resources on demand. Management services must also support interoperability and service portability. Placing microservices into containers supported by orchestration services and well‐defined application programming interface is transforming the way businesses gain control over performance in complex computing environments. Making policies and rules operational in a hybrid cloud environment means that these dictates must be integrated from an architectural perspective.","","9781119546757","","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=9953270.pdf&bkn=9953200&pdfType=chapter","","Cloud computing;Biological system modeling;Computational modeling;Planning;Task analysis;Computer architecture;Companies","","","","","","","","16 Nov 2022","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
"Understanding the Different Types of Pen Testing","R. Shimonski",NA,"Penetration Testing For Dummies","","2020","","","51","52","","","9781119577478","","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=9953516.pdf&bkn=9953204&pdfType=chapter","","","","","","","","","","16 Nov 2022","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
"Exploring Azure Resource Manager","T. L. Warner",NA,"Microsoft Azure For Dummies","","2020","","","27","43","Azure Resource Manager (ARM) is the deployment and management service underneath Microsoft Azure. The Azure portal is simply a web front end that abstracts ARM REST application programming interface (API) requests and responses. API is a software specification that allows interaction with other software applications. Representational state transfer (REST) is a software development methodology that defines how web‐based APIs can communicate by using Hypertext Transfer Protocol. In the ARM REST API definition, a <i>resource provider</i> is a service that delivers a specific Azure product. RESTful APIs use JSON data format to encode all request and response data, which is certainly true in ARM. Microsoft has been gradually rolling out availability zones throughout its region map. Microsoft organizes its regions into geographies to support corporate compliance and data residency requirements. For software developers, software development kits represent yet anotherAPI abstraction layer.","","9781119612186","","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=9953268.pdf&bkn=9953206&pdfType=chapter","","Software;Social networking (online);Portals;Codes;Blogs;Visualization;Virtual machining","","","","","","","","16 Nov 2022","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
"Managing and Integrating Data in the Cloud","J. S. Hurwitz; D. Kirsch",NA; NA,"Cloud Computing For Dummies","","2020","","","191","205","The ability to manage and integrate data sources across on‐premises data centers and hybrid clouds is at the core of any data strategy. This chapter discusses the need to deal with the massive amount of information that defines one's business. The business can also shop for data from specialized data brokers who possess data on individuals who are not customers. It has been a common practice in marketing to acquire email lists or to access consumer data on social media sites such as Google, Facebook, or LinkedIn. Businesses now must be aware of enhanced regulatory controls on data privacy when reaching out to consumers via acquired data. The concept of controls in the cloud is so important that the cloud security alliance has put together a list controls called the cloud controls matrix to guide cloud vendors and assist potential cloud customers in assessing the overall risk of the provider.","","9781119546757","","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=9953451.pdf&bkn=9953200&pdfType=chapter","","Cloud computing;Business;Companies;Social networking (online);Law;Industries;Government","","","","","","","","16 Nov 2022","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
"Penetrate and Exploit","R. Shimonski",NA,"Penetration Testing For Dummies","","2020","","","53","67","Penetrate and exploit might sound like the title of an intense video game where people have to break into an enemy's fortress and expose their weakness to the world. This chapter explains client‐side and server‐side attacks, wireless attacks, and other points of entry into a secure location. A <i>vector</i> of attack is how a hacker can get in. When every single device is connected to a computer network, it can be an entry point into safeguarded data or assets. Social engineering attacks are the most commonly used type of penetration attack, and yet they're the easiest to prevent with enough safeguards in place. The IT professionals can use Kali to root out people vulnerable to social engineering by simulating one. Password cracking is accomplished through a tool that attempts all possible username and password combinations using a dictionary file.","","9781119577478","","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=9953339.pdf&bkn=9953204&pdfType=chapter","","Computer hacking;Cloning;Firewalls (computing);Passwords;Linux;Companies;Testing","","","","","","","","16 Nov 2022","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
"Getting Started with Networking","D. Lowe",NA,"Networking For Dummies","","2020","","","5","6","","","9781119748670","","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=9953343.pdf&bkn=9953201&pdfType=chapter","","","","","","","","","","16 Nov 2022","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
"The Part of Tens","J. S. Hurwitz; D. Kirsch",NA; NA,"Cloud Computing For Dummies","","2020","","","253","254","","","9781119546757","","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=9953486.pdf&bkn=9953200&pdfType=chapter","","","","","","","","","","16 Nov 2022","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
"Index","T. L. Warner",NA,"Microsoft Azure For Dummies","","2020","","","339","354","","","9781119612186","","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=9953453.pdf&bkn=9953206&pdfType=chapter","","","","","","","","","","16 Nov 2022","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
"A Closer Look at Cloud Services","J. S. Hurwitz; D. Kirsch",NA; NA,"Cloud Computing For Dummies","","2020","","","73","85","One of the most important benefits businesses gain from cloud computing is the ability to modularize application services so that they can be linked together to create a cohesive environment. The new generation of agile application development and deployment means software services can be developed and deployed virtually anywhere. This chapter discusses what it means to transform one's computing environment into independent services that are supported by containers and container orchestration. The techniques needed to create these new services are defined in a new generation of software development and deployment—Platform as a Service (PaaS). The combination of microservices, containers, container management, and PaaS provides the agility and flexibility to turn cloud computing into a platform for the future. The idea of cloud native was codified by The Cloud Native Computing Foundation, an organization founded in 2015 under the auspices of the Linux Foundation.","","9781119546757","","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=9953308.pdf&bkn=9953200&pdfType=chapter","","Cloud computing;Microservice architectures;Containers;Codes;Software;Servers;Hardware","","","","","","","","16 Nov 2022","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
"Supporting Your Users","D. Lowe",NA,"Networking For Dummies","","2020","","","263","280","One of the most important functions of an IT administrators are supporting their users. The best way to do that is to set up a help desk. This chapter provides an overview of what to consider when setting up and managing an effective help desk. Whether administrators are starting from scratch or evaluating the effectiveness of an existing help desk, the best place to start is to create a charter for the help desk. The most important tool that a help desk uses to manage support requests is the <i>support ticket</i>. Users must have a reliable and responsive method of communicating with the help desk. With Remote Assistance, administrators can see the user's screen in a window on their own screen, so they can watch what the user is doing. An important aspect of any help desk is creating and maintaining a comprehensive knowledge base of common issues along with their solutions.","","9781119748670","","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=9953276.pdf&bkn=9953201&pdfType=chapter","","Databases;Companies;TV;Hardware;Electronic mail;Wheels;Web search","","","","","","","","16 Nov 2022","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
"Front Matter","J. S. Hurwitz; D. Kirsch",NA; NA,"Cloud Computing For Dummies","","2020","","","i","xii","The prelims comprise: <list style=""bulleted""> <listItem>Title Page</listItem> <listItem>Copyright Page</listItem> <listItem>Contents at a Glance</listItem> <listItem>Introduction</listItem> </list>","","9781119546757","","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=9953347.pdf&bkn=9953200&pdfType=chapter","","","","","","","","","","16 Nov 2022","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
"Welcome to Network Management","D. Lowe",NA,"Networking For Dummies","","2020","","","253","262","This chapter introduces network administrators the boring and tedious job of network administration. A network administrator “administers” a network: installing, configuring, expanding, protecting, upgrading, tuning, and repairing the network. A network administrator takes care of the network hardware and the network software. Large networks tend to be volatile: Users come and go, equipment fails, software chokes, and life in general seems to be one crisis after another. Smaller networks are much more stable. The larger the network, the more technical support it needs. The job of managing a network definitely requires computer skills, but it isn't entirely a technical job. Managing network technology is the easiest part of network management. Network managers need certain tools to get their jobs done. The major software vendors such as Microsoft and Cisco provide certification programs for their own equipment and software. CompTIA, a nonprofit industry trade association, provides the best‐known vendor‐neutral certification.","","9781119748670","","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=9953496.pdf&bkn=9953201&pdfType=chapter","","Software;Servers;Task analysis;Network operating systems;Viruses (medical);Inspection;Hardware","","","","","","","","16 Nov 2022","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
"Promoting Cloud Security and Governance","J. S. Hurwitz; D. Kirsch",NA; NA,"Cloud Computing For Dummies","","2020","","","207","223","Security is one of the most important issues facing IT leaders when they begin their transition to the cloud. Managing security in the cloud needs to be viewed as a shared responsibility across the organization. This chapter examines the security risks and governance considerations for companies working in hybrid cloud environments. Ultimately, education is key to ensuring that everyone in the organization has an understanding of his or her roles and responsibilities with regard to security. The cloud security alliance divides application security into different areas, including securing the software development life cycle in the cloud; authentication, authorization, and compliance; identity management, application authorization management, application monitoring, application penetration testing, and risk management. An effective cloud security strategy requires enforcement and accountability. Cloud governance is a shared responsibility between the user of cloud services and the cloud provider.","","9781119546757","","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=9953498.pdf&bkn=9953200&pdfType=chapter","","Cloud computing;Security;Companies;Servers;Cloud computing security;Encryption;NIST","","","","","","","","16 Nov 2022","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
"Preparing for the Pen Test","R. Shimonski",NA,"Penetration Testing For Dummies","","2020","","","117","128","This chapter focuses on what will happen in the initial meeting with the stakeholders — roles established, expectations discussed, the scope defined. As a pen tester, the tester may want to suggest a clear identification of roles and responsibilities. Gaining permission to conduct a pen test is a multifaceted process. <i>Change control</i> is necessary to document what is happening but also to log the time, date, and other useful information needed if an incident arises from the scan itself and support teams need to mobilize to assist. Larger companies might automatically have everything in writing. The risk register is where all the vulnerabilities pen tester find and need to mitigate wind up. When preparing for a pen test, one of the first things a pen tester need to pre‐plan is the tool selection because once the pen tester know what tools the tester need, the tester know what options are available within the tools.","","9781119577478","","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=9953286.pdf&bkn=9953204&pdfType=chapter","","Penetration testing;Task analysis;Testing;Stakeholders;Companies;Security;Logistics","","","","","","","","16 Nov 2022","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
"Going Hybrid","D. Lowe",NA,"Networking For Dummies","","2020","","","409","418","Most organizations today have two distinct IT engines. The traditional IT engine is based on server computers, storage devices, and network components neatly mounted on racks and locked away behind closed doors, operated and maintained by highly paid professionals. The other engine is the cloud. Moving the traditional IT engine and the cloud engine closer together provides numerous benefits for user's IT organization. This chapter covers a few of the most important ones, such as, elasticity, flexibility, agility, innovation, and operational efficiency. When users start using cloud applications, managing identity on each of their applications will become a problem. An obvious place to start with unifying user's identity management is Azure Active Directory. Another way to improve the continuity between users on‐premises Active Directory and their cloud identities is to deploy a single sign‐on solution.","","9781119748670","","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=9953361.pdf&bkn=9953201&pdfType=chapter","","Engines;Cloud computing;Companies;Automobiles;Elasticity;Hybrid electric vehicles;Hardware","","","","","","","","16 Nov 2022","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
"Conducting a Penetration Test","R. Shimonski",NA,"Penetration Testing For Dummies","","2020","","","129","145","This chapter discusses how to conduct a pen test in the following scenario: in the role as an outside security consultant for an organization; the organization wants assistance for the current staff in doing a risk and vulnerability assessment; and additionally, a tester will ethically hack their systems to see where weaknesses exist in the current security posture. Successful attacks might differ regarding a tester's intentions and methods, but each successful attack essentially contain these actions, which happen in this order and which they will mimic during a pen test: infiltration, penetration, exploit, conduct an advanced persistent threat, and exfiltration. After gaining access, the next task any hacker or pen tester would do is create a network map. Pen tester need to document risk carefully as they run their tools. After they complete their assessment and report their findings to stakeholders, there needs to be a conversation around prevention.","","9781119577478","","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=9953396.pdf&bkn=9953204&pdfType=chapter","","Penetration testing;Companies;IP networks;Computer hacking;Passwords;Trojan horses;Testing","","","","","","","","16 Nov 2022","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
"Managing Software Deployment","D. Lowe",NA,"Networking For Dummies","","2020","","","293","303","An important task of any network administrator is managing the various bits and pieces of software that are used by their users throughout the network. Some software programs have a license feature that uses a server computer to regulate the number of users who can run the software at the same time. This chapter focuses on the aspects of network software management. Whenever a user starts the program, the program checks with the license server to see whether a license is available. A commonly used license server software is FlexNet Publisher, by Flexera Software. To create an administrative image, network administrator simply run the configuration tool supplied by the vendor. A <i>software patch</i> is a minor update that fixes the small glitches that crop up from time to time, such as minor security or performance issues.","","9781119748670","","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=9953897.pdf&bkn=9953201&pdfType=chapter","","Software;Licenses;Computers;Servers;Virtual private networks;Operating systems;Companies","","","","","","","","16 Nov 2022","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
"About the Authors","J. S. Hurwitz; D. Kirsch",NA; NA,"Cloud Computing For Dummies","","2020","","","301","302","","","9781119546757","","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=9953467.pdf&bkn=9953200&pdfType=chapter","","","","","","","","","","16 Nov 2022","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
"Providing High Availability, Scalability, and Security for Your Azure Resources","T. L. Warner",NA,"Microsoft Azure For Dummies","","2020","","","209","210","","","9781119612186","","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=9953363.pdf&bkn=9953206&pdfType=chapter","","","","","","","","","","16 Nov 2022","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
"Deploying Platform Resources to Microsoft Azure","T. L. Warner",NA,"Microsoft Azure For Dummies","","2020","","","137","138","","","9781119612186","","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=9953398.pdf&bkn=9953206&pdfType=chapter","","","","","","","","","","16 Nov 2022","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
"Using Infrastructure as a Service","J. S. Hurwitz; D. Kirsch",NA; NA,"Cloud Computing For Dummies","","2020","","","107","120","Infrastructure as a Service (IaaS) is the best known of the cloud computing environments available for deploying service and software. This chapter provides an overview of IaaS, its capabilities, and different approaches that are emerging to support changing customer needs. It describes the relationship between physical computing resources and IaaS, covers scalability and other cloud capabilities of IaaS platforms, and discusses the financial models with IaaS. Software as a Service applications are easily accessed from the cloud, and developers know more about the hardware they need than IT does. Service level agreements are also valuable to consumers who are using IaaS resources to build software that will run in the cloud. The private cloud is becoming increasingly important to organizations that want the elasticity, self‐service provisioning, and manageability of the public cloud but want those services behind the firewall. The cloud is changing and becoming a core to the business computing strategy.","","9781119546757","","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=9953401.pdf&bkn=9953200&pdfType=chapter","","Cloud computing;Virtual machining;Servers;Hardware;Data centers;Security;Virtualization","","","","","","","","16 Nov 2022","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
