"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Visualization Systems","N. Furneaux",NA,"Investigating Cryptocurrencies: Understanding, Extracting, and Analyzing Blockchain Evidence","","2018","","","199","215","Visualization software helps corporate, law enforcement, and other investigators by graphically displaying the paths from transaction to transaction, making it easier to analyze the transmission of coins. This chapter introduces visualization tools, many of which are free to use. Many of the online blockchain viewers have a visualization option. These viewers are free and easy to use but have limited capabilities for searching or formatting the visual data. The Ethereum blockchain viewer etherscan.io has the functionality to be able to map transactions. Maltego is very useful in finding, mapping, and exporting clustered addresses, but it won't go as far as the current crop of commercial tools that are available. Although visualization tools are useful it is vital that when being deposed an investigator needs to understand how the visualization tool is working and how the results are inferred or discovered.","","9781119480570","10.1002/9781119549314.ch11","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=9821574.pdf&bkn=9820817&pdfType=chapter","","Data visualization;Bitcoin;Blockchains;Contracts;Bars;Writing;Visualization","","","","","","","","12 Jul 2022","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
"Infrastructure Security","C. J. Brooks; C. Grow; P. A. Craig; D. Short",NA; NA; NA; NA,"Cybersecurity Essentials","","2018","","","97","111","This chapter presents a summary points of the concepts discussed in the preceding chapters of this book. There are many physical and cybersecurity considerations. They exist in external, internal, and interior contexts with many attributes that influence the access to each. The chapter considers these influences and provides physical and logical separations that are often called perimeters or demarcations. It also represents a reliable model that provides a consistent approach for handling these considerations. Finally, the chapter presents the review questions to verify the reader's knowledge in infrastructure security.","","9781119362432","10.1002/9781119369141.ch5","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=9821404.pdf&bkn=9820804&pdfType=chapter","","Security;Detectors;Monitoring;Authentication;Cameras;Personnel;Limiting","","","","","","","","12 Jul 2022","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
"Detecting the Use of Cryptocurrencies","N. Furneaux",NA,"Investigating Cryptocurrencies: Understanding, Extracting, and Analyzing Blockchain Evidence","","2018","","","117","145","This chapter helps the corporate, law enforcement, and other investigators to learn how to find and then acquire cryptocurrency keys in a variety of situations. It shows how to approach premises searches, what to look for, how to find known addresses online, and how to search for addresses in downloaded websites. The chapter looks at how to find addresses on acquired hard drives and computer memory as well as how the investigator can work on a live running computer and find and extract addresses in that environment. Computers and mobile devices are routinely seized during the course of almost any type of investigation. Before the investigator can start any investigation to follow transactions on a blockchain, investigator need to locate evidence of cryptocurrency use and then find the addresses or private keys that are being used by a suspect.","","9781119480570","10.1002/9781119549314.ch8","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=9823179.pdf&bkn=9820817&pdfType=chapter","","Cryptocurrency;Passwords;Blockchains;Portable computers;Task analysis;Law enforcement;Eye protection","","","","","","","","12 Jul 2022","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
"Sniffing Cryptocurrency Traffic","N. Furneaux",NA,"Investigating Cryptocurrencies: Understanding, Extracting, and Analyzing Blockchain Evidence","","2018","","","245","254","Traffic sniffing and network protocol analysis are specific skills that need to be learned and practiced. This chapter discusses how carrying out any type of traffic intercept is probably illegal in corporate, law enforcement, and other investigators’ country unless they own the data, have approval from the owner of the data, or are working as a government or law enforcement officer. Intercept legislation is usually described as intercepting and storing communications that are destined for a specific destination. Most modernized countries have the capability to enable approved government agents or law‐enforcement officers to watch data flowing to and from a particular IP address via agreements with Internet service providers (ISPs) or some central monitoring location. The chapter teaches the investigator how to monitor a specific Bitcoin node, wherever it may be in the world, and analyzes data packets for Bitcoin traces.","","9781119480570","10.1002/9781119549314.ch13","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=9821736.pdf&bkn=9820817&pdfType=chapter","","Peer-to-peer computing;Bitcoin;IP networks;Wireless fidelity;Legislation;Law enforcement;Blockchains","","","","","","","","12 Jul 2022","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
"Protecting the Inner Perimeter","C. J. Brooks; C. Grow; P. A. Craig; D. Short",NA; NA; NA; NA,"Cybersecurity Essentials","","2018","","","149","202","This chapter focuses on the inner perimeter associated with an end point computing device. This perimeter is considered as consisting of the operating system (OS) and its application programs that form the gateway to the data stored in the interior zone (folders and files). The chapter looks at typical OSs from different suppliers. It then discusses what security options they offer and compares them. OSs and the programs and data they control are attacked from two common areas: by manipulating the operation of the OS kernel; and by attacking its file management system. Attackers who possess enough knowledge of a given OS's memory‐handling strategy can exploit the OS kernel. Most OSs utilize the no execution (NX) bit, or the execute disable (XD) bit to protect certain areas of memory. One of the main tools for protecting the file system and its data is the use of access control lists (ACLs) to provide resources access control.","","9781119362432","10.1002/9781119369141.ch8","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=9821233.pdf&bkn=9820804&pdfType=chapter","","Operating systems;Hardware;Random access memory;Printers;Microprocessors;Logic gates;Keyboards","","","","","","","","12 Jul 2022","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
"Contracts and Tokens","N. Furneaux",NA,"Investigating Cryptocurrencies: Understanding, Extracting, and Analyzing Blockchain Evidence","","2018","","","109","116","This chapter covers the ability of some cryptocurrencies to encode contracts within a transaction. This feature, especially of contract‐based cryptocurrencies such as Ethereum, has led to companies releasing tokens based on the blockchain, which hold the promise of some reward when the business performs well. Bitcoin and its derivative cryptocurrencies carry the ability to embed small amounts of data, whether code or text, to act as a contract. Bitcoin's ability to have multi‐signature transactions means that both parties can sign the transaction, and it's then on the blockchain forever. Ethereum is being extensively used to launch funding campaigns for new products and services. This involves creating a type of contract called a token. The chapter looks at some of the Initial Coin Offerings (ICOs) coming up at the time of writing includes a system based around a blockchain for finding return loads in the shipping industry or to enable non‐technical people to create Ethereum contracts.","","9781119480570","10.1002/9781119549314.ch7","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=9822703.pdf&bkn=9820817&pdfType=chapter","","Contracts;Blockchains;Automobiles;Bitcoin;Software;Companies;Public key","","","","","","","","12 Jul 2022","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
"Perimeter Security in the Real World","C. J. Brooks; C. Grow; P. A. Craig; D. Short",NA; NA; NA; NA,"Cybersecurity Essentials","","2018","","","449","455","This chapter helps the readers to understand the relevance of internet perimeter security and to use the National Institute of Standards and Technology (NIST) Cyber Security Framework to develop specific solutions for the security scenarios presented. It describes the communications flow between the company's private network and customers who will be accessing the network from the Internet and employees who will be accessing the Internet from the company network. The chapter identifies any potential threats and attacks associated with the company network being tied to the Internet along with potential impacts associated with such attacks. It determines which options are best suited for protecting confidential information as it passes from, to, or through the Internet. The chapter describes what items should be included in the organization's vulnerability assessments related to providing Internet access to customers. It explains a policy statement suggestion for how detection system notifications should be investigated.","","9781119362432","10.1002/9781119369141.ch18","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=9821027.pdf&bkn=9820804&pdfType=chapter","","NIST;Companies;Internet security;Risk management;Computer crime;Task analysis;Servers","","","","","","","","12 Jul 2022","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
"Some Practicalities of Monetising Data","A. Ahlemeyer-Stubbe; S. Coleman","Director Strategical Analytics, HackerAgency GmbH, Munich, Germany; Technical Director, ISRU, School of Maths and Stats, Newcastle University, UK","Monetizing Data: How to Uplift Your Business","","2018","","","203","232","This chapter addresses the practicalities of a company monetising their data in order to diversify. Data as a product is currently a relatively new concept, but as people become more aware of the importance of data, they will be more likely to demand data‐driven information and services. Many small and medium enterprises (SMEs) possess large quantities of data, and are realising that, rather than being detrimental in terms of collection and storage costs, their data is valuable. SMEs often have problems selecting appropriate IT and even companies that have IT resources may not understand or fully utilise its functionality. Stakeholder analysis feeds into many parts of the business plan and should be carefully reviewed as part of the decision on how to monetise company data. New data forms and increasingly unusual applications may prove intractable to current methods. The practitioner should not be bound to using established methods.","","9781119125143","10.1002/9781119125167.ch9","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=9821298.pdf&bkn=9820799&pdfType=chapter","","Business;Reliability;Market research;Data analysis;Big Data;Project management;Graphics","","","","","","","","12 Jul 2022","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
"Advances in Information Systems Set","F. Iafrate",NA,"Artificial Intelligence and Big Data: The Birth of a New Intelligence","","2018","","","119","119","","","9781119489269","10.1002/9781119426653.oth2","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=9821369.pdf&bkn=9820808&pdfType=chapter","","","","","","","","","","12 Jul 2022","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
"Interconnected Virtual Space and Theater: A Research–Creation Project on Theatrical Performance Space in the Network Era","G. Gagneré; C. Plessiet; R. Sohier",NA; NA; NA,"Challenges of the Internet of Things: Technique, Use, Ethics","","2018","","","165","190","This chapter discusses a multidisciplinary experiment involving live performance and digital art. Next, it explores the impact of augmenting the player's game using an avatar in detail, compared to the scenic limitations of the theatrical stage. The end purpose of the avatar is to construct an acting situation with a physical person. To do this, it must occupy a digital space that is linked to the physical performance space of the actor. The chapter then discusses the software‐related aspects of the project described, focusing on exchanges between the different components of the design proposed and describes the algorithms that enable one to utilize the real‐time movement of a player via various capture devices. The chapter finally examines how the experimental system discussed linking physical actors and avatars profoundly alters the nature of collaboration between directors, actors and digital artists in terms of actor/avatar direction.","","9781119549758","10.1002/9781119549765.ch8","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=9822146.pdf&bkn=9820818&pdfType=chapter","","Avatars;Real-time systems;Neurons;Games;Motion capture;Internet of Things;Digital art","","","","","","","","12 Jul 2022","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
"Analysis of Recovered Addresses and Wallets","N. Furneaux",NA,"Investigating Cryptocurrencies: Understanding, Extracting, and Analyzing Blockchain Evidence","","2018","","","147","173","This chapter explores what can be learned using online resources as well as how one can locally open and analyze a wallet that is recovered from a computer. A good digital investigator learns to look at data from two perspectives: a literal interpretation, and for what the data can infer. Clustering is a technique where one can gather a set of data and use that to draw conclusions. A good example is time clustering. Temporal patterns tab provides a graphical view of the times that incoming and, most importantly, outgoing transactions, were made. Ethereum is similar to Bitcoin in the way that it handles times. Bitcoin Core enables to import a recovered private key and hence gain control of the public key addresses. The chapter focuses on how one can look at data in an explicit way and the way that data can infer conclusions that can help in an investigation.","","9781119480570","10.1002/9781119549314.ch9","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=9822867.pdf&bkn=9820817&pdfType=chapter","","Bitcoin;Python;History;Data mining;Information filters;Blockchains;Writing","","","","","","","","12 Jul 2022","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
"The Computer Representation of an Artificial Consciousness","A. Cardon",NA,"Beyond Artificial Intelligence: From Human Consciousness to Artificial Consciousness","","2018","","","113","196","This chapter describes the computer modeling of a psychic system that generates representations for a system that has an artificial corporeality. In this model, it defines how the sensation of thinking is formed in an artificial system and how such an artificial system can experience its idea generation. Next, the chapter discusses a multiagent approach to design the artificial psychic system. Further, it describes the organizational memory of the system. The organizational memory will be organized into networks of memory agents related through concepts of semantic proximities or semantic generalizations. The concepts of proximity, specialization and generalization can be precisely defined using qualifications related to the acquaintances of the agents. The chapter finally shows that the general psyche of an artificial system, when it is distributed over multiple corporeal systems with local artificial consciousnesses, can be unified.","","9781119551010","10.1002/9781119550983.ch2","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=9823129.pdf&bkn=9820819&pdfType=chapter","","Software agents;Computational modeling;Organizations;Regulators;Task analysis;Context modeling;Computer science","","","","","","","","12 Jul 2022","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
"Index","A. Cardon",NA,"Beyond Artificial Intelligence: From Human Consciousness to Artificial Consciousness","","2018","","","205","209","","","9781119551010","10.1002/9781119550983.index","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=9822785.pdf&bkn=9820819&pdfType=chapter","","","","","","","","","","12 Jul 2022","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
"R","S. E. Buttrey; L. R. Whitaker",NA; NA,"A Data Scientist's Guide to Acquiring, Cleaning, and Managing Data in R","","2018","","","1","19","This introduction presents an overview of the key concepts discussed in this book. The book is about handling data in R, and focus on the details of R and of the way data is represented in R, in order to help the data scientist to understand some of the ways to acquire, clean, and handle data inside R. It also focuses on one problem that is common to almost every statistical problem. That problem is acquiring and preparing the data. R performs calculations and prints results. The book talks about some of the differences between what R computes and what it prints, as well as how text data is represented. It describes the common types of vectors, the different ways to extract subsets from them, and how to change values in vectors. The book further also describes how R stores missing values, an integral part of almost every data cleaning problem.","","9781119080077","10.1002/9781119080053.ch1","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=9821460.pdf&bkn=9820797&pdfType=chapter","","Cleaning;Data models;Operating systems;Global Positioning System;Buildings;Birds;Weight measurement","","","","","","","","12 Jul 2022","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
"Protecting Data Moving Through the Internet","C. J. Brooks; C. Grow; P. A. Craig; D. Short",NA; NA; NA; NA,"Cybersecurity Essentials","","2018","","","535","563","This chapter describes typical Internet access control strategies, including authentication methods and protocols. It defines basic cryptography implementations used to secure data in motion, including encryption, digital signatures, certificate management, public key infrastructure (PKI), public versus private keys, hashing, and key management. The chapter also describes the two major components involved in creating a virtual private network (VPN). After a user has been authenticated and authorized, their activities need to be accounted for by means of some type of logging process. This is an often overlooked concept related to authentication. A number of protocols are used on the Internet for validating access and facilitating secure communications between clients and a server‐based system. Adding a CAPTCHA to a traditional authentication scheme can potentially eliminate any kind of automated password attack. However, they are also a barrier to some users with certain disabilities, unless alternative mechanisms are included that target those users.","","9781119362432","10.1002/9781119369141.ch22","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=9821165.pdf&bkn=9820804&pdfType=chapter","","Authentication;Passwords;Security;IP networks;Internet;Protocols;Virtual private networks","","","","","","","","12 Jul 2022","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
"NIST Preliminary Cybersecurity Framework","C. J. Brooks; C. Grow; P. A. Craig; D. Short",NA; NA; NA; NA,"Cybersecurity Essentials","","2018","","","715","725","","","9781119362432","10.1002/9781119369141.app3","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=9821526.pdf&bkn=9820804&pdfType=chapter","","","","","","","","","","12 Jul 2022","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
"The Organizational Architecture of the Psychic System and the Feeling of Thinking","A. Cardon",NA,"Beyond Artificial Intelligence: From Human Consciousness to Artificial Consciousness","","2018","","","1","112","This chapter presents an architecture of the human psychic system by adopting an organizational path. The organizational path considers the psyche as a highly dynamic idea‐generating system that operates continuously at different rates and structures its components on several scales. The chapter shows that the understanding of mental representations always takes place in a specific setting that brings together the psychic system's instances given certain characteristics. The regulators in the mental landscape explicitly act on the forms that they constitute, releasing organizations of aggregates and perceiving the effects, explicitly and systematically, of their meanings. To develop a model of thought generation in a system, it is necessary to precisely clarify the characteristics of the approach as guided by its architecture. Such an approach is based on observations made in neuroscience, which analyzes neuronal activity using photographs of their energy traces.","","9781119551010","10.1002/9781119550983.ch1","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=9822358.pdf&bkn=9820819&pdfType=chapter","","Organizations;Artificial intelligence;Transforms;Synapses;Symbols;Surges;Substrates","","","","","","","","12 Jul 2022","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
"Wallets","N. Furneaux",NA,"Investigating Cryptocurrencies: Understanding, Extracting, and Analyzing Blockchain Evidence","","2018","","","95","107","This chapter focuses on Bitcoin wallets. For each cryptocurrency, numerous types of wallets exist that can work on desktops, mobiles, and tablets. Some of these wallets connect to the blockchain remotely, while others maintain a complete blockchain locally. The chapter explores the different types of software wallets: full node wallet, thin node wallet and online wallet. Hardware wallets are physical devices that store the private key and other data. It is very easy to set up a paper wallet. In its simplest form, one can just write the private key on a piece of paper and put it somewhere safe. A wallet import format (WIF) key is just the private key in a format that is easier to copy and retype. Wallets store keys in a number of ways. Investigators should also consider their processes and “tradecraft” for setting up wallets to be used covertly or as storage for seized funds.","","9781119480570","10.1002/9781119549314.ch6","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=9823126.pdf&bkn=9820817&pdfType=chapter","","Bitcoin;Blockchains;Peer-to-peer computing;Hardware;Public key;Pins;Mice","","","","","","","","12 Jul 2022","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
"Index","",,"Challenges of the Internet of Things: Technique, Use, Ethics","","2018","","","249","250","","","9781119549758","10.1002/9781119549765.index","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=9822124.pdf&bkn=9820818&pdfType=chapter","","","","","","","","","","12 Jul 2022","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
"What is Intelligence?","F. Iafrate",NA,"Artificial Intelligence and Big Data: The Birth of a New Intelligence","","2018","","","1","11","This chapter discusses business intelligence (BI) and artificial intelligence (AI) and reviews what the authors mean by “intelligence” (in a non‐philosophical context). The main advantage of AI versus BI is undoubtedly its ability to analyze and make decisions in a few milliseconds within a context of very complex analyses. Its raw material is Big Data and it takes just a millisecond (or even less in some cases) to make a decision. Another advantage is its ability to learn, or the ability of AI tools to learn from their experiences: “there is no good or bad choice, there are only experiences”. This is how AI approaches human intelligence, learning from experience and remembering it (one way or another). Descriptive analysis is the data analysis method that is probably the most used by existing BI solutions, whether for sales, marketing, finance or human resources.","","9781119489269","10.1002/9781119426653.ch1","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=9821237.pdf&bkn=9820808&pdfType=chapter","","Companies;Artificial intelligence;Business intelligence;Big Data;Decision making;Internet;Process control","","","","","","","","12 Jul 2022","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
"Front Matter","F. Iafrate",NA,"Artificial Intelligence and Big Data: The Birth of a New Intelligence","","2018","","","i","xxxiii","The prelims comprise: Half‐Title Page Title Page Copyright Page Contents List of Figures Preface Introduction ","","9781119489269","10.1002/9781119426653.fmatter","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=9821494.pdf&bkn=9820808&pdfType=chapter","","","","","","","","","","12 Jul 2022","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
"Big Data: A Revolution that Changes the Game","S. Sedkaoui",NA,"Data Analytics and Big Data","","2018","","","21","40","With the advent of digital technology and smart devices, a large amount of varied data is being generated every day. This chapter highlights the context of big data, its importance in conducting decision‐making, its challenges and the complementary role it plays in the creation of new opportunities for businesses. Traditionally, the decision‐making process is shaped on the model of limited rationality by Simon: Intelligence, modeling, choice and control. The amount of data that is traveling across the internet today is characterized by its complexity. So data complexity is growing with the increase in its quantity, its velocity and diversification of its types and sources. Data security involves the encryption of data and ensures that appropriate policies are enforced for data sharing. The ""data revolution"" has created new business models and investment strategies allowing companies to monetize their existing data and to create new big data solutions.","","9781119528067","10.1002/9781119528043.ch2","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=9822016.pdf&bkn=9820813&pdfType=chapter","","Big Data;Social networking (online);Games;Business;Decision making;Data analysis;Production","","","","","","","","12 Jul 2022","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
"Local Network Security in the Real World","C. J. Brooks; C. Grow; P. A. Craig; D. Short",NA; NA; NA; NA,"Cybersecurity Essentials","","2018","","","263","272","This chapter focuses on how to use applicable categories and subcategories of the protect function to generate specific policies and actions that can be used to secure the network's assets for the specified local host scenario. It explains how to apply categories and subcategories of the NIST cyber security framework recover function to the scenario to implement solutions for recovering from specific cyber events. The chapter provides an overview of the company's electronic workflow structure. The company's major functions can be organized as follows: executive staff, administrative staff, sales and marketing team, content development team, customer support team and warehouse and shipping team. The chapter also provides an overview of the projected company's network structure. It describes in general how to protect the identified physical assets. The chapter analyses how to protect data moving through the company's network.","","9781119362432","10.1002/9781119369141.ch11","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=9821231.pdf&bkn=9820804&pdfType=chapter","","Consumer electronics;Companies;Network security;Internet;Electronic mail;Software packages;Servers","","","","","","","","12 Jul 2022","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
"Conceptual Outline of the Steps Required to Implement a Customization Solution based on Machine Learning","F. Iafrate",NA,"Artificial Intelligence and Big Data: The Birth of a New Intelligence","","2018","","","103","105","","","9781119489269","10.1002/9781119426653.app6","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=9821254.pdf&bkn=9820808&pdfType=chapter","","","","","","","","","","12 Jul 2022","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
"What Is a Cryptocurrency?","N. Furneaux",NA,"Investigating Cryptocurrencies: Understanding, Extracting, and Analyzing Blockchain Evidence","","2018","","","1","14","Over the past few years, the term cryptocurrency has become a well‐used term in financial circles, new business plans, and news headlines. This chapter examines the concept, the history, and the uses for cryptocurrencies and looks at how to set up a Bitcoin trading node. Users of a cryptocurrency such as Ethereum, Bitcoin, or others are encouraged to run a “full node”—that is, a complete record of every single transaction that has ever happened on the currency. The chapter helps the reader to learn how to set up a Bitcoin Core full node and how to practice coin transactions without costing anything by using the Bitcoin Testnet. An analyst will need to have the skills to learn how a blockchain functions, and be able to decode contracts, and follow the flow of contract transactions.","","9781119480570","10.1002/9781119549314.ch1","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=9822545.pdf&bkn=9820817&pdfType=chapter","","Bitcoin;Blockchains;Oceans;Boats;Computers;Storms;Shape","","","","","","","","12 Jul 2022","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
"Data Lakes","F. Iafrate",NA,"Artificial Intelligence and Big Data: The Birth of a New Intelligence","","2018","","","89","92","","","9781119489269","10.1002/9781119426653.app3","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=9821268.pdf&bkn=9820808&pdfType=chapter","","","","","","","","","","12 Jul 2022","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
"Modeling Power to Act for an Ethics of the Internet of Things","S. Szoniecky",NA,"Challenges of the Internet of Things: Technique, Use, Ethics","","2018","","","215","246","This chapter proposes a method of modeling of the “power to act” for the Internet of Things (IoT), with the objective of evaluating and comparing the ethics of the digital technologies. To do this, tools are developed for the modeling of the connected objects to understand their impacts on the daily lives. The goal of this research project is to propose a simple signage system, indicating the ethical position of objects, much like the pictograms that inform consumers about the energy quality of electric household appliances. The chapter then specifies the theoretical principles and graphic rules applied by the authors, using the ecosystem of Chromecast as an example. In this way, it shows how to automatically collect a corpus of raw data and then transform it to enrich the ecosystem and calculate its power to act. The chapter concludes by examining the viability of an ethical signage system constructed dynamically using collective intelligence procedures.","","9781119549758","10.1002/9781119549765.ch10","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=9822456.pdf&bkn=9820818&pdfType=chapter","","Ethics;Ecosystems;Internet of Things;Biological system modeling;Proposals;Power measurement;Grammar","","","","","","","","12 Jul 2022","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
"From Data to Big Data: You Must Walk Before You Can Run","S. Sedkaoui",NA,"Data Analytics and Big Data","","2018","","","1","19","Big data is the revolutionary word in today's world because of its influence on several domains. This chapter discusses the basic concepts that lie behind the big data age in order to highlight the importance of working with data. It presents an overview of the big data domain without yet diving into big data analytics processes. Data are a collection of facts, such as numbers, words, measurements, observations or even just descriptions of things, which give more information about an individual, an object or an observation. Databases are the main source of data. Audio, images and videos are data types that pose specific challenges to a data scientist. The Internet of Things (IoT) contributes to double the size of the digital universe. The 3Vs model explains how big data represents the arrival of technologies that allow for a whole new approach to data.","","9781119528067","10.1002/9781119528043.ch1","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=9823244.pdf&bkn=9820813&pdfType=chapter","","Big Data;Videos;Internet of Things;Databases;Data analysis;Business;Web servers","","","","","","","","12 Jul 2022","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
"Background and Supporting Statistical Techniques","A. Ahlemeyer-Stubbe; S. Coleman","Director Strategical Analytics, HackerAgency GmbH, Munich, Germany; Technical Director, ISRU, School of Maths and Stats, Newcastle University, UK","Monetizing Data: How to Uplift Your Business","","2018","","","71","120","Business data is notorious for being in the wrong shape in terms of the layout of its rows and columns, and in poor shape in terms of its quality. This chapter address these issues, introducing the basic statistical summaries and graphics that helps to make sense of the mass of variables that are often encountered in real data. The chapter addresses the real power of data analysis, which is working with the variation in data to understand patterns and looks for relationships between measures and groups and starts to generate ideas and plans for predictive analytics. It considers ways to select features from alternative explanatory variables. Where the data are used for model building the effectiveness of the models depends on using training, testing and validation samples in a skilful way; sampling techniques and model tuning are also discussed.","","9781119125143","10.1002/9781119125167.ch5","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=9821297.pdf&bkn=9820799&pdfType=chapter","","Business;Uncertainty;Key performance indicator;Instruments;Costs;Industries;Investment","","","","","","","","12 Jul 2022","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
"R Data, Part 1: Vectors","S. E. Buttrey; L. R. Whitaker",NA; NA,"A Data Scientist's Guide to Acquiring, Cleaning, and Managing Data in R","","2018","","","21","51","The basic unit of computation in R is the vector. This chapter talks about the different sorts of vectors in R. It gives some tools that are useful when handling vectors. Understanding how vectors work is crucial to using R properly and efficiently. R supports several data types. The chapter mentions these data types briefly, and then discusses the important topic of converting data from one type to another. Then, it describes the very important topic of subsetting or extracting. That topic goes together with assigning, or replacing, certain elements of a vector. The chapter also describes the way missing values are handled in R; this topic arises in almost every data cleaning problem. In R, missing values are identified by NA. Missing values are inevitable in real data, so it is important to know the effect they have on computations, and to have tools to identify them and replace them where necessary.","","9781119080077","10.1002/9781119080053.ch2","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=9821172.pdf&bkn=9820797&pdfType=chapter","","Cleaning;Task analysis;Colon;Syntactics;Codes;Arithmetic","","","","","","","","12 Jul 2022","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
"Hiding the Private Network","C. J. Brooks; C. Grow; P. A. Craig; D. Short",NA; NA; NA; NA,"Cybersecurity Essentials","","2018","","","487","509","After describing the interior has been secured using the proper devices, techniques and policies, it is necessary to secure the inner perimeter, which is the connectivity points between the individual's or organization's private network and the Internet. This chapter discusses the advantages and disadvantages of implementing Network Address Translation (NAT) and Port Address Translation (PAT) for network security. NAT can be performed with policy‐based routing (PBR) where the mapping decision is determined by any number of rules, which can be based on many different criteria. Most home networks rely on NAT as their only security mechanism. The chapter defines and describes network segmentation and security zones, and considers NAT to create security segments in the network and virtual local area networks (VLANs) to implement security zoning. Network virtualization can be used to implement software driven virtual network storage units.","","9781119362432","10.1002/9781119369141.ch20","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=9821035.pdf&bkn=9820804&pdfType=chapter","","Ports (computers);IP networks;Security;Internet;Computer hacking;Routing;Resource management","","","","","","","","12 Jul 2022","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
