,question,Answer,upvoteCount,answerCount,followerCount,name
0,https://www.quora.com/What-are-the-top-10-emerging-technologies-in-the-next-5-10-years-2020%E2%80%932025," ""2020\n\n * Internet use reaches 5 billion worldwide\u2022\n * The 5G standard is released\u2022\n * Texting by thinking\u2022\n * Complex organ replacements grown from stem cells\u2022\n * The first stem cell therapy for congestive heart failure\u2022\n * A cure for malaria\u2022\n * 30,000 drones are patrolling the skies of America\u2022\n * Mars 2020 rover mission\u2022\n * The first test flights of NASA's Quiet Supersonic Technology\u2022\n * The PlayStation 5 is launched\n2021\n\n * The ExoMars rover touches down on Mars\u2022\n * The James Webb Space Telescope is launched\u2022\n * Male birth control pills are entering the market\u2022\n * The world's first artificial kidney\u2022\n * Launch of the Terrafugia TF-X flying car\u2022\n * The first Arabian mission to Mars\u2022\n * India's first manned space flight\u2022\n * Wireless electricity is reaching critical mass\u2022\n2022\n\n * The ITER experimental fusion reactor is switched on\u2022\n * Germany phases out nuclear energy\u2022\n * The Dark Ages Radio Explorer (DARE) is launched\u2022\n * Water is becoming a weapon of war\u2022\n * Nanotech clothes are growing rapidly in use\u2022\n * Driverless hover-taxis are operational in Dubai\n2023\n\n * The Aerion AS2 supersonic jet enters service\u2022\n * First crewed flight of NASA's Orion spacecraft\u2022\n * Launch of the Wide Field Infrared Survey Telescope (WFIRST)\u2022\n * Laser-driven fusion energy makes progress\u2022\n * Brain implants to restore lost memories\u2022\n * Borneo\u2019s rainforests have been wiped from the map\u2022\n * Driverless high-speed trains begin operating in France\u2022\n2024\n\n * Open-source, 3D printed clothes at near-zero cost\u2022\n * The first probe to fly into the Sun's outer atmosphere\u2022\n * Lunar Mission One drills into the Moon's south pole\u2022\n * Bio-electronics for treating arthritis are in common use\u2022\n * Carsharing has exploded in popularity\u2022\n * Wind turbine drone inspection is a multi-billion dollar industry\u2022\n2025\n\n * A billion human genomes have been sequenced\u2022\n * Human brain simulations are becoming possible\u2022\n * 3D-printed human organs\u2022\n * Solid waste is reaching crisis levels\u2022\n * The first test flight of the Skylon spaceplane\u2022\n * The first manned flights from Russia's new spaceport\u2022\n * High-speed rail networks are being expanded in many countries\u2022\n2025\u20132030 - Soaring Unemployment"", """,48,1,44,""": ""Ramanan Arunachalam"", ""url"": ""https://www.quora.com/profile/Ramanan-Arunachalam""}, "
1,https://www.quora.com/What-are-the-top-10-emerging-technologies-in-the-next-5-10-years-2020%E2%80%932025," ""Computers have been objectively adding productivity far many decades now. However has not become a replacement for human effort in many areas...\n\n\nsimilarly software helps store, process information but far from applying intelligence to unique situations and coming out with solutions, still needs human interference, discretion and common sense application\n\n\n\n\nI think the next few decades will be about computers acting on behalf of us.... like the Jarvis in Iron man.. my favorite imagination for an upcoming technology....that's from a broad perspective..an agent who could be your friends,assistant and advisor\n\n\nLike in science fiction, silicon valley and IT thrives in imagination...some of my imagination are around....( many of these may be atleast 30 yrs out)\n\n\n 1) The Surrogates : you could have a virtual presence of your own, participate at work, home, with friends at events, at tours all at the same time acting on your behalf...for such a technology to be developed it could be few decades out..i know it sounds crazy..but i believe is possible\n\n\n2) No hardware computing ... this has started happening in bits and pieces ..holographic computing, display on hands/wall etc., imagine you have a small projector + camera+ computing capable device in any place and you start waving your hands in open air where you virtually have a screen, keyboard if needed etc.,\n\n\n3)  ESP type of technologies :  Travel is expensive, exhaustive and needs a lot of time. What if sitting in your living room, just think of travelling to a place you have not travelled before like Alaska, Antarctica or could be a neighbouring city. What if you have Virtual Reality type of eye mask and you open this magic app which lets you zoom in to map from a geo-space to street level, where you start seeing the real time video of the place you wanted to go... may be further get in to a shopping mall and view in real time shops, products, people etc.,its thrilling to imagine it..technically its possible.. huge investments though but will be fun"", """,6,373,6240,""": ""Michael Soareverix"", ""url"": ""https://www.quora.com/profile/Michael-Soareverix""}, "
2,https://www.quora.com/What-are-the-top-10-emerging-technologies-in-the-next-5-10-years-2020%E2%80%932025," ""AI is a more long-term type technology that has generated a lot of hype because of recent advancements; however, the true possibilities of the field (most likely) won\u2019t happen for another 20 years.\n\nSo which technologies are going to explode?\n\nArguably, nano-materials.\n\nNano-materials are materials like graphene or stanene that, if manufactured correctly, could have a massive impact on the cool stuff we build.\n\nIf you\u2019re into futuristic stuff like I am, then you\u2019ve probably heard of graphene.\n\nGraphene is a two-dimension array of carbon atoms, so it\u2019s perfectly flat, only a single atom thick. This unnatural thinness, when stacked into an actual material, gave it a ton of awesome properties, like turning electricity into heat and being 200 times stronger than steel.\n\nGraphene was the wonder material two years ago, but the hype surrounding it has since died down.\n\nWhy bother investing in something like this?\n\nWell, graphene (and other essentially two dimensional materials) have just hit the end of the hype chart.\n\nWe are now around the trough of disillusionment, because people have figured out that actually manufacturing this stuff (graphene) is way, way harder than they expected. This is natural.\n\nSo now, as specialized materials like this begin to grow again (breakthrough happened just this weekend)\u2026 you really never know.\n\nGraphene and the other nano-materials are on the rise."", """,84,96,812,""": ""Ali Mohammad"", ""url"": ""https://www.quora.com/profile/Ali-Mohammad-219""}, "
3,https://www.quora.com/What-are-the-top-10-emerging-technologies-in-the-next-5-10-years-2020%E2%80%932025," ""The first transplant of a 3D-printed liver will occur by 2024.\n\nThis is a big deal in medical sector because the start of 3d printing body organs will dramatically increase lifespans and decrease mortality rates in the coming decades due excretion of waste, metabolism of many substances, hormonal regulation, and proper digestion, as well as proper coagulation.\n\nTHE FIRST CITY WITHOUT TRAFFIC LIGHTS \u201cSMART GRID\u201d\n\nThe first city with more than 50,000 people and no traffic lights will come into existence by 2026. An intelligent algorithm will work \u201cslot-based\u201d intersection, or SI, where cars and infrastructure communicate through an algorithm that choreographs a graceful dance of vehicle platoons through an intersection. \u201cslot-based\u201d scheduling, which is already in use everywhere from air traffic control to business management. The basic idea is that actors in a system are grouped into batches, and the speed of their movement is carefully controlled to move them more efficiently through a space. a sensor-equipped car would need to communicate its trajectory\u2014right, left, or straight\u2014to a central algorithm controlling the intersection, which would group it into a \u201cbatch\u201d of other cars going in the same direction. Second, the central software system would need to be able to control the speed of each platoon, using cruise control-style software that already exists in most cars, to limit the speed of your car as it moved through the intersection.\n\nADVANCED AUGMENTED REALITY AND POWERFUL AI\n\nAn advanced VR and AR will be developed by 2023 that will analyze crime scene investigations with powerful algorithms to identify and derive possible scenarios and suspects involved within a crime scene. Massive online databases can be accessed in the field, to compare any relevant findings. Facial recognition, combined with online criminal records, allows full instant profiles to be generated on a suspect through an officer's augmented field of vision. New AI programs can identify any suspicious behavior or familiar faces.\n\nFully Autonomous Driverless Vehicles\n\nFully automated cars are expected to contribute some 13.7 billion U.S. dollars by 2030 in terms of research testing and development. One in ten vehicles will be self-driving by 2030. Senior citizens will be the ones using this feature the most.\n\nDIGITAL BIOLOGY\n\nMore-than-exponentially falling costs of DNA sequencing  [ https://www.genome.gov/about-genomics/fact-sheets/Sequencing-Human-Genome-cost ]have driven advances in medicine, agriculture, ecology, genome editing, synthetic biology, the battle against climate change, and our fundamental understanding of life and its breathtaking connections. Full DNA sequencing with intelligent AI algorithm will be accomplished near end of decade. The \u201cdigital\u201d revolution in DNA constituted an important model for harnessing other types of biological information [ https://www.technologynetworks.com/informatics/articles/multiomics-and-metaproteomics-is-more-always-better-in-proteomic-data-analysis-305502 ], from personalized bio data to massive datasets spanning populations and species.\n\nINCREASED ENERGY CONSUMPTION SUSTENANCE\n\nThe 2010\u2019s saw the rise of electric cars, solar energy, clean electricity, energy storage; the 2020\u2019s will see the rise of clean energy that will be very cheap where shifting to clean energy and mobility is cheaper than continuing to use existing coal, gas, or oil infrastructure [ https://rameznaam.com/2019/04/02/the-third-phase-of-clean-energy-will-be-the-most-disruptive-yet/ ]. Before the plan to go to Mars, we will develop technology to convert different elements into oxygen and other efficient ways to utilize energy consumption and storage for long-term use such as advanced reusable rocket thrusters to Mars and reusable resources in order to to achieve full colonization of Mars within the coming decades.\n\nSolar-Electric Propulsion\n\nGrowing reusable soil and other resources to be able to use on Mars\n\nDo you want to know more?\n\nCheck Out My Profile and Follow me for Other Interesting Answers!"", """,7,UNKNOWN,UNKNOWN,UNKNOWN
4,https://www.quora.com/What-are-the-top-10-emerging-technologies-in-the-next-5-10-years-2020%E2%80%932025," ""Now that it's 2016, we can already start evaluating how some of the previous answers are faring, and then consider how our technology will evolve from there. So this answer will have 2 parts, the first briefly discussing how previous answers have fared, and the second exploring how we might move forward in the next 5-10 years.\n\n1. Phil Jones (He / Him) [ https://www.quora.com/profile/Phil-Jones-He-Him ] is right about the flying drones. In fact, they are rapidly becoming a danger to airplanes [ http://www.economist.com/blogs/gulliver/2016/04/striking-problem ], so much so that governments are scrambling to implement new rules and regulations pertaining to drones [ http://www.economist.com/news/science-and-technology/21697214-better-technology-and-tougher-enforcement-rules-needed-safe ].\n2. Tomasz Zurek [ https://www.quora.com/profile/Tomasz-Zurek ] has mostly been right, especially with the SpaceX's recent landing [ http://www.theverge.com/2016/5/6/11607828/spacex-landed-falcon-rockets-stored-where-cape-canaveral-spaceport ]. Unfortunately, it seems that renewable energy generation has somewhat stagnated recently, with very small improvements being made slowly in the field of solar energy, and rapidly decelerating progress being made in the nuclear field.\n3. Some answers have discussed batteries. Like improvements being made in the field of energy technology, progress here is also slow, but it is at least steady.\n4. Quora User discussed automation and transportation, and it turns out there are self-driving cars today. With recent breakthroughs [ http://www.newyorker.com/business/currency/will-the-tesla-model-3-be-the-first-truly-self-driving-car ] being made in the field, it is safe to say that the pace of research (and funding) made by companies venturing into the field is accelerating (pun wholly intended).\n5. Artifical Intelligence (AI) was also mentioned, and progress in this field has been rapid, perhaps best summarised by Google's Deepmind [ https://deepmind.com/alpha-go ] triumph  [ http://www.theverge.com/2016/3/15/11213518/alphago-deepmind-go-match-5-result ]over Lee Sedol in the game of Go.\n6. Nate Waddoups [ https://www.quora.com/profile/Nate-Waddoups ] mentioned personalised immune therapies. I would like to go one step further, and discuss personalised medicine. More on this in the second part of the answer.\nA quick summary of what we can expect in the next 5-10 years:\n\n1. Personalised medicine. The discovery of CRISPR  [ http://www.economist.com/news/science-and-technology/21693183-row-over-who-invented-new-gene-editing-technique-heats-up-crispr-crunch ]earlier this year is but the beginning [ http://www.economist.com/news/science-and-technology/21693183-row-over-who-invented-new-gene-editing-technique-heats-up-crispr-crunch ] of a whole slew of novel techniques in the field of genomics, which consists of not just gene editing to cure diseases but includes the relatively new field of pharmacogenomics. Pharmacogenomics involves scanning a whole patient's genome and tailoring his dosing regimen to his needs.\n2. 3D printing, applied to research in many existing sectors. The field of 3D printing has opened up a whole new application, this time to tissue [ http://www.theverge.com/2016/2/15/10995730/3d-print-human-tissue-ear-muscles-bone ]. It is highly possible that 3D-printed organs will be made available within this decade.\n3. Rapid and Sustained Advances in AI. This applies especially to large Silicon Valley firms like Google, Facebook, etc. Research into analysis of Big Data will grow.\n4. Self-driving cars\n5. Space Technologies. Research into this area is likely to be privately, rather than publicly, funded within this decade.\n"", """,19,89,155,""": ""Israel Kloss"", ""url"": ""https://www.quora.com/profile/Israel-Kloss""}, "
5,https://www.quora.com/What-are-the-top-10-emerging-technologies-in-the-next-5-10-years-2020%E2%80%932025," "" * Machine learning will continue to expand and guide robotics.\n * The internet of things will continue to expand: but next into integrations with our brains and bodies. \n * Auto insurance will have to pivot completely into other lines as auto-braking and multi-sensor predictive alert and sentient vehicles will eliminate the profit margins of traditional auto insurance; effectively commoditizing transportation insurance into catastrophic insurance only.  \n * Bitcoin will be be ecliped by a better bankable digital currency that solves the  scarcity as well as the public trust and theft and hacking problems. \n *  A network of Governments worldwide will cooperatively employ anomaly detection systems that collect and data mine self-learning IOT devices worldwide; allowing the common citizen access to automated policing systems, remote robotics, pre-fraud and pre-theft detection and other crime prevention systems. Voice agression systems (already being used in Britain and across Europe) will go mainstream  helping prevent violence before it happens.\n * Algorithm-based customized education systems will guide each student through a customized curriculum of the most effective course sequence, top learning modalities and automated grading standardization methods for fairness and accountability. Remote training will give open access to the finest education anywhere in the world (assuming internet has reached it) through programs like Edx.org [ http://Edx.org ] \n * More to come\n"", """,17,5535,674,""": ""Jeff Wilsbacher"", ""url"": ""https://www.quora.com/profile/Jeff-Wilsbacher""}, "
6,https://www.quora.com/What-are-the-top-10-emerging-technologies-in-the-next-5-10-years-2020%E2%80%932025," ""Question as answered: What will technology be like in 10 years time? [ https://www.quora.com/What-will-technology-be-like-in-10-years-time ]\n\nAnswered given in 2016.\n\n2026?\n\nWhat technology? as asked the question is so broad that it could be the subject of a book. I\u2019ll take a smattering of guesses since you\u2019ve left the format open:\n\nSoftware:\n\n * Big Data everywhere. Right now Big Data barely works, data scientists will increasingly plug into sensor data and that sensor data will quickly build a value pyramid. This data will also feed-\n * Artificial Intelligence- Mark Zuckerburg has said we\u2019ll have better than human AI by 2025. I don\u2019t think this will be true. I think we\u2019ll still be struggling with getting all the sensor input into memory in a retrievable way. I do think we\u2019ll have an explosion in smart systems that can replicate existing human mental skills in a way that will effectively augment humans, and replace humans in many jobs.\nRobotics:\n\n * Self Driving vehicles. The number of cars sold will dive, in dense urban areas self-driving taxis will be the dominant form of transportation (replacing and expanding Uber and Taxi services). Self Driving trucks will be used for a substantial portion of deliveries and long haul trucking.\n * Manufacturing Robotics. More than half of existing manufacturing positions will disapear in the US (and more than 25% in China) as robots, the next generation of Sawyer and Baxter (Rethink Robotics | Advanced Robotics Technology | Collaborative Robots [ http://www.rethinkrobotics.com/ ]) will replace many manufacturing jobs.\nHardware:\n\n * Sensor arrays everywhere, a HUGE part of the \u201cinternet of things\u201d will be sensors. Those sensors will allow much more of the world around us to have behavior.\n * 3D chips: as we\u2019ve seen with 3D NAND I think we\u2019ll see an analogous move in other chip design. After we reach a plateau with Moore\u2019s law we\u2019ll see 3D chips Stanford-led skyscraper-style chip design boosts performance 1,000-fold [ http://news.stanford.edu/2015/12/09/n3xt-computing-structure-120915/ ] with 1000x the price performance of current ones\n * New memory architecture: I expect that DRAM will be replaced by one of the contenders in the next decade NRAM, Xpoint, Memristor etc (Better Memory [ http://cacm.acm.org/magazines/2016/1/195739-better-memory/fulltext ])\n * Virtual Reality (VR): I think the Pixel XL with the DayDream is the direction of the future. (I don\u2019t think a separate, new device that costs $600 and requires a $1000 PC is viable enough to drive the market unless there are very substantial\n * Augmented Reality(AR): the Google Glass 2.0 is probably in the wings and if we see one moderatly successful device, we\u2019ll probably see competition (the Google Glass 1.0 is the Nokia Communicator (Nokia 9000 Communicator - Wikipedia [ https://en.wikipedia.org/wiki/Nokia_9000_Communicator ]) of AR devices, we\u2019re still waiting for the first iPhone\u2026but that will happen in the next 10 years)\nNetworks:\n\n * 5G wireless networks in the next 5 years, maybe 6G networks 2025/2026\n * Wireless hub and spoke model using Fiber along the backbone with point to point RF hubs delivering ~200Mbps+ at a cost comparable to current Cable/DSL lines\nSolar Tech:\n\n * I suspect Swanson\u2019s Law to continue through the next decade. It looks like, at least in the US, Solar power installation is slowing. I expect this is because of the cost of batteries. I expect the cost of batteries to change over the next 2 years as the Tesla GigaFactory comes online. With that change I expect the 16 to 20 percent per year increases to continue. This would lead to 2 doublings of installed Solar and a 40 percent decrease in panel costs. Robotic installation will make panel installation much, much cheaper over time. How Cheap Can Solar Get? Very Cheap Indeed [ http://rameznaam.com/2015/08/10/how-cheap-can-solar-get-very-cheap-indeed/ ]\nBatteries:\n\n * Why Energy Storage is About to Get Big \u2013 and Cheap [ http://rameznaam.com/2015/04/14/energy-storage-about-to-get-big-and-cheap/ ] wholesale lithium ion or post lithium ion batteries will be at or near $200/kwh. This will cause the cost of devices like the Tesla powerwall to drop to 1/3 to 1/5 their current pricing levels.\nHealthcare Tech:\n\n * Next year we\u2019ll have a winner of the Qualcom tricorder x-prize (Qualcomm Tricorder XPRIZE [ http://tricorder.xprize.org/ ]). I believe this will be a watershed moment and in the following half decade medical diagnostic devices will become part of the Internet of Things. The early detection these devices afford us will, by the 10 year timeframe, reduce death by heart disease and cancer substantially\n * CRISPER will begin to see use in human trials with a few procedures making it to regular usage\n * Regenerative medicine (Wake Forest Institute for Regenerative Medicine [ http://www.wakehealth.edu/WFIRM/ ]) will be usable for simple body structures (cartilage replacements will be available).\nBiotechnology:\n\n * Asian powers will fund cultured meat/fish growth after it fails to take off in the US. They will be successful in the 10 year timeframe. High protein, cultured meat products will be broadly available\n"", """,16,473,267,""": ""upGrad"", ""url"": ""https://www.quora.com/profile/upGrad""}, "
7,https://www.quora.com/What-are-the-top-10-emerging-technologies-in-the-next-5-10-years-2020%E2%80%932025," ""A few years back, research was conducted by Forrester about the progressive behaviour and pattern of the B2B customers. The question, \u2018what\u2019s next\u2019 is a constant in a tech geek\u2019s professional life. When it comes to technology, there is always something fresh and the hunt to develop and implement a new technology that could augment businesses is unyielding. The inquisitiveness to know and seek knowledge about the technology and how it is going to impact the daily lives of the human species.\n\nTechnology is true, one of the greatest change agents in the present world, and is moving faster than ever before. It has the supremacy to offer innovative solutions to global challenges. The emerging technologies have brought a radical shift in the information, technology and development sector and thereby impacting the other industries along with sales and marketing business segments well. Mapping the imminent technology proposal of the business demands the business leaders to first identify these emerging technology trends. They ought to learn the dynamics of the technology and how it would impact the present and the future of the business.\n\nHere are some of the most revolutionary and disruptive emerging technologies:\n\nMachine Learning (ML) and Artificial Intelligence (AI)\n\nMachine Learning and Artificial Intelligence have taken huge leaps in the recent past few years. For example, a business can apply machine learning and offer the consumer a fresh purchasing option, depending on the analysis of the history of the purchasing pattern and taste of the consumer. Machine Learning could be an effective tool for cyber financial frauds. Artificial Intelligence could be a more robust system to combat the new complex cyber-attacks. The ML and AI technologies blend a variety of other skills and expertise such as neural networks, deep learning, and natural language processing. This also includes other statistical concepts to appreciate, learn, forecast, acclimate and potentially function autonomously.\n\nInternet of Things (IoT)\n\nIoT is seen as the change agent for the luxurious and effective lifestyle for the consumers, offering valuable customer interactions and exceptional experiences for them. IoT is one of the most exciting areas of focus today. The idea revolves around the nano-sensors circulating in the human body or any specific object. Once connected with the technology, this is going to have a proliferating impact on the various sectors such as medicine, agriculture, architecture etc.\n\nBlockchain Technology\n\nBlockchain Technology is the disruptor of the Financial Industry. Mostly espoused by the cryptocurrency industry, today, even the conventional banks have started to clout its usage. The rise of bitcoin industry has raised the ambiguous inquisitiveness of the blockchain technology affecting the emerging markets. The blockchain technology is a digital principled ledger which creates numerous chained blocks of data and ensures sales and marketing resources are focused on the numbers of the business.\n\nAugmented Reality (AR) and Virtual Reality (VR)\n\nThe fascinating Augmented Reality (AR) and Virtual Reality (VR) is the current catchphrase of every technocrat. The AR and VR are potentially remodelling the way consumers interact with each other and the technology, inspiring the growth of pervasive settings. For instance, AR allows the user to blend the real and virtual world. With the help of VR technology, firms can deploy virtual business training and remote involvement. . The technology is also helpful to know in-depth about the changing tastes of the target audience and has immense potential to influence the business strategies.\n\nBig Data\n\nBig data technology is a very simple and effective concept. An exceptional method to collect, organise and comprehend the data for the benefit of the business. The quantitative output of data-driven analysis is one of the core strengths of big data technology. The Big data technology involves building huge data architectures to organise and analyze the unstructured data and offer real-time value for the business. The vast augmentation of the digital data has enabled not just big, but also the small and medium enterprises to disrupt the power of big-data. This technology with the right expertise would help the business to lower the cost of consumer gaining, augment sales and step into new business markets.\n\nMarket Automation\n\nEvery entrepreneur and business tycoon must be aware that marketing automation is here to stay. In the present-day scenario, sales and marketing personnel must automate processes in every way possible to offer the best experiences for the consumers. Businesses must leverage the benefits of this exclusive technology to eradicate the human-exclusive tasks. A robust automation tool is tailored to the explicit requirements of the business.The online e-commerce leverages the best of automation technology. An e-commerce industry can use automation technology to understand the customer\u2019s buying cycle and share the right message at the right time. For example, if he or she has left the shopping cart without making a purchase.\n\nCloud Computing\n\nThe market forecast states that in the next five years, 50% of the business organisations and global companies are moving their data to the cloud. This also points that Cloud Computing Technology companies such as Microsoft have greater responsibility to safeguard and secure the consumer valuable data. In the healthcare sector, operations and medical organisations can maintain the patient data, check the status of the patient and offer necessary treatments as and when necessary, without storing the data in the hardcopy of files.\n\nLet us know your thoughts in the comments below."", """,1,254,606,""": ""Sam Huleatt"", ""url"": ""https://www.quora.com/profile/Sam-Huleatt""}, "
8,https://www.quora.com/What-are-the-top-10-emerging-technologies-in-the-next-5-10-years-2020%E2%80%932025," ""It's hard to know/guess about things not yet invented. Below I list some technologies that while not mainstream now, might be part of our daily lives in a decade:\n\n * Near field communication (not necessarily new)\n * Voice recognition\n * Sensors/RFID\n * Personal health monitoring devices (fitbit-esque)\n * Robotics\n * Artifical Intelligence\n * Personalized Medicine\n"", """,9,10304,4919,""": ""Phil Jones (He / Him)"", ""url"": ""https://www.quora.com/profile/Phil-Jones-He-Him""}, "
9,https://www.quora.com/What-are-the-top-10-emerging-technologies-in-the-next-5-10-years-2020%E2%80%932025," ""Flying drones. \n\nMost people are not at all psychologically ready for this. But we are going to see cheap (sub $50) flying cameras in the hands of EVERYONE (from nosey teenagers to controlling parents, from cops to robbers.) Get ready to live in the panopticon."", """,8,UNKNOWN,UNKNOWN,UNKNOWN
10,https://www.quora.com/What-are-the-top-10-emerging-technologies-in-the-next-5-10-years-2020%E2%80%932025," ""What are the top 10 emerging technologies in the next 5-10 years (2020\u20132025)?"", """,383,UNKNOWN,UNKNOWN,UNKNOWN
0,https://www.quora.com/What-are-the-upcoming-emerging-technologies-in-software-industry," ""According to my interest, the idea behind Virtual Reality (VR) is to create an environment that looks and feels real, creating a sense that the user is immersed in the environment. It is expected that the future metaverse will incorporate web 3.0 technology, which will make it very similar to our real world in many ways and possibly even replace certain activities that we do in the real world, such as working or socializing.\n\nRecently, I became aware of a project called \""METASPACE\"". There are a lot of activities you can do in this virtual world. There are a number of segments within Metaspace such as gaming, entertainment, the NFT Marketplace, virtual concerts, and many others. It is expected that Metaspace will enable people to live a more connected lifestyle in terms of productivity, wealth, entertainment, and socialization.\n\nParticipants are rewarded for participating in the Metaspace, which is built on the polygon blockchain. By using NFTs, you can create your own avatar and obtain assets. Using Metaspace allows you to take your imagination to a whole new level. Metaspace will allow us to view the virtual world from a different perspective.\n\nhttps://t.me/MetaSpace_Metaverse\n"", """,3,16,39,""": ""Sai Aman"", ""url"": ""https://www.quora.com/profile/Sai-Aman-2""}, "
1,https://www.quora.com/What-are-the-upcoming-emerging-technologies-in-software-industry," "" * Software -\nDocker\n\nDocker, a new container technology, is hotter than hot because it makes it possible to get far more apps running on the same old servers and it also makes it very easy to package and ship programs.It is an open-source project that automates the deployment of Linux applications inside software containers. Quote of features from Docker web pages:\n\n\n%3E Docker containers wrap up a piece of software in a complete file-system that contains everything it needs to run: code, run-time, system tools, system libraries \u2013 anything you can install on a server. This guarantees that it will always run the same, regardless of the environment it is running in.\nIt is a tool designed to make it easier to create, deploy, and run applications by using containers. Containers allow a developer to package up an application with all of the parts it needs, such as libraries and other dependencies, and ship it all out as one package. By doing so, thanks to the container, the developer can rest assured that the application will run on any other Linux machine regardless of any customized settings that machine might have that could differ from the machine used for writing and testing the code.\n\nCheck out : Docker [ https://www.docker.com/ ]\n\nhttps://www.youtube.com/watch?v=Q5POuMHxW-0\n * Security-\nNetatmo Presence\n\nThe Netatmo Presence is a smart outdoor security camera that can tell you who, and what, has entered your yard.The Netatmo Presence, introduced on Monday at CES, is an outdoor security cam that takes things one step farther\u2014it can distinguish between animals, cars, and people to let you know which has been detected outside your home.\n\nIt connects with a smartphone, computer, tablet or Apple Watch via Wi-Fi, allowing owners to modify its settings through an app. On the app, users will be able to adjust the perimeter for the security camera's field of view and set specific zones to monitor, and they can turn the floodlight option on or off there too. The device uses infrared to see in the dark at night when the floodlight is off.\n\nFrom a design perspective, the Presence looks more like a standard issue outdoor flood light than a security camera, which is a good way to trick any would-be wrongdoers. I'm not in love with the design, which is a little blocky for my taste, though ultimately the minimal aluminum build is pretty inoffensive. It's rated IP66 to withstand harsh outdoor conditions, like ice, rain, sun, and wind.\n\nThe camera records full HD 1080p video. It has a 100-degree field of view, and a very impressive 65-foot detection range (many outdoor cameras provide a range closer to 25 feet). There's also infrared night vision, and Netatmo uses end-to-end encryption to make sure no one else can access your camera feed.\n\nCheck out : Smart Outdoor Security Camera with App [ https://www.netatmo.com/en-US/product/presence ]\n\nhttps://www.youtube.com/watch?v=MFAqGiIxQNc\nStorage -\n\nHybrid cloud storage\n\nIt is a combination of public cloud storage and private cloud storage where some critical data resides in the enterprise's private cloud while other data is stored and accessible from a public cloud storage provider started by Microsoft Azure and storsimple cloud computing and platform services.\n\nWith hybrid cloud storage, enterprises are able to mix and match cloud storage resources between local data center infrastructure and scalable, on-demand infrastructure, with the cloud storage provider typically fully managing the cloud storage.\n\nHybrid cloud storage combines the advantages of scalability, reliability, rapid deployment and potential cost savings of public cloud storage with the security and full control of private cloud storage.\n\nHybrid cloud storage more accurately means using on-premise storage and storage in the public cloud to create a greater overall value \u2013 as a kind of mash-up. You could have some data on one and some on the other, depending on its risk classification or its latency and bandwidth needs. Alternatively, you could federate a private storage cloud with a public cloud, using public cloud storage for archive, backup, disaster recovery, workflow sharing and distribution.\n\nCheck out : Hybrid Cloud Storage from Microsoft [ http://www.controlyourstorage.com/ ]\n\nhttps://www.youtube.com/watch?v=Xxi6FBJQA_M\nAlso check out : What's New With Data Domain? [ https://www.focustsi.com/resource/whats-new-with-data-domain/ ]"", """,18,2,213,""": ""Onkar Pratap Singh"", ""url"": ""https://www.quora.com/profile/Onkar-Pratap-Singh""}, "
2,https://www.quora.com/What-are-the-upcoming-emerging-technologies-in-software-industry," ""Big data platforms\nInfrastructure to handle big data and high speed \u2026 and use all that data you\u2019ve been uselessly storing\n\nBreakthrough storage and compute\nYes, hardware may still be necessary, even if you\u2019re never going to be like Google\n\nSoftware-defined infrastructure\nSoftware that dynamically routes your networking and data center capabilities\n\nCloud application frameworks\nTechnologies for deploying and running distributed apps in the cloud, like, perhaps, a multi-continent-spanning database\n\nNew identity and trust models\nNew federated trust and identity models for a changing world of jobs and careers \u2026 and maybe even killing all usernames and passwords"", """,4,73,29,""": ""Detained Engineers"", ""url"": ""https://www.quora.com/profile/Detained-Engineers""}, "
3,https://www.quora.com/What-are-the-upcoming-emerging-technologies-in-software-industry," ""Emerging Technologies\n\nEmerging technologies are technologies whose development, practical applications, or both are still largely unrealized, such that they are figuratively emerging into prominence from a background of nonexistence or obscurity.\n\nHere are the top 5 emerging technologies:\n\nArtificial Intelligence\n\nMedical Upgrade\n\nAutomation\n\n5G Network\n\nDigital ecosystem\n\n"", """,0,117,27,""": ""*instinctools""}}, "
4,https://www.quora.com/What-are-the-upcoming-emerging-technologies-in-software-industry," ""Committed to innovation, Emerging Technologies are on top of current software trends. As part of complex solutions, they facilitate inventing and building products in a short time. They are:\n\n * Artificial Intelligence\n * Human Augmentation\n * IoT (The Internet of Things)\n * Augmented reality (AR)\n * 5G\n * Quantum Computing\nSo, these are some of the software development trends helping businesses to get aligned in a short time.. I hope my answer helped you!"", """,28,26,10,""": ""AIG""}}, "
5,https://www.quora.com/What-are-the-upcoming-emerging-technologies-in-software-industry," ""DEVOPS (Docker/Puppet/Chef/ansible/saltstack)\n\nTABLEAU\n\nBIG DATA\n\nJUNIPER\n\nADOBE CQ5"", """,1,36,3,""": ""Wendy Stepney"", ""url"": ""https://www.quora.com/profile/Wendy-Stepney""}, "
