,article_keywords,title_keywords,count,article_link
2,a high-tech harvest,0.14470567187690722,1,https://techcrunch.com/2022/09/05/solar-foods-solein/
0,Inflation Reduction Act,0.24570664259799418,2,https://techcrunch.com/2022/08/16/winners-losers-abound-as-inflation-reduction-act-becomes-law/
1,law,0.243481872628971,1,https://techcrunch.com/2022/08/16/winners-losers-abound-as-inflation-reduction-act-becomes-law/
2,losers,0.1362948359269397,1,https://techcrunch.com/2022/08/16/winners-losers-abound-as-inflation-reduction-act-becomes-law/
0,recent years,0.23045672188313773,2,https://techcrunch.com/2022/08/15/oil-and-gas-didnt-benefit-from-investor-largesse-in-recent-years-but-renewables-did/
1,investor largesse,0.20358404371393707,1,https://techcrunch.com/2022/08/15/oil-and-gas-didnt-benefit-from-investor-largesse-in-recent-years-but-renewables-did/
2,renewables,0.19676898110825397,1,https://techcrunch.com/2022/08/15/oil-and-gas-didnt-benefit-from-investor-largesse-in-recent-years-but-renewables-did/
3,gas,0.11477160922369026,1,https://techcrunch.com/2022/08/15/oil-and-gas-didnt-benefit-from-investor-largesse-in-recent-years-but-renewables-did/
4,Oil,0.1013130322966086,1,https://techcrunch.com/2022/08/15/oil-and-gas-didnt-benefit-from-investor-largesse-in-recent-years-but-renewables-did/
0,25-year solar energy deal,0.17572584591898685,1,https://techcrunch.com/2022/08/15/porsche-signs-25-year-solar-energy-deal/
1,Porsche,0.13630248795544953,2,https://techcrunch.com/2022/08/15/porsche-signs-25-year-solar-energy-deal/
2,25-year,0.058670528772030016,1,https://techcrunch.com/2022/08/15/porsche-signs-25-year-solar-energy-deal/
0,DTE Energy,0.33223519667364926,2,https://techcrunch.com/2022/08/10/ford-locks-in-solar-energy-deal-with-dte-energy/
1,solar energy deal,0.26255703162980437,1,https://techcrunch.com/2022/08/10/ford-locks-in-solar-energy-deal-with-dte-energy/
2,Ford locks,0.17360829313256287,1,https://techcrunch.com/2022/08/10/ford-locks-in-solar-energy-deal-with-dte-energy/
3,Ford,0.12186027597311673,1,https://techcrunch.com/2022/08/10/ford-locks-in-solar-energy-deal-with-dte-energy/
0,key bill,0.31688183319925656,1,https://techcrunch.com/2022/08/08/that-big-climate-bill-might-actually-make-a-difference/
1,Senate,0.17219098848379463,2,https://techcrunch.com/2022/08/08/that-big-climate-bill-might-actually-make-a-difference/
2,Climate tech,0.15739762924864026,1,https://techcrunch.com/2022/08/08/that-big-climate-bill-might-actually-make-a-difference/
0,Project Solar,0.25959639050250777,1,https://techcrunch.com/2022/08/05/online-only-home-solar-seller-bags-23m-pledging-dramatically-lower-prices/
1,Online-only residential solar seller Project Solar,0.20526674968884212,1,https://techcrunch.com/2022/08/05/online-only-home-solar-seller-bags-23m-pledging-dramatically-lower-prices/
0,Terabase,0.2795984421205809,1,https://techcrunch.com/2022/08/04/bill-gates-breakthrough-energy-terabase-robot-solar-farms/
1,Breakthrough Energy,0.22279697495861164,1,https://techcrunch.com/2022/08/04/bill-gates-breakthrough-energy-terabase-robot-solar-farms/
2,Bill Gates Breakthrough Energy,0.15288086229220466,1,https://techcrunch.com/2022/08/04/bill-gates-breakthrough-energy-terabase-robot-solar-farms/
3,Bill Gates,0.09206970100819285,1,https://techcrunch.com/2022/08/04/bill-gates-breakthrough-energy-terabase-robot-solar-farms/
4,$44M bet,0.05895746951175771,1,https://techcrunch.com/2022/08/04/bill-gates-breakthrough-energy-terabase-robot-solar-farms/
0,VC,0.21448185310445242,1,https://techcrunch.com/2022/08/04/uae-aims-to-convert-oil-wealth-into-tech-prowess/
1,countrys VC future,0.2045997599331493,1,https://techcrunch.com/2022/08/04/uae-aims-to-convert-oil-wealth-into-tech-prowess/
2,AI,0.13804851507607008,1,https://techcrunch.com/2022/08/04/uae-aims-to-convert-oil-wealth-into-tech-prowess/
3,UAE’s AI minister,0.12347540609268157,1,https://techcrunch.com/2022/08/04/uae-aims-to-convert-oil-wealth-into-tech-prowess/
0,Sion EV,0.3029955369418653,1,https://techcrunch.com/2022/07/26/sono-motors-reveals-final-design-of-its-solar-charging-sion-ev/
1,final design,0.20358404371393707,1,https://techcrunch.com/2022/07/26/sono-motors-reveals-final-design-of-its-solar-charging-sion-ev/
2,its solar-charging Sion EV,0.1557323692413699,1,https://techcrunch.com/2022/07/26/sono-motors-reveals-final-design-of-its-solar-charging-sion-ev/
3,Sono Motors,0.14433557441502345,2,https://techcrunch.com/2022/07/26/sono-motors-reveals-final-design-of-its-solar-charging-sion-ev/
0,China,0.16061930593490664,1,https://techcrunch.com/2022/07/24/bertelsmann-asia-bai-capital-700-million-fund/
1,BAI Capital,0.15739762924864026,2,https://techcrunch.com/2022/07/24/bertelsmann-asia-bai-capital-700-million-fund/
2,China’s globalizing startups,0.15252802809512628,1,https://techcrunch.com/2022/07/24/bertelsmann-asia-bai-capital-700-million-fund/
3,fresh $700M fund,0.09902557287476768,1,https://techcrunch.com/2022/07/24/bertelsmann-asia-bai-capital-700-million-fund/
0,eyes China,0.3498759579292246,1,https://techcrunch.com/2022/07/21/luminar-lidar-ecarx-geely-china-ev/
1,China,0.29499743629328806,1,https://techcrunch.com/2022/07/21/luminar-lidar-ecarx-geely-china-ev/
2,Ecarx,0.19815879675328218,1,https://techcrunch.com/2022/07/21/luminar-lidar-ecarx-geely-china-ev/
3,Luminar,0.13630248795544953,2,https://techcrunch.com/2022/07/21/luminar-lidar-ecarx-geely-china-ev/
4,Geely-affiliated Ecarx,0.09591801515882187,1,https://techcrunch.com/2022/07/21/luminar-lidar-ecarx-geely-china-ev/
0,modular reactor design,0.331562347432685,1,https://techcrunch.com/2022/07/13/xfuel-hopes-to-sail-past-biofuels-troubled-past-with-modular-reactor-design/
1,XFuel,0.11048163870988659,2,https://techcrunch.com/2022/07/13/xfuel-hopes-to-sail-past-biofuels-troubled-past-with-modular-reactor-design/
2,past biofuels,0.07418687961485536,1,https://techcrunch.com/2022/07/13/xfuel-hopes-to-sail-past-biofuels-troubled-past-with-modular-reactor-design/
0,the building process,0.18554974681942044,1,https://techcrunch.com/2022/07/08/this-startup-hopes-to-get-us-to-net-zero-via-its-platform-to-construct-wooden-buildings/
1,011h,0.13630248795544953,1,https://techcrunch.com/2022/07/08/this-startup-hopes-to-get-us-to-net-zero-via-its-platform-to-construct-wooden-buildings/
0,founders,0.29917569879868694,1,https://techcrunch.com/2022/11/05/laid-off-climate-tech-is-looking-for-talent-and-founders/
1,talent,0.22750701527603318,1,https://techcrunch.com/2022/11/05/laid-off-climate-tech-is-looking-for-talent-and-founders/
2,Climate tech,0.21157107385715201,1,https://techcrunch.com/2022/11/05/laid-off-climate-tech-is-looking-for-talent-and-founders/
3,Laid,0.1485073033754271,1,https://techcrunch.com/2022/11/05/laid-off-climate-tech-is-looking-for-talent-and-founders/
0,game-changing companies,0.21501619821488355,1,https://techcrunch.com/2022/11/04/how-to-land-investors-who-fund-game-changing-companies/
1,investors,0.1544094571426561,1,https://techcrunch.com/2022/11/04/how-to-land-investors-who-fund-game-changing-companies/
0,climate tech,0.33223519667364926,1,https://techcrunch.com/2022/10/26/genzeros-frederick-teo-on-limitless-opportunities-in-climate-tech/
1,Frederick Teo,0.196670825479819,2,https://techcrunch.com/2022/10/26/genzeros-frederick-teo-on-limitless-opportunities-in-climate-tech/
2,GenZero,0.12186027597311673,2,https://techcrunch.com/2022/10/26/genzeros-frederick-teo-on-limitless-opportunities-in-climate-tech/
3,‘limitless’ opportunities,0.09425155287581845,1,https://techcrunch.com/2022/10/26/genzeros-frederick-teo-on-limitless-opportunities-in-climate-tech/
0,other industries,0.29064737094615933,1,https://techcrunch.com/2022/10/16/top-climate-tech-deals-net-nearly-4b-in-q3-outpacing-other-industries/
1,Top climate tech deals,0.1843814177987066,1,https://techcrunch.com/2022/10/16/top-climate-tech-deals-net-nearly-4b-in-q3-outpacing-other-industries/
2,Q3,0.164191770372194,1,https://techcrunch.com/2022/10/16/top-climate-tech-deals-net-nearly-4b-in-q3-outpacing-other-industries/
3,nearly $4B,0.05218048824511559,2,https://techcrunch.com/2022/10/16/top-climate-tech-deals-net-nearly-4b-in-q3-outpacing-other-industries/
0,ratings,0.23884873583808644,1,https://techcrunch.com/2022/10/12/investing-platform-raises-10m-to-offer-climate-investing-from-a-different-angle-to-esg-ratings/
1,Investing platform,0.1913359647942692,1,https://techcrunch.com/2022/10/12/investing-platform-raises-10m-to-offer-climate-investing-from-a-different-angle-to-esg-ratings/
2,ESG,0.18154538568871878,1,https://techcrunch.com/2022/10/12/investing-platform-raises-10m-to-offer-climate-investing-from-a-different-angle-to-esg-ratings/
3,climate,0.15673255968765681,1,https://techcrunch.com/2022/10/12/investing-platform-raises-10m-to-offer-climate-investing-from-a-different-angle-to-esg-ratings/
4,a different angle,0.11698607063390934,1,https://techcrunch.com/2022/10/12/investing-platform-raises-10m-to-offer-climate-investing-from-a-different-angle-to-esg-ratings/
0,climate tech,0.25959639050250777,1,https://techcrunch.com/2022/10/12/2422480/
1,Carbon accounting platform,0.18968443873813,1,https://techcrunch.com/2022/10/12/2422480/
2,Sage,0.17219098848379463,1,https://techcrunch.com/2022/10/12/2422480/
0,petascale data tools,0.20199139108599964,1,https://techcrunch.com/2022/10/11/earthmover-to-bring-petascale-data-tools-to-climate-tech/
1,-,0.18908188363442757,1,https://techcrunch.com/2022/10/11/earthmover-to-bring-petascale-data-tools-to-climate-tech/
2,tech,0.164191770372194,1,https://techcrunch.com/2022/10/11/earthmover-to-bring-petascale-data-tools-to-climate-tech/
0,tech underinvestment,0.2930362635703125,1,https://techcrunch.com/2022/10/10/fears-of-climate-tech-underinvestment-are-probably-overblown/
1,climate,0.17618607536220587,1,https://techcrunch.com/2022/10/10/fears-of-climate-tech-underinvestment-are-probably-overblown/
2,Fears,0.15552550751170977,1,https://techcrunch.com/2022/10/10/fears-of-climate-tech-underinvestment-are-probably-overblown/
0,wildfires,0.29499743629328806,1,https://techcrunch.com/2022/10/07/convective-capitals-35-million-answer-to-the-increasing-threat-of-wildfires/
1,Convective Capital,0.19418352986099452,1,https://techcrunch.com/2022/10/07/convective-capitals-35-million-answer-to-the-increasing-threat-of-wildfires/
2,the increasing threat,0.14996520887367523,1,https://techcrunch.com/2022/10/07/convective-capitals-35-million-answer-to-the-increasing-threat-of-wildfires/
3,Convective Capital’s,0.10298136806958724,1,https://techcrunch.com/2022/10/07/convective-capitals-35-million-answer-to-the-increasing-threat-of-wildfires/
0,Climate tech,0.19418352986099452,1,https://techcrunch.com/2022/09/09/climate-tech-is-a-hot-investment-in-2022-next-five-years-could-be-even-hotter/
1,a hot investment,0.13215948428230626,1,https://techcrunch.com/2022/09/09/climate-tech-is-a-hot-investment-in-2022-next-five-years-could-be-even-hotter/
2,five years,0.10399112450270392,1,https://techcrunch.com/2022/09/09/climate-tech-is-a-hot-investment-in-2022-next-five-years-could-be-even-hotter/
0,Levidian,0.2382589909958323,1,https://techcrunch.com/2022/08/16/levidian-loop/
1,poop,0.19959129852727492,1,https://techcrunch.com/2022/08/16/levidian-loop/
2,Levidian’s Loop,0.19680802633142563,1,https://techcrunch.com/2022/08/16/levidian-loop/
3,power,0.17618607536220587,1,https://techcrunch.com/2022/08/16/levidian-loop/
0,Climate tech VC Contrarian Ventures,0.21980904518810607,1,https://techcrunch.com/2022/08/16/european-climate-vc-contrarian-targets-100-million-seed-fund/
1,VC Contrarian Ventures,0.21828646882041822,1,https://techcrunch.com/2022/08/16/european-climate-vc-contrarian-targets-100-million-seed-fund/
2,$100M seed fund,0.13875263855333064,1,https://techcrunch.com/2022/08/16/european-climate-vc-contrarian-targets-100-million-seed-fund/
0,SaaS-ifying air-quality tracking,0.1870800643703561,1,https://techcrunch.com/2022/08/09/how-this-founder-is-saas-ifying-air-quality-tracking/
1,this founder,0.0629554224898356,1,https://techcrunch.com/2022/08/09/how-this-founder-is-saas-ifying-air-quality-tracking/
0,climate tech,0.3029955369418653,1,https://techcrunch.com/2022/07/28/heres-how-manchin-and-schumers-surprise-725-page-bill-could-boost-climate-tech/
1,Schumer,0.1300180984132601,2,https://techcrunch.com/2022/07/28/heres-how-manchin-and-schumers-surprise-725-page-bill-could-boost-climate-tech/
2,Manchin,0.11477160922369026,1,https://techcrunch.com/2022/07/28/heres-how-manchin-and-schumers-surprise-725-page-bill-could-boost-climate-tech/
0,venture funding,0.3711047733623778,1,https://techcrunch.com/2022/07/20/ok-dont-fear-the-long-shots-are-still-getting-venture-funding/
1,The long shots,0.11750501759319873,1,https://techcrunch.com/2022/07/20/ok-dont-fear-the-long-shots-are-still-getting-venture-funding/
0,climate-tech founders,0.19567778283218684,1,https://techcrunch.com/2022/07/14/systemiq-vc-70-million-fund-2/
1,London VC Systemiq,0.18968443873813,1,https://techcrunch.com/2022/07/14/systemiq-vc-70-million-fund-2/
2,VC Systemiq,0.17830657553902454,1,https://techcrunch.com/2022/07/14/systemiq-vc-70-million-fund-2/
3,London,0.11048163870988659,1,https://techcrunch.com/2022/07/14/systemiq-vc-70-million-fund-2/
0,disruption,0.2660151285289206,1,https://techcrunch.com/2022/07/14/gridtential-thinks-the-og-renewable-battery-chemistry-is-ripe-for-disruption/
1,the OG renewable battery chemistry,0.16860593878327867,1,https://techcrunch.com/2022/07/14/gridtential-thinks-the-og-renewable-battery-chemistry-is-ripe-for-disruption/
2,OG,0.14178440086202557,1,https://techcrunch.com/2022/07/14/gridtential-thinks-the-og-renewable-battery-chemistry-is-ripe-for-disruption/
3,Gridtential,0.11048163870988659,1,https://techcrunch.com/2022/07/14/gridtential-thinks-the-og-renewable-battery-chemistry-is-ripe-for-disruption/
0,green transition,0.33223519667364926,1,https://techcrunch.com/2022/07/05/with-a-new-157m-fund-climentum-capital-targets-european-startups-working-to-reduce-co2-emissions/
1,CO2,0.17716194788237424,1,https://techcrunch.com/2022/07/05/with-a-new-157m-fund-climentum-capital-targets-european-startups-working-to-reduce-co2-emissions/
2,Climentum Capital,0.17360829313256287,2,https://techcrunch.com/2022/07/05/with-a-new-157m-fund-climentum-capital-targets-european-startups-working-to-reduce-co2-emissions/
0,forest restoration,0.2498035006114179,1,https://techcrunch.com/2022/06/23/vibrant-planet-raises-17m-seed-round-to-grow-forest-restoration-saas/
1,Vibrant Planet,0.14433557441502345,1,https://techcrunch.com/2022/06/23/vibrant-planet-raises-17m-seed-round-to-grow-forest-restoration-saas/
2,$17M seed round,0.06362001366060534,1,https://techcrunch.com/2022/06/23/vibrant-planet-raises-17m-seed-round-to-grow-forest-restoration-saas/
0,Zap Energy,0.12450281619874627,2,https://techcrunch.com/2022/06/22/zap-energy-nets-160m-series-c-to-advance-its-lightning-in-a-bottle-fusion-tech/
1,$160M Series C,0.08922319604840746,1,https://techcrunch.com/2022/06/22/zap-energy-nets-160m-series-c-to-advance-its-lightning-in-a-bottle-fusion-tech/
2,a-bottle,0.055577051065491365,1,https://techcrunch.com/2022/06/22/zap-energy-nets-160m-series-c-to-advance-its-lightning-in-a-bottle-fusion-tech/
0,tracks,0.17743725822400744,1,https://techcrunch.com/2018/06/25/darpa-ground-x-wheel-design/
1,DARPA design shifts,0.1739430051308387,1,https://techcrunch.com/2018/06/25/darpa-ground-x-wheel-design/
2,a moving vehicle,0.16068764913063904,1,https://techcrunch.com/2018/06/25/darpa-ground-x-wheel-design/
3,wheels,0.15790159465521894,1,https://techcrunch.com/2018/06/25/darpa-ground-x-wheel-design/
4,DARPA,0.1013130322966086,1,https://techcrunch.com/2018/06/25/darpa-ground-x-wheel-design/
0,a speeding car,0.1324783119348536,1,https://techcrunch.com/2018/04/30/pentagon-radio-frequency-vehicle-stopper/
1,a radio wave weapon,0.12882588319145208,1,https://techcrunch.com/2018/04/30/pentagon-radio-frequency-vehicle-stopper/
2,its tracks,0.11736125462282805,1,https://techcrunch.com/2018/04/30/pentagon-radio-frequency-vehicle-stopper/
3,Pentagon,0.1013130322966086,1,https://techcrunch.com/2018/04/30/pentagon-radio-frequency-vehicle-stopper/
0,technology,0.2660151285289206,1,https://techcrunch.com/2017/02/21/hr-mcmaster-trump-national-security-flynn-replacement/
1,warnings,0.20543079036972153,1,https://techcrunch.com/2017/02/21/hr-mcmaster-trump-national-security-flynn-replacement/
2,Trump’s new national security adviser,0.16206749891978034,1,https://techcrunch.com/2017/02/21/hr-mcmaster-trump-national-security-flynn-replacement/
3,a futurist,0.08467948930753687,1,https://techcrunch.com/2017/02/21/hr-mcmaster-trump-national-security-flynn-replacement/
4,Trump’s,0.0510292830797312,1,https://techcrunch.com/2017/02/21/hr-mcmaster-trump-national-security-flynn-replacement/
0,tech companies,0.31688183319925656,1,https://techcrunch.com/2016/09/09/military-veterans-provide-a-new-competitive-advantage-for-tech-companies/
1,Military veterans,0.15739762924864026,1,https://techcrunch.com/2016/09/09/military-veterans-provide-a-new-competitive-advantage-for-tech-companies/
2,a new competitive advantage,0.15252802809512628,1,https://techcrunch.com/2016/09/09/military-veterans-provide-a-new-competitive-advantage-for-tech-companies/
0,VR,0.22224963089524252,2,https://techcrunch.com/2016/08/30/vr-on-the-battlefield-to-the-couch-and-back-again-sort-of/
1,the couch,0.16667242083837241,1,https://techcrunch.com/2016/08/30/vr-on-the-battlefield-to-the-couch-and-back-again-sort-of/
2,the battlefield,0.12254003073616891,1,https://techcrunch.com/2016/08/30/vr-on-the-battlefield-to-the-couch-and-back-again-sort-of/
0,Technology,0.15638717268231964,1,https://techcrunch.com/2016/01/19/the-militarization-rate-of-technology-and-elon-musks-ai-worries/
1,The Militarization Rate Of Technology,0.09131129421186608,1,https://techcrunch.com/2016/01/19/the-militarization-rate-of-technology-and-elon-musks-ai-worries/
0,Avenger Laser weapon,0.2340164370673894,1,https://techcrunch.com/2009/01/26/avenger-laser-weapon-knocks-uav-out-of-the-air/
1,UAV,0.22514738896862999,1,https://techcrunch.com/2009/01/26/avenger-laser-weapon-knocks-uav-out-of-the-air/
2,Avenger Laser,0.19418352986099452,1,https://techcrunch.com/2009/01/26/avenger-laser-weapon-knocks-uav-out-of-the-air/
3,the air,0.13625347940334348,1,https://techcrunch.com/2009/01/26/avenger-laser-weapon-knocks-uav-out-of-the-air/
0,military vechicles,0.39309699602751175,1,https://techcrunch.com/2008/12/16/rubber-tracks-for-military-vechicles/
1,Rubber,0.18263162765420737,1,https://techcrunch.com/2008/12/16/rubber-tracks-for-military-vechicles/
0,Remote control tankbot,0.34634346185067233,1,https://techcrunch.com/2008/12/03/remote-control-tankbot-the-robocalypse-marches-on/
1,Robocalypse,0.17776537474909693,1,https://techcrunch.com/2008/12/03/remote-control-tankbot-the-robocalypse-marches-on/
2,The Robocalypse marches,0.1500513316982913,1,https://techcrunch.com/2008/12/03/remote-control-tankbot-the-robocalypse-marches-on/
0,baddies,0.18908188363442757,1,https://techcrunch.com/2008/02/21/uks-new-badass-binocs-combo-infrared-gps-to-target-baddies-three-miles-away/
1,GPS,0.164191770372194,1,https://techcrunch.com/2008/02/21/uks-new-badass-binocs-combo-infrared-gps-to-target-baddies-three-miles-away/
2,UKs new badass binocs combo infrared,0.15548167923060494,1,https://techcrunch.com/2008/02/21/uks-new-badass-binocs-combo-infrared-gps-to-target-baddies-three-miles-away/
3,three miles,0.11245945976410449,1,https://techcrunch.com/2008/02/21/uks-new-badass-binocs-combo-infrared-gps-to-target-baddies-three-miles-away/
4,UK,0.09374977920472881,1,https://techcrunch.com/2008/02/21/uks-new-badass-binocs-combo-infrared-gps-to-target-baddies-three-miles-away/
0,space economy,0.31688183319925656,1,https://techcrunch.com/2022/07/18/united-arab-emirates-launches-820m-fund-to-boost-domestic-space-economy/
1,United Arab Emirates,0.18968443873813,2,https://techcrunch.com/2022/07/18/united-arab-emirates-launches-820m-fund-to-boost-domestic-space-economy/
0,chief engineer,0.3029955369418653,1,https://techcrunch.com/2021/02/17/astra-hires-longtime-apple-veteran-benjamin-lyon-as-chief-engineer/
1,Benjamin Lyon,0.23045672188313773,2,https://techcrunch.com/2021/02/17/astra-hires-longtime-apple-veteran-benjamin-lyon-as-chief-engineer/
2,longtime Apple veteran,0.21828646882041822,1,https://techcrunch.com/2021/02/17/astra-hires-longtime-apple-veteran-benjamin-lyon-as-chief-engineer/
3,Apple,0.14729004418874336,1,https://techcrunch.com/2021/02/17/astra-hires-longtime-apple-veteran-benjamin-lyon-as-chief-engineer/
4,Astra,0.1013130322966086,2,https://techcrunch.com/2021/02/17/astra-hires-longtime-apple-veteran-benjamin-lyon-as-chief-engineer/
0,space tech,0.31688183319925656,1,https://techcrunch.com/2020/12/21/the-us-wants-startups-to-get-a-piece-of-the-16-billion-spent-on-space-tech/
1,startups,0.14178440086202557,1,https://techcrunch.com/2020/12/21/the-us-wants-startups-to-get-a-piece-of-the-16-billion-spent-on-space-tech/
2,US,0.11048163870988659,1,https://techcrunch.com/2020/12/21/the-us-wants-startups-to-get-a-piece-of-the-16-billion-spent-on-space-tech/
3,a piece,0.07953161084251727,1,https://techcrunch.com/2020/12/21/the-us-wants-startups-to-get-a-piece-of-the-16-billion-spent-on-space-tech/
4,The US,0.0510292830797312,1,https://techcrunch.com/2020/12/21/the-us-wants-startups-to-get-a-piece-of-the-16-billion-spent-on-space-tech/
0,next week,0.3498759579292246,1,https://techcrunch.com/2020/12/09/tc-sessions-space-2020-launches-next-week/
1,TC Sessions,0.19418352986099452,1,https://techcrunch.com/2020/12/09/tc-sessions-space-2020-launches-next-week/
2,TC Sessions: Space,0.13810922110488308,1,https://techcrunch.com/2020/12/09/tc-sessions-space-2020-launches-next-week/
3,Space 2020 launches,0.13215948428230626,1,https://techcrunch.com/2020/12/09/tc-sessions-space-2020-launches-next-week/
0,Space,0.2660151285289206,1,https://techcrunch.com/2020/11/13/t-minus-24-hours-left-to-save-on-tickets-to-tc-sessions-space-2020/
1,TC Sessions,0.25959639050250777,1,https://techcrunch.com/2020/11/13/t-minus-24-hours-left-to-save-on-tickets-to-tc-sessions-space-2020/
2,TC Sessions: Space,0.19567778283218684,1,https://techcrunch.com/2020/11/13/t-minus-24-hours-left-to-save-on-tickets-to-tc-sessions-space-2020/
3,tickets,0.17219098848379463,1,https://techcrunch.com/2020/11/13/t-minus-24-hours-left-to-save-on-tickets-to-tc-sessions-space-2020/
0,Space,0.2795984421205809,1,https://techcrunch.com/2020/11/04/student-discount-passes-available-for-tc-sessions-space-2020/
1,TC Sessions,0.27010136077940194,1,https://techcrunch.com/2020/11/04/student-discount-passes-available-for-tc-sessions-space-2020/
2,TC Sessions: Space,0.2045997599331493,1,https://techcrunch.com/2020/11/04/student-discount-passes-available-for-tc-sessions-space-2020/
3,Student discount,0.17360829313256287,1,https://techcrunch.com/2020/11/04/student-discount-passes-available-for-tc-sessions-space-2020/
0,space startups,0.33223519667364926,1,https://techcrunch.com/2020/01/29/all-eyes-are-on-the-next-liquidity-event-when-it-comes-to-space-startups/
1,the next liquidity event,0.13987814738801507,1,https://techcrunch.com/2020/01/29/all-eyes-are-on-the-next-liquidity-event-when-it-comes-to-space-startups/
2,All eyes,0.05628485050928083,1,https://techcrunch.com/2020/01/29/all-eyes-are-on-the-next-liquidity-event-when-it-comes-to-space-startups/
0,new year,0.3498759579292246,1,https://techcrunch.com/2020/01/13/max-q-the-new-space-new-year/
1,The New Space new year,0.2325018768528999,1,https://techcrunch.com/2020/01/13/max-q-the-new-space-new-year/
2,Max Q,0.19418352986099452,2,https://techcrunch.com/2020/01/13/max-q-the-new-space-new-year/
0,Blue Origin,0.17360829313256287,2,https://techcrunch.com/2020/01/07/blue-origin-officially-opens-its-new-hq-and-rd-center/
1,its new HQ and R&D center,0.16884251528791203,1,https://techcrunch.com/2020/01/07/blue-origin-officially-opens-its-new-hq-and-rd-center/
0,Starships,0.1821150341259923,1,https://techcrunch.com/2019/11/07/elon-musk-says-building-the-first-sustainable-city-on-mars-will-take-1000-starships-and-20-years/
1,Mars,0.15965675967756365,2,https://techcrunch.com/2019/11/07/elon-musk-says-building-the-first-sustainable-city-on-mars-will-take-1000-starships-and-20-years/
2,first,0.1362054774437733,1,https://techcrunch.com/2019/11/07/elon-musk-says-building-the-first-sustainable-city-on-mars-will-take-1000-starships-and-20-years/
3,the first sustainable city,0.12829527818076245,1,https://techcrunch.com/2019/11/07/elon-musk-says-building-the-first-sustainable-city-on-mars-will-take-1000-starships-and-20-years/
4,Elon Musk,0.12450281619874627,1,https://techcrunch.com/2019/11/07/elon-musk-says-building-the-first-sustainable-city-on-mars-will-take-1000-starships-and-20-years/
5,20 years,0.10804348010060627,2,https://techcrunch.com/2019/11/07/elon-musk-says-building-the-first-sustainable-city-on-mars-will-take-1000-starships-and-20-years/
6,"1,000 Starships",0.08411533118089565,1,https://techcrunch.com/2019/11/07/elon-musk-says-building-the-first-sustainable-city-on-mars-will-take-1000-starships-and-20-years/
0,International Astronautical Congress,0.26255703162980437,1,https://techcrunch.com/2019/10/28/max-q-international-astronautical-congress-2019-recap-edition/
1,International Astronautical Congress 2019 recap edition,0.2342662604680045,1,https://techcrunch.com/2019/10/28/max-q-international-astronautical-congress-2019-recap-edition/
2,Max Q,0.17360829313256287,2,https://techcrunch.com/2019/10/28/max-q-international-astronautical-congress-2019-recap-edition/
0,Artemis Moon missions,0.30541294099938626,1,https://techcrunch.com/2019/10/24/nasa-administrator-jim-bridenstine-explains-how-startups-can-help-with-artemis-moon-missions/
1,Artemis Moon,0.24052904111891416,1,https://techcrunch.com/2019/10/24/nasa-administrator-jim-bridenstine-explains-how-startups-can-help-with-artemis-moon-missions/
2,NASA Administrator Jim Bridenstine,0.1843814177987066,1,https://techcrunch.com/2019/10/24/nasa-administrator-jim-bridenstine-explains-how-startups-can-help-with-artemis-moon-missions/
3,Jim Bridenstine,0.1714028184647504,1,https://techcrunch.com/2019/10/24/nasa-administrator-jim-bridenstine-explains-how-startups-can-help-with-artemis-moon-missions/
4,startups,0.15557215842027622,1,https://techcrunch.com/2019/10/24/nasa-administrator-jim-bridenstine-explains-how-startups-can-help-with-artemis-moon-missions/
5,NASA,0.09374977920472881,1,https://techcrunch.com/2019/10/24/nasa-administrator-jim-bridenstine-explains-how-startups-can-help-with-artemis-moon-missions/
0,astronauts,0.164191770372194,1,https://techcrunch.com/2019/10/15/nasas-new-artemis-spacesuits-make-it-easier-for-astronauts-of-all-sizes-to-move-on-the-moon/
1,Artemis,0.12031213425717414,1,https://techcrunch.com/2019/10/15/nasas-new-artemis-spacesuits-make-it-easier-for-astronauts-of-all-sizes-to-move-on-the-moon/
2,NASA’s new Artemis spacesuits,0.11761468532753944,1,https://techcrunch.com/2019/10/15/nasas-new-artemis-spacesuits-make-it-easier-for-astronauts-of-all-sizes-to-move-on-the-moon/
3,the Moon,0.11245945976410449,1,https://techcrunch.com/2019/10/15/nasas-new-artemis-spacesuits-make-it-easier-for-astronauts-of-all-sizes-to-move-on-the-moon/
4,NASA,0.09374977920472881,1,https://techcrunch.com/2019/10/15/nasas-new-artemis-spacesuits-make-it-easier-for-astronauts-of-all-sizes-to-move-on-the-moon/
5,all sizes,0.0791070678417233,1,https://techcrunch.com/2019/10/15/nasas-new-artemis-spacesuits-make-it-easier-for-astronauts-of-all-sizes-to-move-on-the-moon/
0,future,0.2660151285289206,1,https://techcrunch.com/2019/10/04/nasa-calls-for-input-on-moon-spacesuits-and-plans-to-source-them-commercially-in-future/
1,Moon spacesuits,0.2220076033813806,1,https://techcrunch.com/2019/10/04/nasa-calls-for-input-on-moon-spacesuits-and-plans-to-source-them-commercially-in-future/
2,plans,0.18333647229954914,1,https://techcrunch.com/2019/10/04/nasa-calls-for-input-on-moon-spacesuits-and-plans-to-source-them-commercially-in-future/
3,Moon,0.16061930593490664,1,https://techcrunch.com/2019/10/04/nasa-calls-for-input-on-moon-spacesuits-and-plans-to-source-them-commercially-in-future/
